N	3gram	Propp_Isto_3	Narrotol
1	в том что	5	8
2	в данном случае	3	6
3	не только в	1	6
4	по отношению к	2	5
5	с одной стороны	2	5
6	состоит в том	2	4
7	о том что	2	4
8	к тому же	2	4
9	тем не менее	5	4
10	в соответствии с	1	3
11	можно сказать что	1	3
12	хотя и не	1	2
13	с точки зрения	1	2
14	мы имеем дело	1	2
15	на самом деле	1	2
16	подобно тому как	1	2
17	но и в	1	2
18	точно так же	2	2
19	имеем дело с	1	2
20	и у нас	1	2
21	так же как	1	2
22	к ней в	1	2
23	не только не	2	2
24	не может быть	1	2
25	на том свете	2	2
26	на том что	1	1
27	что иное как	3	1
28	в чем же	1	1
29	и к этому	1	1
30	бы это был	1	1
31	что у нее	1	1
32	в таком случае	1	1
33	и так или	1	1
34	и все что	1	1
35	можно было бы	1	1
36	на этот вопрос	1	1
37	и здесь мы	2	1
38	том смысле как	1	1
39	в частности из	1	1
40	до сих пор	5	1
41	то что было	1	1
42	так или иначе	1	1
43	то время как	2	1
44	смерть и воскресение	1	1
45	здесь мы имеем	3	1
46	ничего не знает	1	1
47	в связи с	3	1
48	во всяком случае	2	1
49	но уже не	1	1
50	данном случае в	1	1
51	и в других	2	1
52	этой точки зрения	1	1
53	здесь не только	1	1
54	есть не что	1	1
55	но они не	1	1
56	не означает что	1	1
57	в то время	2	1
58	с этой точки	1	1
59	во второй раз	1	1
60	но и не	1	1
61	если бы она	2	1
62	в большинстве случаев	1	1
63	она не могла	1	1
64	него а в	1	1
65	в том смысле	1	1
66	не что иное	3	1
67	или чаще в	1	1
