1	о том что	5	9
2	то же время	1	8
3	в то же	1	8
4	в том что	3	6
5	к тому что	2	4
6	в самом деле	5	4
7	с точки зрения	14	3
8	тем не менее	10	3
9	в связи с	1	3
10	и т д	23	3
11	в этом отношении	1	3
12	жизни и смерти	1	3
13	как и в	3	3
14	до сих пор	1	2
15	того или иного	2	2
16	не может быть	6	2
17	так и от	1	2
18	в такой же	1	2
19	что у него	1	2
20	речь идет о	1	2
21	не в том	1	2
22	на то что	3	2
23	такой же мере	1	2
24	так или иначе	2	2
25	связи с этим	1	2
26	в конечном счете	1	2
27	том что в	1	2
28	только потому что	1	2
29	все той же	1	1
30	ни в чем	1	1
31	точки зрения в	1	1
32	чем иным как	1	1
33	достаточно было просто	1	1
34	в том смысле	1	1
35	одной стороны и	1	1
36	перед нами не	1	1
37	одна и та	1	1
38	должен обратиться к	1	1
39	не смог бы	1	1
40	для себя и	1	1
41	то же самое	1	1
42	сами по себе	3	1
43	и в то	1	1
44	и та же	1	1
45	не знает ни	1	1
46	быть может уже	1	1
47	с этой точки	2	1
48	требует для себя	1	1
49	же как и	1	1
50	в чистом виде	1	1
51	более или менее	1	1
52	то что мы	3	1
53	в таком же	1	1
54	каждый из них	1	1
55	того и другого	1	1
56	не имеют для	1	1
57	с одной стороны	3	1
58	на самом деле	1	1
59	в данном случае	1	1
60	и в этом	2	1
61	и что в	1	1
62	в таком случае	10	1
63	во всяком случае	2	1
64	содержит в себе	1	1
65	но еще и	1	1
66	не было ни	2	1
67	легко заметить что	1	1
68	на наших глазах	1	1
69	не чем иным	1	1
70	может быть только	1	1
71	того что он	3	1
72	этой точки зрения	2	1
73	как и все	2	1
74	иной чем у	1	1
75	не только не	7	1
