N	2gram	Vygotskiy__2	Tragedij
1	и в	32	18
2	в романе	2	10
3	в этом	13	9
4	не только	12	8
5	он сам	1	7
6	и с	4	7
7	и на	5	7
8	может быть	18	7
9	как бы	6	7
10	и не	10	7
11	но в	3	6
12	и его	7	6
13	же время	2	6
14	что он	13	6
15	то же	13	5
16	все же	4	5
17	что это	8	5
18	это не	2	5
19	как и	10	5
20	несмотря на	4	5
21	в то	5	5
22	так и	3	5
23	это очень	2	5
24	не может	17	5
25	а я	2	5
26	еще не	2	4
27	в себе	2	4
28	в целом	4	4
29	в этой	6	4
30	в нем	4	4
31	об этом	3	4
32	том что	21	4
33	и что	22	4
34	но и	10	4
35	и даже	5	4
36	прежде всего	1	4
37	так же	18	4
38	но это	2	4
39	все это	5	4
40	что в	20	4
41	и все	4	4
42	то что	21	4
43	к людям	2	3
44	и он	3	3
45	отнюдь не	5	3
46	как в	9	3
47	и как	7	3
48	все эти	7	3
49	при этом	13	3
50	то есть	21	3
51	должно быть	1	3
52	тем самым	1	3
53	что с	3	3
54	что вы	1	3
55	с ее	3	3
56	и сам	4	3
57	жизнь и	3	3
58	к нему	2	3
59	в его	2	3
60	один из	3	3
61	для него	1	3
62	в конце	3	3
63	как будто	7	3
64	как это	4	3
65	что за	1	3
66	в первом	1	2
67	из самых	2	2
68	и до	4	2
69	и за	1	2
70	а как	1	2
71	никогда не	9	2
72	и то	3	2
73	но этого	1	2
74	столь же	4	2
75	с его	2	2
76	отношение к	2	2
77	отличие от	2	2
78	не просто	1	2
79	так что	3	2
80	как говорит	3	2
81	говорит что	7	2
82	имеет в	1	2
83	впечатление что	2	2
84	в самом	12	2
85	бы и	3	2
86	он не	6	2
87	что она	16	2
88	но все	1	2
89	что все	9	2
90	его в	1	2
91	в глазах	1	2
92	к области	3	2
93	ни в	2	2
94	с тем	11	2
95	в отличие	1	2
96	но эта	2	2
97	не в	8	2
98	не играют	1	2
99	что этот	2	2
100	одна из	1	2
101	не имеет	4	2
102	в русском	2	2
103	не могут	3	2
104	он и	1	2
105	к тому	7	2
106	и это	4	2
107	но при	1	2
108	в ее	2	2
109	данном случае	4	2
110	еще в	1	2
111	как у	1	2
112	ничего не	4	2
113	создается впечатление	1	2
114	и здесь	2	2
115	о том	6	2
116	в глаза	2	2
117	что и	17	2
118	бросается в	1	2
119	в том	37	2
120	и ее	3	2
121	на всем	1	2
122	уже не	1	2
123	в виде	1	2
124	не так	2	2
125	в одном	2	2
126	тем что	9	2
127	писателя и	1	2
128	только к	1	2
129	говорит о	2	2
130	до конца	3	2
131	ничем не	1	2
132	ребенка и	1	2
133	под влиянием	1	2
134	было в	1	2
135	в данном	4	2
136	очень важно	1	2
137	о его	1	2
138	еще раз	1	2
139	потому что	21	2
140	состоит из	2	2
141	в частности	3	2
142	только о	1	2
143	по поводу	1	2
144	во сне	2	2
145	в таком	2	2
146	точно так	3	2
147	а между	1	1
148	только он	1	1
149	ту же	4	1
150	и т	10	1
151	одним из	1	1
152	например в	3	1
153	в сфере	1	1
154	он считает	1	1
155	человека и	1	1
156	сам по	4	1
157	самом деле	16	1
158	это и	1	1
159	на деле	8	1
160	же по	1	1
161	на две	1	1
162	исходит из	5	1
163	высшей степени	1	1
164	объясняется и	2	1
165	той же	8	1
166	то для	1	1
167	смотреть на	1	1
168	что уже	1	1
169	и новые	1	1
170	и усиливает	1	1
171	исследования в	1	1
172	сходную позицию	1	1
173	же легко	1	1
174	роман в	1	1
175	не вполне	2	1
176	вместо того	1	1
177	самой природе	1	1
178	очень широкое	1	1
179	в виду	3	1
180	из ее	1	1
181	в ней	5	1
182	литературы и	1	1
183	встречается в	1	1
184	подобного нет	1	1
185	и служит	1	1
186	в чем	4	1
187	во всех	3	1
188	мысль что	2	1
189	подобной же	1	1
190	на другой	2	1
191	но не	2	1
192	могло быть	1	1
193	но как	3	1
194	всем его	1	1
195	значение и	2	1
196	с отцом	1	1
197	с совершенно	1	1
198	и достоевский	1	1
199	за пределы	1	1
200	сильнее и	1	1
201	к сожалению	1	1
202	чем же	1	1
203	в истории	1	1
204	писателя в	1	1
205	чисто формальным	2	1
206	что именно	3	1
207	не любят	1	1
208	что ее	1	1
209	и наконец	1	1
210	неизмеримо более	1	1
211	то в	1	1
212	оттого что	1	1
213	в которой	2	1
214	он в	3	1
215	бы не	2	1
216	все по	1	1
217	только один	1	1
218	говорит не	1	1
219	как он	2	1
220	если он	1	1
221	ответом на	3	1
222	не могла	1	1
223	и если	1	1
224	вообще не	1	1
225	что без	2	1
226	и критики	1	1
227	в переводе	1	1
228	роли в	1	1
229	не значит	2	1
230	но гораздо	2	1
231	к одному	4	1
232	не к	3	1
233	что нужно	1	1
234	не как	3	1
235	страдания и	1	1
236	в россии	1	1
237	и по	4	1
238	на этом	3	1
239	сам указывает	1	1
240	на свете	1	1
241	таким образом	21	1
242	здесь мы	2	1
243	прекрасное и	1	1
244	факт что	1	1
245	же не	1	1
246	за то	1	1
247	в другом	1	1
248	в ход	2	1
249	волосы и	1	1
250	на ту	1	1
251	на все	5	1
252	это было	3	1
