N	3gram	Medvedev_F_2	Analitik
1	в том что	2	7
2	с другой стороны	3	5
3	по крайней мере	1	4
4	в свою очередь	1	4
5	как и в	1	4
6	до известной степени	3	3
7	в данном случае	1	3
8	то же время	5	3
9	в то же	5	3
10	в этом отношении	7	3
11	с точки зрения	7	2
12	в отличие от	2	2
13	в значительной степени	3	2
14	с одной стороны	1	2
15	сама по себе	1	2
16	тем не менее	1	2
17	во всяком случае	5	2
18	и прежде всего	2	2
19	совершенно очевидно что	1	2
20	в нем определенные	1	1
21	что иное как	1	1
22	здесь и теперь	4	1
23	высказывания как целого	1	1
24	как бы не	1	1
25	не говоря уже	1	1
26	на самом деле	3	1
27	в самом деле	5	1
28	и в особенности	1	1
29	в этом смысле	2	1
30	в этом случае	1	1
31	между тем в	1	1
32	до сих пор	1	1
33	с тем же	1	1
34	говоря уже о	1	1
35	в таком случае	1	1
36	в зависимости от	3	1
37	же время в	1	1
38	что во втором	1	1
39	что он не	1	1
40	таким образом в	1	1
41	но они не	1	1
42	с самим собою	1	1
43	на этот вопрос	1	1
44	как и от	1	1
45	этом отношении он	1	1
46	по себе а	2	1
47	именно в этом	1	1
48	что не есть	1	1
49	сам по себе	3	1
50	в том чтобы	1	1
51	однако и здесь	1	1
52	необходимо отличать от	1	1
53	так и в	3	1
54	в применении к	2	1
55	и должно было	1	1
56	не могут быть	4	1
57	и в этой	2	1
58	а не как	1	1
59	так или иначе	1	1
60	не в том	3	1
61	в связи с	10	1
62	не для того	1	1
63	тем самым по	1	1
64	лишь в том	1	1
65	для того чтобы	3	1
66	один и тот	1	1
67	но и к	1	1
68	того или иного	4	1
69	есть не что	1	1
70	не может быть	10	1
71	мы обратимся к	1	1
72	в большинстве случаев	3	1
73	было бы сказать	1	1
74	в сущности не	1	1
75	не что иное	1	1
76	то что они	1	1
77	что и в	1	1
78	и тот же	1	1
