N	4gram	Vygotskiy__1	Vladivir
1	дело в том что	1	4
2	только в том случае	1	3
3	совершенно так же как	1	2
4	с одной стороны и	1	2
5	в то время как	5	2
6	в том случае если	1	2
7	те же самые три	1	1
8	и тем не менее	1	1
9	включает в себя и	1	1
10	и потому не может	1	1
11	еще до сих пор	1	1
12	одно и то же	1	1
13	в последнее время к	1	1
14	потому не может быть	2	1
15	не что иное как	1	1
16	точно так же и	1	1
17	так же как и	1	1
18	с этой точки зрения	4	1
19	но вместе с тем	1	1
20	он не только не	2	1
21	все дело в том	1	1
22	что в этом отношении	2	1
23	в конце концов только	1	1
24	заключается в том что	3	1
25	в том случае когда	1	1
