N	2gram	Voloshinov_1	Tvorches
1	и в	13	21
2	как бы	6	17
3	в то	1	15
4	то же	4	13
5	времени в	1	13
6	в его	7	13
7	как и	3	12
8	же время	1	12
9	что в	3	12
10	с его	1	11
11	том что	2	11
12	все это	4	10
13	как в	2	8
14	то что	6	8
15	но в	4	7
16	не только	6	7
17	при этом	2	7
18	и не	8	7
19	в том	2	7
20	в этом	2	6
21	не менее	2	6
22	и его	12	6
23	и все	3	6
24	что он	1	6
25	для него	2	6
26	а в	2	6
27	отнюдь не	1	5
28	все же	5	5
29	в этой	1	5
30	таким образом	6	5
31	вовсе не	2	5
32	в своих	2	5
33	потому что	1	5
34	только в	6	5
35	может быть	8	5
36	а не	2	5
37	но это	1	5
38	хотя бы	5	5
39	человека и	1	4
40	не имеют	1	4
41	конечном счете	1	4
42	в своем	1	4
43	и как	1	4
44	в целом	2	4
45	в своей	4	4
46	мысли и	1	4
47	своего рода	2	4
48	в мире	1	4
49	в конечном	1	4
50	одной из	1	4
51	прежде всего	9	4
52	на эту	1	4
53	не может	8	4
54	один из	1	4
55	одним из	1	4
56	ту же	1	3
57	на самом	1	3
58	это и	1	3
59	время в	1	3
60	со всеми	1	3
61	в самом	2	3
62	в нем	2	3
63	в каждом	4	3
64	и других	1	3
65	соответствии с	2	3
66	далеко не	1	3
67	в их	3	3
68	представление о	1	3
69	самого начала	2	3
70	никогда не	3	3
71	с ее	1	3
72	с самого	2	3
73	в дальнейшем	1	3
74	князь мышкин	1	3
75	который в	1	3
76	во времени	2	3
77	уже в	2	3
78	в виде	1	3
79	так как	3	3
80	в которой	3	3
81	с другой	2	3
82	но и	3	3
83	подхода к	1	3
84	но не	1	3
85	он говорит	1	3
86	для человека	1	3
87	в книге	2	3
88	не существует	1	3
89	но если	1	3
90	ее в	2	3
91	так же	2	3
92	себя как	1	2
93	вряд ли	3	2
94	в нашей	1	2
95	того же	1	2
96	самом деле	3	2
97	а как	2	2
98	есть не	2	2
99	на первом	1	2
100	и он	1	2
101	героя и	2	2
102	в ней	2	2
103	в отличие	1	2
104	в чем	2	2
105	отличие от	1	2
106	и достоевский	1	2
107	в одной	1	2
108	как к	1	2
109	и наконец	5	2
110	в материал	2	2
111	в себе	3	2
112	что она	1	2
113	тем не	1	2
114	отношений между	2	2
115	здесь мы	3	2
116	в вечности	1	2
117	и тем	2	2
118	когда я	1	2
119	в данном	2	2
120	такой же	1	2
121	не столько	3	2
122	не в	3	2
123	между людьми	1	2
124	одна из	1	2
125	в основе	1	2
126	людей и	1	2
127	могут быть	2	2
128	к тому	2	2
129	в виду	1	2
130	не могу	1	2
131	данном случае	2	2
132	в себя	1	2
133	на том	1	2
134	так и	3	2
135	здесь нет	1	2
136	об этом	1	2
137	еще в	2	2
138	быть может	1	2
139	этой концепции	1	2
140	жизни он	1	2
141	переходит в	1	2
142	во всей	2	2
143	вслед за	2	2
144	в двух	4	2
145	тот же	2	2
146	и у	1	2
147	только на	1	2
148	этой проблемы	2	2
149	до конца	1	2
150	вместе с	1	2
151	эти слова	1	2
152	общения с	1	2
153	отношениями между	1	2
154	не мог	2	2
155	или в	1	2
156	который является	1	2
157	ее и	1	2
158	только что	1	2
159	в новых	1	2
160	не знает	1	2
161	сказать что	1	2
162	к этому	1	2
163	как известно	1	1
164	же как	1	1
165	совершенно справедливо	1	1
166	и через	1	1
167	связана с	3	1
168	но тем	1	1
169	границы этого	1	1
170	и есть	1	1
171	нам кажется	1	1
172	и до	1	1
173	которое может	2	1
174	и этот	2	1
175	также и	1	1
176	мы уже	2	1
177	мы имеем	1	1
178	xvii века	1	1
179	движение в	1	1
180	говорить о	3	1
181	что иное	2	1
182	событий и	1	1
183	но даже	1	1
184	то это	1	1
185	не совсем	1	1
186	с большим	1	1
187	себе а	1	1
188	одно из	1	1
189	еще не	1	1
190	они считают	1	1
