N	2gram	Vinokur_Ku_1	Problema
1	в его	12	43
2	и не	12	42
3	и в	24	38
4	не может	7	27
5	может быть	13	26
6	как бы	7	22
7	по отношению	8	21
8	отнюдь не	1	19
9	отношению к	9	19
10	и с	5	17
11	и его	5	16
12	в этом	14	15
13	в нем	4	15
14	и т	33	14
15	только в	11	13
16	т п	18	13
17	прежде всего	9	13
18	но не	5	12
19	в искусстве	1	12
20	во всех	1	11
21	в области	7	11
22	ни в	2	11
23	и для	2	11
24	отношение к	1	10
25	таким образом	12	10
26	в их	3	10
27	не только	10	9
28	не имеет	2	9
29	его в	1	9
30	но и	6	9
31	и как	2	8
32	было бы	15	8
33	точки зрения	14	8
34	в том	30	8
35	то что	9	8
36	еще не	5	7
37	в самом	10	7
38	вообще не	1	7
39	как и	2	7
40	и становится	2	7
41	не в	11	7
42	как мы	1	7
43	с другой	7	7
44	как форма	1	7
45	между тем	5	7
46	слова в	1	7
47	с помощью	7	7
48	объекта и	1	7
49	совершенно не	1	7
50	в своей	2	7
51	что в	17	7
52	самом деле	9	6
53	на основе	1	6
54	там где	4	6
55	в пределах	4	6
56	не всегда	2	6
57	с точки	9	6
58	не есть	4	6
59	можно только	1	6
60	ничего не	2	6
61	дело с	1	6
62	есть чисто	1	6
63	содержания и	1	6
64	мы можем	1	6
65	все же	12	6
66	а в	5	6
67	только как	1	6
68	тем как	1	5
69	отличие от	1	5
70	в своем	3	5
71	все эти	6	5
72	при этом	6	5
73	то же	8	5
74	это не	7	5
75	в них	7	5
76	рядом с	5	5
77	далеко не	1	5
78	в отличие	1	5
79	так и	7	5
80	никогда не	2	5
81	не нужно	1	5
82	с ним	5	5
83	может иметь	2	5
84	конечно не	2	5
85	большинстве случаев	1	5
86	в большинстве	2	5
87	не на	4	5
88	а не	8	5
89	со словом	3	5
90	могут быть	1	5
91	быть только	1	5
92	должно быть	3	5
93	на самом	2	4
94	должна быть	3	4
95	конечно и	1	4
96	в виду	5	4
97	в ней	6	4
98	относится к	2	4
99	не входят	1	4
100	как в	4	4
101	но в	2	4
102	в нашем	1	4
103	в себе	3	4
104	в данном	4	4
105	значение слова	3	4
106	не менее	7	4
107	но они	1	4
108	тем самым	4	4
109	в то	2	4
110	должны быть	2	4
111	здесь не	3	4
112	позицию по	1	4
113	в ее	1	4
114	можно было	6	4
115	не с	3	4
116	о том	9	4
117	в конечном	1	4
118	своим предметом	1	4
119	с ними	4	4
120	в других	1	4
121	в форме	1	4
122	и только	1	4
123	к которому	3	4
124	что не	5	4
125	более того	1	4
126	и потому	4	4
127	в более	2	4
128	себя самого	2	4
129	лишь как	2	4
130	хотя бы	10	4
131	может и	1	4
132	между ними	2	4
133	сказать что	1	4
134	другой стороны	6	4
135	также и	2	3
136	например в	5	3
137	противном случае	1	3
138	едва ли	1	3
139	действительности и	1	3
140	на материале	1	3
141	которую мы	1	3
142	говорить о	1	3
143	менее всего	1	3
144	помнить что	1	3
145	кроме того	1	3
146	в целом	4	3
147	он не	2	3
148	то ни	1	3
149	может стать	1	3
150	и тем	2	3
151	в слове	2	3
152	несмотря на	3	3
153	том что	21	3
154	тем не	4	3
155	как его	1	3
156	в противном	1	3
157	же время	2	3
158	языка в	12	3
159	все то	1	3
160	как только	1	3
161	слова но	2	3
162	в применении	1	3
163	хотя и	3	3
164	и от	1	3
165	вещественное значение	1	3
166	начало и	1	3
167	в дальнейшем	1	3
168	как содержание	1	3
169	ясно что	3	3
170	мы в	1	3
