N	3gram	Losev_Prob_5	StatiiOP
1	в том что	8	11
2	не может быть	2	5
3	то обстоятельство что	1	5
4	в этом смысле	3	4
5	по крайней мере	4	4
6	с точки зрения	8	4
7	в этом отношении	1	4
8	то время как	3	4
9	во всяком случае	2	4
10	с другой стороны	5	4
11	о том что	9	4
12	в то время	3	4
13	состоит в том	1	3
14	в конце концов	6	3
15	в связи с	7	3
16	то же время	1	3
17	может быть это	1	3
18	не только в	1	3
19	на то что	2	3
20	в то же	1	3
21	но это не	1	3
22	потому что он	2	2
23	то что я	1	2
24	и в стихотворении	2	2
25	но и в	2	2
26	это не так	1	2
27	до сих пор	2	2
28	и не в	2	2
29	с одной стороны	3	2
30	и в этом	1	2
31	в этой трагедии	2	2
32	между тем как	1	2
33	у него есть	1	2
34	с самого начала	1	2
35	по этому поводу	2	2
36	но все же	2	2
37	только тогда когда	3	2
38	в своей трагедии	1	2
39	а с другой	3	2
40	в том смысле	1	2
41	в его трагедии	1	2
42	в предисловии к	1	2
43	тем не менее	5	2
44	и т д	1	2
45	можно сказать что	3	1
46	и в конце	1	1
47	сказать что он	1	1
48	на самом деле	1	1
49	в самом деле	1	1
50	в одной из	1	1
51	одной из своих	1	1
52	не было и	1	1
53	мы находим и	2	1
54	том что он	2	1
55	говоря уже о	1	1
56	сам по себе	1	1
57	вместе с тем	3	1
58	начала до конца	1	1
59	связи с этим	1	1
60	в наше время	1	1
61	второй половины xviii	1	1
62	можно было бы	1	1
63	ни в какой	1	1
64	том что не	1	1
65	в значительной мере	2	1
66	с этой точки	1	1
67	то что отношения	1	1
68	и в частности	3	1
69	как раз в	1	1
70	и если в	1	1
71	не потому что	1	1
72	крайней мере три	1	1
73	то можно сказать	1	1
74	если не считать	1	1
75	тот и другой	1	1
76	в этом стихотворении	2	1
77	вместе со своим	1	1
78	находит для себя	2	1
79	в какой степени	1	1
80	найти и в	2	1
81	как и вообще	1	1
82	так или иначе	1	1
83	в такой же	1	1
84	с начала до	1	1
85	хотя бы на	1	1
86	и при помощи	1	1
87	до нас не	1	1
88	что несмотря на	1	1
89	этой точки зрения	1	1
90	обстоятельство что несмотря	1	1
91	от того что	1	1
92	том смысле что	1	1
93	одной стороны он	1	1
94	при его жизни	1	1
95	что у него	1	1
96	уже в году	1	1
97	той или иной	1	1
98	не менее в	1	1
99	вопрос о том	1	1
100	можно судить по	1	1
101	для того чтобы	2	1
102	что в ней	1	1
103	до самого последнего	1	1
104	в русской литературе	3	1
105	не говоря уже	1	1
106	то есть с	1	1
107	должно было бы	1	1
