N	2gram	Voloshinov_1	DiskursI
1	в качестве	2	34
2	не только	8	28
3	в том	6	23
4	а не	7	22
5	том что	3	19
6	может быть	26	17
7	как и	12	16
8	и в	19	16
9	в этом	16	15
10	еще не	4	14
11	но и	8	14
12	при этом	8	13
13	речевых жанров	2	12
14	и т.п	10	12
15	речевого общения	3	12
16	по своей	1	11
17	но не	1	11
18	прежде всего	13	11
19	и не	26	11
20	как в	4	10
21	далеко не	4	10
22	с другой	5	10
23	по отношению	3	9
24	в нем	10	9
25	не может	24	9
26	с одной	1	9
27	одной стороны	1	9
28	в частности	2	9
29	отношению к	2	9
30	отнюдь не	6	8
31	но в	7	8
32	о том	2	8
33	так и	11	8
34	не было	3	7
35	в себе	2	7
36	то же	7	7
37	не в	5	7
38	в основе	2	7
39	со стороны	1	7
40	в его	6	7
41	только в	9	7
42	высказывания в	1	6
43	в своем	2	6
44	и как	3	6
45	ни к	2	6
46	и на	4	5
47	во всех	7	5
48	отличие от	5	5
49	в рамках	1	5
50	природе своей	1	5
51	в котором	3	5
52	в отличие	5	5
53	в процессе	14	5
54	сводится к	3	5
55	по природе	1	5
56	или иной	3	5
57	можно сказать	3	5
58	в данном	4	5
59	как бы	15	5
60	к тому	2	5
61	а в	4	5
62	то что	8	5
63	в своей	3	5
64	с его	1	4
65	отношение к	1	4
66	в истории	3	4
67	и к	3	4
68	уже не	1	4
69	в целом	1	4
70	не как	2	4
71	лишь в	9	4
72	потому что	1	4
73	могут быть	2	4
74	и т.д	2	4
75	же время	3	4
76	между тем	3	4
77	во втором	2	4
78	одной из	3	4
79	что он	2	4
80	для него	9	4
81	в особенности	1	4
82	что не	2	4
83	связи с	11	4
84	такого рода	1	4
85	не является	4	4
86	что в	4	4
87	также и	1	3
88	того же	6	3
89	и потому	5	3
90	в первом	3	3
91	имеет свою	3	3
92	в каждой	1	3
93	столь же	1	3
94	той или	1	3
95	различия между	1	3
96	в одной	2	3
97	с этим	4	3
98	в самом	10	3
99	т.п но	1	3
100	вследствие этого	1	3
101	зрения на	1	3
102	это не	1	3
103	и того	6	3
104	точки зрения	34	3
105	в своих	2	3
106	бы быть	1	3
107	по себе	4	3
108	в то	3	3
109	таким образом	17	3
110	ли не	1	3
111	должны быть	3	3
112	они и	2	3
113	свою очередь	2	3
114	но при	2	3
115	в ее	7	3
116	времени и	1	3
117	еще в	1	3
118	и даже	2	3
119	что и	2	3
120	в лингвистике	4	3
121	хотя бы	5	3
122	в данной	2	3
123	из них	3	3
124	первобытного человека	1	3
125	тем что	2	3
126	именно в	5	3
127	имеет место	2	3
128	в акте	1	3
129	тому как	1	3
130	того что	3	3
131	все же	8	3
132	эстетической деятельности	1	3
133	мог быть	1	3
134	в свою	2	3
135	на смену	2	3
136	сказать что	4	3
137	другой стороны	6	3
138	в действительности	2	3
139	одним из	2	2
140	например в	1	2
141	языка с	2	2
142	к данному	2	2
143	и есть	3	2
144	к другому	3	2
145	в сущности	3	2
146	совпадает с	2	2
147	в виду	2	2
148	общения в	3	2
149	между собой	2	2
150	влияния на	1	2
151	в различных	1	2
152	но как	1	2
153	за пределы	5	2
154	определяется не	1	2
155	стороны и	1	2
156	как к	2	2
157	каждой области	1	2
158	хотя и	1	2
159	сознания в	1	2
160	целый ряд	3	2
161	более или	1	2
162	исторические корни	2	2
163	не приходится	2	2
164	точкой зрения	2	2
165	в этой	1	2
166	эпохи и	1	2
167	социального взаимодействия	2	2
168	так сказать	6	2
169	не следует	1	2
170	он ни	2	2
171	становления и	1	2
172	подобно тому	1	2
173	и по	1	2
174	так например	1	2
175	человека в	2	2
176	в каждом	7	2
177	могла бы	2	2
178	различие между	3	2
179	не сможет	2	2
180	и тем	1	2
181	с человеком	1	2
182	одного и	5	2
183	или менее	1	2
184	наших дней	1	2
185	и без	1	2
186	своем качестве	1	2
187	мысли и	4	2
188	речевой акт	2	2
189	и относительно	2	2
190	возможно только	1	2
191	то с	1	2
192	по мере	2	2
193	не менее	4	2
194	в науке	6	2
195	внутренней речи	9	2
196	не могло	2	2
197	как формы	1	2
198	в наше	1	2
199	и его	19	2
200	науке о	3	2
201	отличается от	1	2
202	же самое	3	2
203	числе и	2	2
204	значительной степени	1	2
205	не есть	3	2
206	и он	2	2
207	в едином	1	2
208	как мы	13	2
209	с ее	2	2
210	языка и	13	2
211	характер и	1	2
212	что делает	3	2
213	принадлежащих к	1	2
214	в пределах	6	2
215	приводит к	1	2
216	и иные	2	2
217	же касается	1	2
218	в другом	2	2
219	строго говоря	1	2
220	и вообще	2	2
221	индивидуального речевого	1	2
222	а по	1	2
223	о нем	1	2
224	во всяком	5	2
225	и что	1	2
226	одного из	3	2
