N	2gram	Vinokur_St_1	Marksizm
1	может быть	15	28
2	и в	44	19
3	как бы	4	19
4	и не	16	19
5	в процессе	1	18
6	не может	8	18
7	точки зрения	11	17
8	то же	5	16
9	и его	8	16
10	как мы	1	15
11	в этом	21	15
12	языка и	4	15
13	в сущности	2	14
14	таким образом	7	14
15	лишь в	3	14
16	не только	18	13
17	с точки	8	13
18	в нем	5	11
19	если бы	9	11
20	вовсе не	19	11
21	не в	12	10
22	речи в	1	10
23	так и	9	10
24	но и	10	10
25	том что	29	10
26	самом деле	11	9
27	при этом	2	9
28	как и	9	9
29	для него	6	9
30	в основе	3	9
31	а не	16	9
32	с его	1	8
33	по отношению	3	8
34	в то	9	8
35	же время	4	8
36	только в	10	8
37	слова в	1	8
38	не является	3	8
39	отношению к	3	8
40	на самом	6	7
41	его в	2	7
42	и более	2	7
43	одна из	1	7
44	никогда не	5	7
45	в том	36	7
46	прежде всего	7	7
47	и для	3	7
48	но в	10	7
49	в таком	3	7
50	во всех	8	6
51	в самом	7	6
52	если мы	1	6
53	ни в	3	6
54	того чтобы	11	6
55	к тому	1	6
56	для того	10	6
57	быть и	2	6
58	между тем	3	6
59	более того	1	6
60	и все	2	6
61	хотя бы	6	6
62	того же	3	5
63	и на	1	5
64	все же	8	5
65	является не	4	5
66	то ни	1	5
67	в данном	14	5
68	с самого	1	5
69	к нему	2	5
70	в его	9	5
71	в форме	1	5
72	отношении к	1	5
73	или иной	1	5
74	значения в	1	5
75	в той	6	5
76	этого слова	2	5
77	тем более	4	5
78	совершенно не	5	5
79	к этому	1	5
80	так же	5	5
81	тем же	3	4
82	должна быть	3	4
83	а как	2	4
84	бы то	1	4
85	конечно не	2	4
86	является лишь	1	4
87	в себе	2	4
88	на то	4	4
89	в данной	2	4
90	это не	8	4
91	было бы	17	4
92	и тем	3	4
93	ведь если	2	4
94	в слове	5	4
95	тому что	3	4
96	в отношении	9	4
97	ничего не	2	4
98	той или	1	4
99	для себя	3	4
100	того что	9	4
101	что он	10	4
102	и их	2	4
103	как раз	4	4
104	смысле этого	2	4
105	бы в	1	4
106	то что	18	4
107	сказать что	7	4
108	если б	1	3
109	и то	5	3
110	в котором	5	3
111	и до	1	3
112	исходит из	1	3
113	не имеют	1	3
114	одного слова	1	3
115	в ней	3	3
116	еще не	3	3
117	столь же	4	3
118	в ее	4	3
119	иногда и	2	3
120	за пределы	2	3
121	в истории	3	3
122	с этим	3	3
123	перед нами	1	3
124	все эти	5	3
125	в этой	11	3
126	но ведь	8	3
127	в чужую	3	3
128	слово в	1	3
129	он не	2	3
130	не как	1	3
131	в корне	1	3
132	какой бы	1	3
133	в другом	3	3
134	той же	5	3
135	по себе	1	3
136	в этих	2	3
137	в своей	6	3
138	а иногда	2	3
139	не имеет	4	3
140	они являются	1	3
141	в каком	3	3
142	у нас	11	3
143	могут быть	5	3
144	и это	2	3
145	на основе	1	3
146	о том	17	3
147	и лишь	1	3
148	что и	6	3
149	в двух	3	3
150	одной из	1	3
151	в какой	3	3
152	с одной	3	3
153	в качестве	4	3
154	его и	1	3
155	так как	5	3
156	до сих	7	3
157	с другой	9	3
