N	3gram	Losev_Dial_3	StatiiOP
1	и т д	23	21
2	в том что	3	17
3	о том что	5	11
4	с точки зрения	14	8
5	до сих пор	1	7
6	в этом отношении	1	7
7	на самом деле	1	6
8	в данном случае	1	6
9	с другой стороны	2	6
10	во всяком случае	2	6
11	в самом деле	5	5
12	не может быть	6	5
13	я думаю что	1	4
14	то же время	1	4
15	того или иного	2	4
16	что и в	1	4
17	на то что	3	4
18	в то же	1	4
19	том что в	1	3
20	в применении к	1	3
21	так же как	2	3
22	и в этом	2	3
23	это не значит	1	3
24	не значит что	1	3
25	и даже не	1	2
26	т д и	6	2
27	и в том	1	2
28	а иногда и	1	2
29	по крайней мере	5	2
30	не хочу сказать	1	2
31	на точку зрения	1	2
32	если бы мы	1	2
33	с одной стороны	3	2
34	в то время	4	2
35	так или иначе	2	2
36	не в том	1	2
37	т е в	4	2
38	вовсе не в	1	2
39	речь идет о	1	2
40	что это не	2	2
41	из этих двух	1	2
42	в том смысле	1	2
43	тем не менее	10	2
44	как и в	3	2
45	в одном из	1	1
46	той или иной	2	1
47	со всеми их	1	1
48	как я уже	1	1
49	очень и очень	1	1
50	не говоря уже	2	1
51	в таком виде	1	1
52	выйти за пределы	2	1
53	же как и	1	1
54	себя самого и	1	1
55	и можно ли	2	1
56	из двух или	2	1
57	заключается именно в	1	1
58	что с точки	1	1
59	в крайнем случае	2	1
60	в лучшем случае	1	1
61	говоря уже о	2	1
62	в зависимости от	2	1
63	одно из двух	2	1
64	сами по себе	3	1
65	бы то ни	1	1
66	а если бы	1	1
67	и по его	1	1
68	это вовсе не	1	1
69	точно так же	2	1
70	могут быть оправданы	1	1
71	и говорить о	1	1
72	но с той	1	1
73	имеет такое же	1	1
74	значит что мы	4	1
75	это может быть	1	1
76	то время как	4	1
77	это не просто	1	1
78	и что в	1	1
79	тот факт что	1	1
80	тогда о ней	1	1
81	содержит в себе	1	1
82	у нас не	1	1
83	и в то	1	1
84	и в отношении	1	1
85	то тем самым	1	1
86	жизни и смерти	1	1
87	но даже и	2	1
88	лежать в основе	1	1
89	уже о том	1	1
90	т д на	1	1
91	я не могу	1	1
92	вовсе еще не	1	1
93	не существует что	1	1
94	значит что в	1	1
95	и таким образом	1	1
96	и без всяких	1	1
97	я бы сказал	1	1
98	ни в каком	3	1
99	д и т	5	1
100	том смысле что	1	1
101	но то что	2	1
102	и никогда не	1	1
103	и не может	1	1
104	но все эти	1	1
105	целый ряд таких	1	1
106	т е не	4	1
107	с этой стороны	1	1
108	ни в чем	1	1
109	в сущности можно	1	1
110	в вопросе о	2	1
111	мы приходим к	1	1
112	к тому что	2	1
113	не больше чем	1	1
114	так что в	1	1
115	может быть ни	1	1
116	внимание на то	1	1
117	от того чем	1	1
118	обратил внимание на	1	1
