N	2gram	Vygotskiy__3	Psycholo
1	то что	15	44
2	и в	25	33
3	в этом	14	28
4	и что	10	25
5	как бы	10	25
6	все время	2	24
7	потому что	6	24
8	для того	7	23
9	том что	20	22
10	того чтобы	8	22
11	может быть	13	22
12	что в	17	21
13	в том	23	21
14	о том	5	20
15	что он	6	20
16	только что	2	15
17	как это	7	14
18	что это	5	13
19	таким образом	17	13
20	так же	17	13
21	и не	10	13
22	все это	6	13
23	сказать что	4	13
24	в самом	3	12
25	было бы	10	12
26	к тому	4	12
27	и все	4	12
28	если мы	3	12
29	так как	12	12
30	он не	4	11
31	что все	1	11
32	на то	4	10
33	что она	5	10
34	если бы	5	10
35	в его	15	10
36	как она	3	10
37	не может	6	10
38	то же	2	9
39	в этой	5	9
40	по себе	7	9
41	как раз	1	9
42	в конце	1	8
43	совершенно ясно	2	8
44	для этого	2	8
45	вместе с	14	8
46	в каком	2	8
47	в своем	4	7
48	не только	6	7
49	в нем	2	7
50	так что	2	7
51	и только	2	7
52	до конца	1	7
53	же точно	3	7
54	когда он	3	7
55	для нас	2	7
56	в сущности	1	6
57	в ней	1	6
58	что они	10	6
59	перед нами	10	6
60	все эти	7	6
61	в себе	2	6
62	точки зрения	6	6
63	всякий раз	2	6
64	что эта	1	6
65	тому что	2	6
66	же самое	1	6
67	мы видим	3	6
68	у него	1	6
69	а не	1	6
70	что мы	7	6
71	мы должны	6	6
72	как на	2	6
73	мы уже	5	5
74	полагает что	1	5
75	мы не	9	5
76	в целом	13	5
77	и на	6	5
78	только после	2	5
79	с этим	4	5
80	все же	6	5
81	целый ряд	1	5
82	и как	5	5
83	как он	3	5
84	и может	2	5
85	ясно что	2	5
86	как и	15	5
87	нисколько не	1	5
88	самого начала	6	5
89	никогда не	4	5
90	и его	2	5
91	и это	4	5
92	с самого	6	5
93	и совершенно	1	5
94	мы будем	2	5
95	с ним	4	5
96	заключается в	9	5
97	в какой	4	5
98	что для	1	5
99	вовсе не	1	5
100	мы можем	7	5
101	связь с	3	5
102	его основе	3	4
103	той же	4	4
104	в которой	1	4
105	говорит о	1	4
106	том чтобы	1	4
107	могла бы	1	4
108	не будет	2	4
109	с тем	16	4
110	слова и	6	4
111	в своей	2	4
112	с точки	1	4
113	одна из	2	4
114	на него	1	4
115	это мнение	1	4
116	а в	4	4
117	с другом	5	4
118	у нас	1	4
119	как мы	8	4
120	что у	1	4
121	можно было	6	4
122	даны в	1	4
123	об этом	2	4
124	о нем	1	4
125	утверждает что	1	4
126	не просто	1	4
127	того что	10	4
128	этот вопрос	3	4
