N	3gram	Voloshinov_1	FransuaR
1	с точки зрения	6	5
2	до сих пор	3	4
3	не может быть	3	4
4	в этом отношении	1	3
5	все же в	1	3
6	с одной стороны	1	3
7	в его целом	2	3
8	в свое время	1	3
9	о том что	2	3
10	можно сказать что	3	2
11	в году в	1	2
12	не дает нам	1	2
13	имеем в виду	1	2
14	но даже и	1	2
15	сих пор еще	1	2
16	было связано с	1	2
17	по сравнению с	3	2
18	смысл и значение	1	2
19	во всяком случае	3	2
20	но несмотря на	1	2
21	подобно тому как	1	2
22	этого метода в	1	1
23	мы знаем что	1	1
24	мы здесь имеем	1	1
25	для него только	1	1
26	прежде всего на	1	1
27	дело в том	1	1
28	всех его моментах	1	1
29	коем случае нельзя	1	1
30	ни в коем	1	1
31	и та же	1	1
32	для него уже	1	1
33	что в них	1	1
34	свой смысл и	1	1
35	в коем случае	1	1
36	связанных с ними	2	1
37	никакому сомнению что	1	1
38	для него существует	1	1
39	таким образом и	1	1
40	все эти столь	1	1
41	переносит центр тяжести	1	1
42	так и в	1	1
43	друг с другом	1	1
44	не могут быть	2	1
45	в них и	1	1
46	него существует только	1	1
47	одна и та	1	1
48	в материнское лоно	1	1
49	самом деле в	1	1
50	может быть ничего	1	1
51	и в эпоху	1	1
52	перевести на язык	1	1
53	на самом деле	4	1
54	и теперь в	1	1
55	мы можем сказать	2	1
56	можем сказать что	1	1
57	как мы сказали	1	1
58	и прежде всего	1	1
59	как бы второе	1	1
60	или во всяком	1	1
61	мы имеем в	1	1
62	и как мы	1	1
63	в большинстве случаев	3	1
64	для того чтобы	1	1
65	во всех его	2	1
66	в том что	1	1
67	не нуждается в	2	1
