N	2gram	Propp_Isto_5	Freidism
1	таким образом	9	24
2	и не	11	23
3	не может	6	20
4	точки зрения	2	19
5	прежде всего	6	18
6	в этом	10	15
7	в его	12	15
8	и пр	3	15
9	мы можем	2	13
10	может быть	17	13
11	и его	9	12
12	все эти	8	11
13	как и	7	11
14	с точки	1	11
15	как бы	2	11
16	то что	7	11
17	самом деле	2	10
18	но в	1	10
19	его в	9	10
20	с ним	4	10
21	как мы	5	10
22	и потому	2	10
23	во всех	2	9
24	по отношению	2	9
25	и в	25	9
26	то же	4	8
27	не только	13	8
28	он не	4	8
29	в своей	2	8
30	еще не	8	8
31	что он	22	8
32	только в	7	8
33	так как	11	8
34	все это	4	8
35	и все	3	8
36	отношению к	2	8
37	все что	1	8
38	в самом	1	7
39	мы уже	4	7
40	отношение к	1	7
41	и наконец	1	7
42	мы видели	7	7
43	к нему	3	7
44	один из	2	7
45	тот же	1	7
46	мы знаем	8	7
47	всяком случае	1	7
48	сказать что	2	7
49	во всяком	1	7
50	в ней	5	6
51	и с	3	6
52	и ее	1	6
53	того что	2	6
54	для него	1	6
55	вовсе не	2	6
56	никогда не	3	6
57	хотя бы	1	6
58	совершенно не	2	6
59	на самом	1	5
60	и на	8	5
61	он сам	1	5
62	и к	1	5
63	в этой	3	5
64	что такое	1	5
65	знаем что	6	5
66	не в	6	5
67	мы должны	4	5
68	в то	3	5
69	в каком	1	5
70	могут быть	6	5
71	в себя	3	5
72	для этого	1	5
73	но мы	3	5
74	можно сказать	2	5
75	для того	3	5
76	по мнению	1	5
77	а в	3	5
78	но и	13	5
79	связь с	8	5
80	с этим	5	5
81	в свою	3	5
82	что в	8	5
83	в зависимости	1	4
84	той же	1	4
85	связанных с	1	4
86	мы не	5	4
87	в которой	4	4
88	я не	1	4
89	зависимости от	1	4
90	совсем не	1	4
91	но не	5	4
92	все же	10	4
93	не было	1	4
94	в пределах	4	4
95	в нем	7	4
96	всех этих	1	4
97	на этом	3	4
98	связанные с	2	4
99	при этом	1	4
100	об этом	2	4
101	с другими	4	4
102	в жизни	1	4
103	на основании	1	4
104	во время	7	4
105	не менее	4	4
106	в основе	1	4
107	же время	1	4
108	потому что	7	4
109	и для	2	4
110	к тому	1	4
111	того чтобы	3	4
112	данном случае	2	4
113	сводится к	1	4
114	с самого	1	4
115	это только	1	4
116	другими словами	1	4
117	конечно не	1	4
118	уже не	11	4
119	не дает	1	4
120	в котором	1	4
121	и др	3	4
122	в данном	3	4
123	и о	1	4
124	в более	3	4
125	в этих	6	4
126	в таком	1	4
127	человека и	2	3
128	и есть	1	3
129	теперь мы	1	3
130	на место	1	3
131	на себя	3	3
132	такие же	1	3
133	как в	6	3
134	и как	3	3
135	между двумя	1	3
136	и тот	1	3
137	в себе	1	3
138	главным образом	1	3
139	и вот	1	3
140	и по	2	3
141	что все	4	3
142	было бы	1	3
143	уже знаем	1	3
144	мы имеем	14	3
145	такой же	2	3
146	войти в	1	3
147	самого начала	1	3
148	одна из	2	3
149	на него	8	3
150	представления и	1	3
151	он пытается	1	3
152	в сознании	1	3
153	к себе	1	3
154	она не	2	3
155	свою очередь	1	3
156	и этим	2	3
157	приводит к	1	3
158	что может	1	3
159	если бы	2	3
160	и что	8	3
161	во втором	1	3
162	и она	3	3
163	на другие	1	3
164	себя в	6	3
165	у него	2	3
166	со стороны	2	3
167	этого сна	1	3
168	и оно	1	3
169	вместе с	22	3
170	по своему	1	3
171	сейчас же	1	3
172	и от	1	3
173	но это	7	3
174	когда он	2	3
175	не знает	1	3
176	жизни и	2	3
177	ни на	1	3
178	ее в	2	3
179	в искусстве	1	3
180	тех же	2	2
181	тем же	1	2
182	когда человек	2	2
183	большую роль	1	2
184	не совсем	6	2
185	того же	2	2
186	не без	1	2
187	в ее	4	2
188	видели что	2	2
189	но как	1	2
190	ответ на	1	2
191	себе и	1	2
192	отличие от	1	2
193	относится к	1	2
194	чем же	1	2
195	дает нам	1	2
196	что как	1	2
197	в своем	1	2
198	от этого	4	2
199	что это	5	2
200	или во	1	2
201	что она	1	2
202	в мифах	6	2
203	их в	3	2
204	но все	5	2
205	на всю	1	2
206	в глубине	1	2
207	на этой	4	2
208	при помощи	7	2
209	это было	2	2
210	это не	6	2
211	на почве	1	2
212	чаще всего	1	2
213	по всему	1	2
214	только о	1	2
215	этом мы	1	2
216	этого не	1	2
217	его все	1	2
218	и уже	1	2
219	которой он	2	2
220	на две	1	2
221	том что	8	2
222	но если	1	2
223	и при	2	2
224	в их	1	2
225	в отличие	1	2
226	сих пор	2	2
227	силу и	2	2
228	на другую	1	2
229	миф и	1	2
230	как это	1	2
231	таких случаях	2	2
232	в таких	3	2
233	что с	1	2
234	но для	2	2
235	дело не	1	2
236	правда в	1	2
237	в науке	1	2
238	в процессе	1	2
239	в самых	1	2
240	тем не	4	2
241	из того	1	2
242	в момент	1	2
243	же что	1	2
244	должны быть	1	2
245	что оно	1	2
246	они и	1	2
247	оно не	1	2
248	в виду	1	2
249	на основе	1	2
250	нами выше	1	2
251	можно сделать	1	2
252	роль в	2	2
253	и вообще	3	2
254	о нем	3	2
255	до сих	2	2
256	единства и	1	2
257	этих двух	1	2
258	что и	6	2
259	во всей	1	2
260	также в	1	2
261	не тот	1	2
262	своему содержанию	1	2
263	в него	5	2
264	на которой	2	2
265	мы видим	8	2
266	проникнуть в	1	2
267	даже если	1	2
268	с одной	7	2
269	не пытается	1	2
270	и у	1	2
271	уже в	2	2
272	только на	1	2
273	и они	2	2
274	борьбы с	1	2
275	в нашей	1	2
276	из них	2	2
277	его и	2	2
278	в конце	1	2
279	с этими	1	2
280	в систему	1	2
281	связи в	1	2
282	и даже	1	2
283	с другой	9	2
284	человека в	3	2
285	здесь в	1	2
286	а с	1	2
287	социальной жизни	2	2
288	связано с	5	2
289	отца в	1	2
290	одной стороны	7	2
291	а не	2	2
292	такие представления	2	2
293	что мы	2	2
294	так же	5	2
295	быть это	1	2
296	мы остановимся	1	2
297	в развитии	1	2
298	в основном	4	2
299	только для	1	2
300	всех людей	3	2
301	и таким	2	2
302	к другим	1	2
303	это уже	2	2
304	и часто	1	2
305	формы и	2	2
306	для нас	5	2
307	все они	1	2
308	и начинается	1	2
309	к его	2	2
310	всех других	1	2
311	есть и	1	2
312	и другие	1	2
313	в своих	1	2
314	к этому	2	2
315	во сне	2	2
316	как на	1	2
317	они не	3	2
318	ту же	2	1
319	и т	20	1
320	одним из	2	1
321	же как	4	1
322	относится и	1	1
323	так у	1	1
324	и вслед	1	1
325	но тем	1	1
326	и должны	1	1
327	мы имели	1	1
328	не имеют	1	1
329	когда это	1	1
330	а как	2	1
331	на тех	2	1
332	смерти как	1	1
333	ней мы	1	1
334	слагается из	1	1
335	вопрос о	2	1
336	но чаще	1	1
337	комплекс в	1	1
338	но даже	1	1
339	ему в	3	1
340	мы и	2	1
341	то это	3	1
342	в целом	3	1
343	что можно	1	1
344	и заставляет	1	1
345	затем он	1	1
346	оказывается что	2	1
347	вывод что	1	1
348	идущее от	1	1
349	не был	1	1
350	время в	2	1
351	что его	3	1
352	служит для	1	1
353	без всякого	1	1
354	одним словом	1	1
355	другой пример	2	1
356	о смерти	1	1
357	заметим что	1	1
358	силы и	1	1
359	не приобретает	1	1
360	в качестве	7	1
361	иметь дело	1	1
362	иногда и	1	1
363	что они	1	1
364	от случайных	1	1
365	его развития	1	1
366	к сожалению	1	1
367	в истории	4	1
368	как говорит	1	1
369	вследствие чего	1	1
370	что во	2	1
371	вспомним что	1	1
372	остановиться на	1	1
373	что когда	1	1
374	как уже	1	1
375	своих детей	2	1
376	борьбы со	1	1
377	его к	3	1
378	утверждают что	1	1
379	в противоположность	1	1
380	и хотя	4	1
381	за собой	1	1
382	та же	1	1
383	под ним	1	1
384	он в	1	1
385	то обстоятельство	1	1
386	переходит на	1	1
387	часто даже	1	1
388	он умер	1	1
389	только один	3	1
390	на то	2	1
391	если он	1	1
392	лет тому	1	1
393	дальше и	1	1
394	очень на	1	1
395	от его	1	1
396	приведенные нами	1	1
397	он ни	1	1
398	т д	18	1
399	все другие	1	1
400	в переводе	1	1
401	области и	1	1
402	и социальной	1	1
403	и входит	1	1
404	не теряет	1	1
405	из него	2	1
406	теперь с	1	1
407	о первых	1	1
408	в нее	6	1
409	то за	1	1
410	а затем	7	1
411	борьбы и	1	1
412	со всем	1	1
413	входит в	5	1
414	три дня	2	1
415	мы указывали	1	1
416	каждого из	1	1
417	свою противоположность	2	1
418	чтобы узнать	1	1
419	так сильно	1	1
420	и тем	4	1
421	и находит	1	1
422	во многом	1	1
423	о которых	2	1
424	это общение	1	1
425	были в	1	1
426	со своими	2	1
427	не всегда	4	1
428	самых ранних	1	1
429	часто может	1	1
430	она основана	1	1
431	этом случае	7	1
432	сами должны	1	1
433	таким же	2	1
434	художественного творчества	1	1
435	он должен	1	1
436	поглощения в	2	1
437	имеется и	3	1
438	миф о	5	1
439	мы проследим	1	1
440	в одном	1	1
441	живут в	1	1
442	и эти	1	1
443	таких случаев	1	1
444	в пропасть	1	1
445	а иногда	1	1
446	друг друга	3	1
447	тогда когда	2	1
448	не по	1	1
449	материала в	1	1
450	но вместе	3	1
451	образом в	2	1
452	о них	1	1
453	и оттуда	1	1
454	из других	2	1
455	это мы	1	1
456	не сделал	1	1
457	не признают	1	1
458	обратим внимание	2	1
459	или как	2	1
460	явление в	1	1
461	к ней	1	1
462	более позднее	1	1
463	нужно искать	1	1
464	нам никакого	1	1
465	выдает себя	1	1
466	самым важным	1	1
467	что на	1	1
468	ли это	1	1
469	о гибели	1	1
470	тем ближе	1	1
471	обстоятельство что	1	1
472	и здесь	7	1
473	истории не	1	1
474	его за	1	1
475	его с	1	1
476	смерти и	1	1
477	на это	1	1
478	о том	7	1
479	характер этого	1	1
480	и это	4	1
481	приходит к	1	1
482	меня в	2	1
483	на другой	1	1
484	совершенно ясно	4	1
485	то время	1	1
486	в дальнейшем	4	1
487	и сам	2	1
488	переход к	1	1
489	на нее	2	1
490	ясно что	5	1
491	мог бы	1	1
492	теряет своей	1	1
493	на месте	1	1
494	увидим что	1	1
495	с собой	1	1
496	можно только	1	1
497	к тем	1	1
498	мы в	1	1
499	основана на	1	1
500	только у	2	1
501	ничего не	2	1
502	означает что	2	1
503	находится в	2	1
504	все его	2	1
505	о ней	1	1
506	и начало	1	1
507	а также	1	1
508	того он	1	1
509	и социальном	2	1
510	язык и	2	1
511	говорит об	1	1
512	принимают форму	1	1
513	а часто	1	1
514	близки к	1	1
515	утверждает что	1	1
516	после того	3	1
517	видели также	1	1
518	но когда	3	1
519	особого рода	1	1
520	затем в	3	1
521	борьба с	1	1
522	в которую	2	1
523	мифах и	1	1
524	чтобы получить	1	1
525	от них	2	1
526	но нет	1	1
527	на одном	2	1
528	что человек	1	1
529	в форме	3	1
530	на те	1	1
531	нем и	3	1
532	переносится на	1	1
533	тело и	1	1
534	бросается в	2	1
535	но так	2	1
536	а некоторые	2	1
537	сна с	1	1
538	тому назад	1	1
539	два основных	1	1
540	вступить в	1	1
541	и быть	2	1
542	он еще	1	1
543	во всем	2	1
544	позднее время	1	1
545	и так	1	1
546	его образования	1	1
547	процесс его	1	1
548	они могут	1	1
549	это означает	1	1
550	ноги и	1	1
551	этого мифа	2	1
552	это же	3	1
553	и прочие	1	1
554	не соответствует	1	1
555	то и	1	1
556	чтобы он	2	1
557	также и	1	1
558	за пределами	1	1
559	в виде	9	1
560	а это	1	1
561	следует за	2	1
562	обычно бывает	1	1
563	в ином	3	1
564	и других	2	1
565	дает ему	3	1
566	с основным	1	1
567	кульминационный пункт	1	1
568	одно из	1	1
569	не так	1	1
570	слова в	1	1
571	другую сторону	1	1
572	в землю	2	1
573	как будто	1	1
574	тем что	10	1
575	то наоборот	1	1
576	перейти к	1	1
577	и только	1	1
578	в другой	3	1
579	связан с	2	1
580	представление о	17	1
581	или иной	1	1
582	он связан	1	1
583	даже не	1	1
584	не связано	1	1
585	она в	1	1
586	противоположность и	1	1
587	соответствует действительности	1	1
588	исходят из	1	1
589	в лодке	5	1
590	на них	2	1
591	совершенно точно	1	1
592	эти две	1	1
593	в каких	1	1
594	мы его	1	1
