N	2gram	Bakhtin_Pr_2	EvropaiC
1	таким образом	5	32
2	в том	6	31
3	и в	43	24
4	том что	2	20
5	все эти	5	19
6	не может	18	18
7	то что	7	17
8	может быть	23	15
9	все же	3	15
10	точки зрения	13	13
11	самом деле	5	12
12	в своем	4	12
13	до сих	7	12
14	в этом	13	12
15	сих пор	7	12
16	с этим	2	11
17	между тем	3	11
18	все это	5	11
19	во всех	4	10
20	по отношению	5	10
21	так и	3	10
22	мы знаем	1	10
23	как бы	22	10
24	отношению к	5	10
25	все что	1	10
26	того же	3	9
27	на то	5	9
28	при этом	6	9
29	как и	14	9
30	с другом	4	9
31	друг с	4	9
32	в результате	4	9
33	что в	4	9
34	в самом	7	8
35	чем у	3	8
36	с точки	8	8
37	мы говорили	1	8
38	не в	11	8
39	идет речь	1	8
40	если бы	3	8
41	так же	2	8
42	и все	6	8
43	а между	2	7
44	на самом	1	7
45	из этих	2	7
46	о которых	1	7
47	или менее	3	7
48	не менее	3	7
49	по существу	3	7
50	того чтобы	1	7
51	по своей	1	7
52	к тому	4	7
53	для этого	2	7
54	о том	5	7
55	и что	5	7
56	что он	13	7
57	но и	14	7
58	и не	29	7
59	более или	3	7
60	о котором	1	7
61	из этого	1	7
62	должна быть	3	6
63	еще не	9	6
64	и на	10	6
65	в общем	1	6
66	в этой	1	6
67	в мире	1	6
68	в сознании	1	6
69	несмотря на	1	6
70	и при	2	6
71	от друга	2	6
72	с ним	3	6
73	что и	3	6
74	при чем	4	6
75	того что	2	6
76	только в	4	6
77	все они	1	6
78	так что	5	6
79	так как	4	6
80	мы можем	2	6
81	к чужой	1	6
82	друг от	2	6
83	с другой	4	6
84	вместе с	1	6
85	в европе	1	6
86	отличается от	2	6
87	как на	1	6
88	между двумя	1	5
89	как к	1	5
90	и к	3	5
91	но в	10	5
92	что это	2	5
93	в целом	2	5
94	в себе	5	5
95	тому же	3	5
96	не только	11	5
97	и если	1	5
98	но все	2	5
99	что все	1	5
100	и с	5	5
101	лишь в	8	5
102	его в	3	5
103	между собою	4	5
104	котором идет	1	5
105	и без	2	5
106	что с	1	5
107	в то	7	5
108	как будто	1	5
109	в его	10	5
110	и их	3	5
111	у него	6	5
112	далеко не	4	5
113	другой стороны	3	5
114	по своему	2	5
115	быть и	2	5
116	и для	3	5
117	и от	1	5
118	к этому	1	5
119	одним из	1	4
120	в такой	2	4
121	и то	2	4
122	то же	8	4
123	мы уже	3	4
124	та же	2	4
125	между собой	2	4
126	отношение к	2	4
127	что как	1	4
128	хотя и	5	4
129	он не	9	4
130	из них	2	4
131	должно быть	4	4
132	в их	3	4
133	тем не	2	4
134	том же	4	4
135	из которых	1	4
136	что та	1	4
137	связи с	1	4
138	никогда не	9	4
139	пор не	1	4
140	сильнее чем	1	4
141	если мы	2	4
142	не есть	2	4
143	в виде	3	4
144	в конце	2	4
145	а с	2	4
146	которых мы	1	4
147	конце концов	2	4
148	его собственной	1	4
149	не могут	4	4
150	это есть	1	4
151	ибо в	1	4
152	хотя бы	2	4
153	совершенно не	4	4
154	в таком	2	4
155	же как	1	3
156	вопрос о	2	3
157	но по	1	3
158	мы будем	3	3
159	целый ряд	2	3
160	и наконец	6	3
