N	4gram	Bakhtin_Pr_4	slovoVRo
1	в то же время	5	4
2	с чужим словом и	1	3
3	с одной стороны и	1	3
4	в той или иной	1	3
5	но в то же	2	3
6	чужим словом и с	1	2
7	до сих пор не	2	2
8	никогда не может быть	1	2
9	отношения к чужому слову	2	1
10	и даже не столько	1	1
11	как это возможно в	1	1
12	явления стилизация пародия сказ	1	1
13	его роль в романе	1	1
14	в средние века и	1	1
15	и не может быть	5	1
16	в том числе и	3	1
17	с чужим словом в	1	1
18	иначе обстоит дело в	1	1
19	и в то же	1	1
20	только и даже не	1	1
21	в большинстве случаев в	1	1
22	не с точки зрения	1	1
23	словом и с чужим	1	1
24	сама по себе еще	1	1
25	рассказ от автора и	1	1
26	средние века и в	1	1
27	в значительной степени определяется	1	1
28	как мы уже сказали	2	1
29	эти явления стилизация пародия	1	1
30	одну и ту же	1	1
31	без дистанции без преломления	1	1
32	по отношению к себе	1	1
33	не только и даже	1	1
34	в нем новые стороны	1	1
35	еще раз подчеркнуть что	1	1
