N	2gram	Vinokur_St_1	Myslijsy
1	то есть	2	34
2	потому что	6	33
3	то что	18	29
4	может быть	15	26
5	таким образом	7	24
6	в этом	21	23
7	в том	36	23
8	и в	44	23
9	в слове	5	22
10	и не	16	18
11	что в	30	17
12	при этом	2	15
13	только в	10	15
14	то же	5	14
15	в себе	2	14
16	как и	9	14
17	того что	9	14
18	так как	5	14
19	для нас	7	14
20	если бы	9	13
21	не было	4	12
22	а не	16	12
23	том что	29	12
24	что я	1	11
25	не в	12	11
26	по себе	1	11
27	но и	10	11
28	не может	8	11
29	по отношению	3	10
30	не только	18	10
31	тем что	5	10
32	что мы	5	10
33	и потому	2	10
34	между тем	3	9
35	мы не	2	8
36	то это	3	8
37	в своем	2	8
38	но в	10	8
39	было бы	17	8
40	тогда когда	1	8
41	о том	17	8
42	сказать что	7	8
43	отношению к	3	8
44	и т	30	7
45	мы говорим	1	7
46	поэзии и	1	7
47	очевидно что	1	7
48	как в	13	7
49	с этим	3	7
50	что это	4	7
51	на то	4	7
52	в нем	5	7
53	что такое	1	7
54	это не	8	7
55	и что	4	7
56	что и	6	7
57	вовсе не	19	7
58	с тем	1	7
59	могут быть	5	7
60	этого слова	2	7
61	и к	1	6
62	в которой	4	6
63	известно что	1	6
64	того как	1	6
65	когда мы	1	6
66	мысль о	1	6
67	так и	9	6
68	что не	3	6
69	для того	10	6
70	вместе с	1	6
71	тем и	1	6
72	и то	5	5
73	говорить о	2	5
74	хотя и	1	5
75	бы и	4	5
76	как бы	4	5
77	имеет для	1	5
78	по крайней	2	5
79	не менее	5	5
80	не имеет	4	5
81	образом в	1	5
82	есть только	2	5
83	внимание на	3	5
84	к нему	2	5
85	крайней мере	2	5
86	так что	6	5
87	есть в	2	5
88	уже в	2	5
89	в его	9	5
90	для него	6	5
91	допустим что	2	5
92	поэзия и	1	5
93	что же	6	5
94	этом случае	2	5
95	все это	5	5
96	тем более	4	5
97	а в	17	5
98	во всяком	6	5
99	а между	1	4
100	если б	1	4
101	и о	1	4
102	в истории	3	4
103	что как	2	4
104	думать что	2	4
105	что все	2	4
106	и с	3	4
107	его в	2	4
108	и тем	3	4
109	мы имеем	2	4
110	точки зрения	11	4
111	в котором	5	4
112	сих пор	7	4
113	тем не	2	4
114	т п	9	4
115	видно что	3	4
116	и более	2	4
117	в то	9	4
118	на котором	1	4
119	того чтобы	11	4
120	это слово	4	4
121	в сознании	2	4
122	в каком	3	4
123	на вопрос	4	4
124	и та	1	4
125	можно сказать	1	4
126	что он	10	4
127	хотя бы	6	4
128	в одном	1	4
129	от того	1	4
130	до сих	7	4
131	а именно	3	4
132	на основании	1	4
133	самое слово	1	4
134	так же	5	4
135	в данном	14	4
136	в той	6	4
137	да и	3	4
138	и все	2	4
139	слово в	1	4
140	в представлении	2	4
141	по поводу	7	4
142	тем самым	2	4
143	в таком	3	4
144	например в	8	3
145	самом деле	11	3
146	на самом	6	3
147	и есть	1	3
