N	2gram	Potebnia_M_1	NovoeSre
1	а не	21	17
2	и в	39	16
3	не может	22	16
4	и не	18	11
5	и есть	2	10
6	истории и	1	9
7	что в	22	9
8	как не	1	8
9	в том	26	8
10	жизни и	2	8
11	он не	3	8
12	в этом	15	7
13	к новому	2	7
14	может быть	27	7
15	не будет	2	7
16	как и	9	7
17	высшей степени	1	6
18	с его	1	6
19	не в	15	6
20	ни в	1	6
21	никогда не	4	6
22	лишь в	1	6
23	но это	5	6
24	должен быть	1	5
25	с ее	2	5
26	в ней	7	5
27	не только	21	5
28	в жизни	3	5
29	все это	1	5
30	в нем	20	5
31	не во	1	4
32	быть может	1	4
33	о том	2	4
34	и мы	1	4
35	перестает быть	1	4
36	в них	3	4
37	то что	10	4
38	это не	7	4
39	прежде всего	4	4
40	не было	4	4
41	должно быть	7	4
42	и потому	5	4
43	значит что	1	4
44	не менее	6	4
45	и для	5	4
46	не имеет	5	4
47	и все	3	4
48	потому что	52	4
49	с другой	7	3
50	в ее	1	3
51	должна быть	3	3
52	вопрос о	4	3
53	человека и	1	3
54	еще не	6	3
55	во всех	5	3
56	за пределы	2	3
57	лицом к	1	3
58	в истории	7	3
59	как в	10	3
60	духа и	7	3
61	к ним	2	3
62	подобно тому	3	3
63	перейти к	2	3
64	в мире	3	3
65	но и	20	3
66	это было	1	3
67	не есть	10	3
68	с тем	5	3
69	к лицу	1	3
70	в своей	3	3
71	растет и	1	3
72	тому как	4	3
73	в прошлом	1	3
74	она не	3	3
75	эти формы	2	3
76	что такое	1	3
77	не существует	2	3
78	к ее	1	3
79	в духе	1	3
80	к тому	4	3
81	сказать что	3	3
82	и это	3	2
83	же как	1	2
84	силы и	1	2
85	роль в	1	2
86	не имеют	5	2
87	переход к	1	2
88	можно было	1	2
89	так и	13	2
90	природе и	1	2
91	времени и	2	2
92	мы не	10	2
93	и с	3	2
94	для этого	2	2
95	стремление к	2	2
96	к духу	4	2
97	жизни как	1	2
98	из глубины	2	2
99	и должно	2	2
100	и что	10	2
101	и на	1	2
102	должно было	1	2
103	но не	8	2
104	жизни все	1	2
105	самый процесс	2	2
106	с этим	7	2
107	помнить что	3	2
108	хотя и	3	2
109	но в	9	2
110	в обществе	1	2
111	все эти	1	2
112	с одной	3	2
113	себя в	1	2
114	думать что	3	2
115	с их	1	2
116	есть в	2	2
117	в себе	13	2
118	уже не	2	2
119	в употреблении	1	2
120	может уже	1	2
121	не могла	2	2
122	нашего времени	1	2
123	у него	1	2
124	что она	1	2
125	что все	3	2
126	и даже	4	2
127	этом смысле	4	2
128	в природе	6	2
129	к более	1	2
130	зависит от	5	2
131	духовной жизни	2	2
132	том что	16	2
133	вместе с	8	2
134	так же	5	2
135	мысли и	9	2
136	одной стороны	3	2
137	такого рода	1	2
138	другой стороны	5	2
139	не могли	2	2
140	том и	2	2
141	ни одна	2	2
142	как будто	2	2
143	возвращается к	1	2
144	этот мир	1	2
145	и формы	1	2
146	свободы в	1	2
147	но для	1	2
148	равно как	1	2
149	в смысле	4	2
150	в то	4	2
151	мысли в	9	2
152	того чтобы	2	2
153	и от	3	2
154	человека во	1	2
155	самой жизни	1	2
156	и весь	1	2
157	хотя бы	2	2
158	все они	2	2
159	познания и	2	2
160	а в	5	2
161	когда мы	2	2
162	могут быть	9	2
163	свободы и	3	2
164	в категориях	1	2
165	из ее	1	2
166	применить к	1	1
167	разными путями	1	1
168	от этой	1	1
169	не имел	1	1
170	людей в	1	1
171	для себя	3	1
172	всегда стремятся	1	1
173	он может	1	1
174	только потому	3	1
175	прогресса и	1	1
176	переход от	1	1
177	воля не	2	1
178	духа есть	1	1
179	что само	1	1
180	дана свобода	1	1
181	приводит к	1	1
182	слова а	1	1
183	и этот	1	1
184	в образе	1	1
185	на нее	1	1
186	жизнь человечества	1	1
187	не с	1	1
188	и которые	2	1
189	еще в	1	1
190	начинается в	1	1
191	с ним	3	1
192	смысле и	1	1
193	на себя	1	1
194	духовной и	1	1
195	и другая	1	1
196	движения и	1	1
197	это должно	1	1
198	то это	5	1
199	в виду	2	1
200	зависимости от	1	1
201	есть вместе	3	1
202	нужно будет	1	1
203	вопрос об	3	1
204	на них	1	1
205	себя а	2	1
206	на их	1	1
207	в какие	2	1
208	что его	1	1
209	в чем	1	1
210	это была	1	1
211	и во	3	1
212	весь характер	1	1
213	все в	2	1
214	не могут	4	1
215	к нему	1	1
216	то он	2	1
217	переходит в	1	1
218	значение и	2	1
219	в его	5	1
220	есть по	1	1
221	себе и	1	1
222	и только	2	1
223	движения в	1	1
224	и божественное	1	1
225	и успехами	1	1
226	быть частным	2	1
227	нем ничего	1	1
228	к которому	3	1
229	в своем	3	1
230	как например	2	1
231	и нет	1	1
232	в формах	1	1
233	на человека	1	1
234	говорит что	1	1
235	не выходила	1	1
236	время когда	1	1
237	к последнему	2	1
238	что он	1	1
239	иметь только	1	1
240	только в	25	1
241	во всем	4	1
242	по своей	1	1
243	от этого	1	1
244	и такое	1	1
245	в самом	3	1
246	а во-вторых	1	1
247	и воли	7	1
248	бы сказать	1	1
249	то время	1	1
250	он в	1	1
251	из этих	4	1
252	тоже не	1	1
253	в известном	1	1
254	что ничего	1	1
255	для всех	5	1
256	человеке и	1	1
257	к идее	1	1
258	мира но	1	1
259	уже в	1	1
260	вопроса о	2	1
261	ко времени	1	1
262	человек не	1	1
263	из глубокого	1	1
264	человеческого духа	6	1
265	существования и	1	1
266	все ее	2	1
267	должна с	1	1
268	что вообще	1	1
269	из них	1	1
270	мир в	1	1
271	истина не	1	1
272	для того	3	1
273	есть переход	1	1
274	и их	3	1
275	всяком случае	1	1
276	нуждается в	2	1
277	к одному	2	1
278	слова в	2	1
