N	3gram	Bakhtin_Pr_1	PoTuStor
1	с точки зрения	13	6
2	по ту сторону	2	4
3	на самом деле	4	4
4	с самого начала	1	4
5	в этом смысле	10	3
6	до сих пор	2	3
7	по крайней мере	1	3
8	мы полагаем что	1	3
9	по сравнению с	1	3
10	во всяком случае	3	3
11	не может быть	4	3
12	может быть это	1	3
13	можно сказать что	1	3
14	в большинстве случаев	2	3
15	а потому и	1	2
16	в начале пути	1	2
17	нам кажется что	1	2
18	так же как	1	2
19	в самом деле	2	2
20	и это главное	1	2
21	не могут быть	1	2
22	в его целом	6	2
23	все то что	3	2
24	не существовало бы	1	2
25	о том что	1	2
26	и в этом	5	2
27	точки зрения сознания	1	1
28	теперь мы должны	1	1
29	то что я	1	1
30	для него только	1	1
31	зависит от того	1	1
32	дело в том	1	1
33	мы имеем в	1	1
34	из этих трех	1	1
35	если б я	1	1
36	в нем и	1	1
37	имеем в виду	1	1
38	его целом это	1	1
39	подобно тому как	3	1
40	и на своей	1	1
41	он может быть	2	1
42	мы должны перейти	1	1
43	и есть та	1	1
44	то же самое	1	1
45	же как и	1	1
46	это последнее слово	1	1
47	с другими моментами	1	1
48	и лишь в	1	1
49	как мы сказали	1	1
50	между собою в	1	1
51	бы то ни	2	1
52	в этом отношении	3	1
53	но несмотря на	1	1
54	можно было бы	2	1
55	мы отвлечемся от	1	1
56	как и всегда	1	1
57	из одного плана	1	1
58	она может быть	1	1
59	может быть только	1	1
60	же что и	1	1
61	должны перейти к	1	1
62	в данном случае	2	1
63	но именно этот	1	1
64	то ни было	1	1
65	что может быть	2	1
66	в высшей степени	1	1
67	в пределах своего	1	1
68	того в каком	1	1
69	переносит центр тяжести	1	1
70	как один из	1	1
71	всяком случае не	1	1
72	и пр как	1	1
73	быть объяснены и	1	1
74	с ним и	2	1
75	лишь абстрактный момент	1	1
76	бы оно ни	1	1
77	которая позволила бы	1	1
78	могут быть поняты	1	1
79	при всей их	1	1
80	в том что	6	1
81	этой точки зрения	1	1
82	отношения к предмету	1	1
83	только в этой	2	1
84	оно ни было	1	1
85	жизни и наконец	1	1
86	центр тяжести в	1	1
87	те же что	1	1
88	мы видим и	1	1
89	так и в	1	1
90	чтобы войти в	1	1
91	это и есть	1	1
92	и быть не	1	1
93	таким образом и	1	1
94	точки зрения может	1	1
95	друг с другом	1	1
96	быть не может	1	1
97	для того чтобы	1	1
98	на первый взгляд	1	1
99	и входит в	2	1
