N	2gram	Tiupa_Narr_1	Istorich
1	и в	11	24
2	не только	31	21
3	что он	3	21
4	и т	1	17
5	т д	1	16
6	этих случаях	1	16
7	может быть	15	14
8	не может	8	14
9	что в	3	13
10	в этих	2	13
11	мы имеем	3	12
12	как в	4	12
13	в этом	12	12
14	и здесь	1	12
15	но и	27	11
16	это не	3	10
17	том что	7	10
18	у него	7	10
19	а в	13	10
20	все же	4	9
21	с другой	2	9
22	не в	6	9
23	о том	4	9
24	потому что	5	9
25	то же	8	8
26	еще не	4	8
27	что и	1	8
28	так как	1	8
29	другой стороны	2	8
30	а не	13	8
31	все это	1	8
32	или в	6	8
33	во всех	1	7
34	то что	9	7
35	таким образом	1	7
36	мы видели	1	7
37	одна из	4	7
38	с собой	1	7
39	к нему	4	7
40	один из	6	7
41	в том	8	7
42	вместе с	2	7
43	что это	1	6
44	но не	4	6
45	как он	1	6
46	в нем	4	6
47	он не	3	6
48	об этом	6	6
49	как и	13	6
50	для нас	1	6
51	и все	3	6
52	а именно	1	6
53	того что	4	6
54	только в	12	6
55	ответ на	1	6
56	тем что	1	6
57	так же	1	6
58	во время	1	6
59	мы увидим	1	6
60	в чем	2	5
61	с одной	1	5
62	отношение к	1	5
63	но в	7	5
64	что она	1	5
65	не менее	3	5
66	с ним	2	5
67	в русской	3	5
68	дело не	2	5
69	ничего не	2	5
70	так и	5	5
71	представляют собой	3	5
72	одной стороны	1	5
73	там где	1	5
74	в тех	1	5
75	тот кто	2	5
76	героя и	2	5
77	же как	1	4
78	мы уже	1	4
79	мы не	3	4
80	представляет собой	8	4
81	как бы	6	4
82	при этом	19	4
83	мы можем	2	4
84	но все	1	4
85	не всегда	3	4
86	точки зрения	5	4
87	в их	1	4
88	своего рода	10	4
89	тем не	3	4
90	не имеет	2	4
91	никогда не	4	4
92	так в	4	4
93	что у	4	4
94	то не	1	4
95	ли он	1	4
96	то и	1	4
97	если не	2	4
98	в данном	11	4
99	и не	23	4
100	случаях когда	1	4
101	жениха и	1	4
102	одной из	1	4
103	например в	1	3
104	не вполне	2	3
105	и он	6	3
106	в различных	1	3
107	в ответ	1	3
108	с его	4	3
109	тогда как	10	3
110	тоже не	1	3
111	к себе	4	3
112	хотя и	4	3
113	когда он	1	3
114	и наконец	1	3
115	видим и	1	3
116	из этих	4	3
117	на то	2	3
118	и по	1	3
119	а его	2	3
120	его в	1	3
121	уже знаем	1	3
122	которой он	1	3
123	она в	2	3
124	должны были	1	3
125	в конце	2	3
126	но они	3	3
127	как мы	2	3
128	того как	1	3
129	не все	1	3
130	или когда	1	3
131	и его	10	3
132	связи с	2	3
133	из одного	1	3
134	данном случае	8	3
135	в образе	1	3
136	еще одна	1	3
137	это происходит	1	3
138	в качестве	14	3
139	уже в	1	3
140	не случайно	1	3
141	и даже	2	3
142	по своим	2	3
143	после смерти	2	3
144	связано с	1	3
145	и стал	2	3
146	что за	1	3
147	что мы	2	3
148	сих пор	2	3
149	но это	1	3
150	обращается к	3	3
151	следующим образом	1	3
152	не говорится	1	3
153	со своей	1	2
154	по его	1	2
155	героя но	2	2
156	на себя	4	2
157	и ее	3	2
158	их не	1	2
159	того же	1	2
160	оказывается что	1	2
161	и на	5	2
162	если в	2	2
163	со стороны	8	2
164	не просто	1	2
165	которые не	1	2
166	его на	1	2
167	с этим	1	2
168	перед нами	5	2
169	в действительности	1	2
170	он на	1	2
171	в самом	6	2
172	та же	2	2
173	в которой	1	2
174	во многих	1	2
175	и тот	1	2
176	в силу	1	2
177	с женой	1	2
178	на земле	1	2
179	так например	1	2
180	жить в	1	2
181	в одну	1	2
182	не будет	2	2
183	и тем	4	2
184	участие в	1	2
185	этого не	2	2
186	может идти	1	2
187	в один	1	2
188	в котором	1	2
189	к этому	1	2
190	что этот	1	2
191	того кто	2	2
192	для нее	1	2
193	нас к	1	2
194	тому что	1	2
195	она не	2	2
196	этой смены	1	2
197	вплоть до	4	2
198	в то	4	2
199	не по	4	2
200	к ней	1	2
201	друг друга	2	2
202	во всем	1	2
203	и после	2	2
204	солнцем и	1	2
205	для героя	1	2
206	не совсем	1	2
207	но при	3	2
208	в ее	1	2
209	на том	1	2
210	и когда	1	2
211	с героем	1	2
212	в форме	2	2
213	тем более	1	2
214	здесь не	2	2
215	тот же	1	2
216	это означает	1	2
217	уже не	8	2
218	не можем	1	2
219	и у	1	2
220	только на	2	2
221	что не	2	2
222	или даже	1	2
223	из них	4	2
224	не находит	1	2
225	прежде всего	4	2
226	у нее	4	2
227	к ним	2	2
228	в особенности	2	2
229	до сих	2	2
230	на этот	1	2
231	говорит о	1	2
232	выше и	1	2
