N	2gram	Vygotskiy__1	Stilisti
1	и в	31	42
2	не только	13	27
3	как бы	5	27
4	прежде всего	4	22
5	хотя бы	1	17
6	то же	5	15
7	но и	2	15
8	и не	16	14
9	не может	17	12
10	может быть	22	12
11	как и	16	11
12	точки зрения	15	11
13	отнюдь не	6	10
14	в этом	12	10
15	и как	2	10
16	как мы	2	10
17	мы должны	1	10
18	что мы	8	10
19	мы не	12	9
20	при этом	19	9
21	в то	5	9
22	для того	6	9
23	общественной жизни	1	9
24	то что	32	9
25	в ней	1	8
26	все же	5	8
27	в себе	4	8
28	таким образом	20	8
29	тем самым	2	8
30	и это	3	8
31	с тем	3	8
32	что же	2	8
33	в зависимости	5	7
34	зависимости от	6	7
35	и на	1	7
36	в которой	4	7
37	было бы	6	7
38	и тем	2	7
39	так как	18	7
40	никогда не	8	7
41	потому что	10	7
42	того чтобы	7	7
43	ничего не	2	7
44	с его	1	7
45	слов и	1	7
46	только в	14	7
47	и его	7	7
48	мы можем	4	7
49	а не	13	7
50	и от	2	7
51	во всех	1	6
52	точкой зрения	1	6
53	точку зрения	3	6
54	в этой	3	6
55	на его	1	6
56	в нем	2	6
57	не в	11	6
58	в процессе	5	6
59	или как	2	6
60	в области	11	6
61	когда мы	3	6
62	так и	3	6
63	и так	4	6
64	в конце	3	6
65	в свою	1	6
66	той же	3	5
67	уже в	3	5
68	в той	1	5
69	независимо от	2	5
70	и наконец	1	5
71	одно и	1	5
72	и с	2	5
73	же мы	1	5
74	мы видели	2	5
75	с точки	2	5
76	и той	3	5
77	тому что	4	5
78	в сознании	2	5
79	а в	6	5
80	не является	5	5
81	же самое	2	5
82	те же	4	5
83	в его	6	5
84	и следовательно	2	5
85	и их	2	5
86	слова в	3	5
87	точек зрения	3	5
88	мы никогда	4	5
89	вместе с	8	5
90	как это	4	5
91	слова и	1	5
92	и то	2	4
93	самом деле	9	4
94	или иную	1	4
95	тем же	3	4
96	мы называем	1	4
97	что именно	1	4
98	и к	3	4
99	но в	3	4
100	в самом	11	4
101	что это	6	4
102	уже не	2	4
103	в каждом	3	4
104	его в	2	4
105	ту или	2	4
106	художественного творчества	6	4
107	и без	2	4
108	самого начала	1	4
109	у нас	4	4
110	но все	1	4
111	к тому	4	4
112	на это	2	4
113	свою очередь	1	4
114	языка и	1	4
115	с самого	1	4
116	было в	1	4
117	если бы	6	4
118	о том	7	4
119	можно сказать	1	4
120	которой мы	1	4
121	все время	4	4
122	того что	10	4
123	один из	4	4
124	мы видим	5	4
125	мы увидим	4	4
126	в обществе	3	4
127	в качестве	2	4
128	если мы	12	4
129	точка зрения	4	4
130	речь и	2	4
131	связаны с	1	4
132	а с	1	4
133	и пр	1	4
134	в слове	3	4
135	то есть	26	4
136	не что	1	4
137	все это	8	4
138	не знаем	2	4
139	не существует	2	4
140	бы в	2	4
141	зрения в	1	4
142	человека не	3	4
143	так же	12	4
144	на самом	2	3
145	которое может	2	3
146	и само	1	3
147	только благодаря	1	3
148	еще не	1	3
149	видели что	2	3
150	то он	1	3
151	ответ на	1	3
152	нет и	1	3
153	или иное	2	3
154	знакомства с	1	3
155	перед нами	1	3
156	хотя и	3	3
157	та же	3	3
158	выражение в	1	3
159	какую роль	1	3
160	вследствие этого	1	3
161	что всякое	5	3
162	не к	1	3
163	слов в	1	3
164	и вот	3	3
165	их в	2	3
166	заключает в	1	3
167	не будет	3	3
168	об этом	1	3
169	связанных с	1	3
170	это не	1	3
171	может стать	3	3
172	в социальной	1	3
173	чаще всего	1	3
174	том что	16	3
175	что такое	2	3
176	бы мы	2	3
177	и тому	1	3
178	связи с	1	3
179	может показаться	2	3
180	чрезвычайно важно	1	3
181	что оно	3	3
182	в виду	4	3
183	но при	1	3
184	в ее	5	3
185	то или	2	3
186	роль в	3	3
187	что у	3	3
188	и здесь	2	3
189	и поэтому	2	3
190	не имеем	1	3
191	нуждается в	3	3
192	то мы	1	3
193	когда личность	1	3
194	жизни и	3	3
195	конечно не	1	3
196	только на	3	3
197	в данной	1	3
198	из них	2	3
199	его и	3	3
200	не так	1	3
201	представить себе	3	3
202	в котором	4	3
203	в одном	2	3
204	содержание и	1	3
205	но что	2	3
206	от того	3	3
207	что и	13	3
208	и даже	6	3
209	неужели и	1	3
210	социальной жизни	1	3
211	конце концов	3	3
212	и уже	1	3
213	через нее	1	3
214	расстояние между	1	3
215	в тех	1	3
216	этого слова	4	3
217	как только	1	3
218	в целом	5	3
219	как предмет	1	3
220	как таковой	1	3
221	но для	1	3
222	тех или	2	3
223	и для	5	3
224	для нас	5	3
225	и все	5	3
226	главным образом	2	3
227	но вот	1	3
228	о своем	1	3
229	между ними	1	3
230	сказать что	7	3
231	человека и	2	2
232	показаться что	1	2
233	жизни мы	1	2
234	нас не	1	2
235	что эти	3	2
236	и больше	1	2
237	и этот	1	2
238	его не	2	2
239	мы имеем	4	2
240	нуждаются в	3	2
241	вопрос о	3	2
242	на эти	2	2
243	но даже	2	2
244	как не	1	2
245	между собой	1	2
246	иное как	1	2
247	все больше	1	2
248	но не	3	2
249	значение и	1	2
250	только тогда	7	2
251	должны были	1	2
252	очевидно что	6	2
253	иметь дело	1	2
254	отношение к	2	2
255	как в	9	2
256	и нет	1	2
257	переживания и	1	2
258	тех случаях	1	2
259	целый ряд	6	2
260	как уже	1	2
261	как таковое	2	2
262	материалом и	1	2
263	роль играет	1	2
264	к чему	2	2
265	бы и	2	2
266	представляет собой	2	2
267	и те	1	2
268	тому же	3	2
269	человек не	1	2
270	по своему	1	2
271	же самая	2	2
272	одной и	4	2
273	под воздействием	1	2
274	человека в	1	2
275	зрения на	2	2
276	ясно что	19	2
277	общества в	1	2
278	есть не	2	2
279	с этим	3	2
280	в жизни	2	2
281	но мы	3	2
282	нашего исследования	3	2
283	не всегда	2	2
284	он сказал	1	2
285	в этих	4	2
286	и при	1	2
287	в своей	3	2
288	что вся	1	2
289	в которых	3	2
290	для всякого	1	2
291	совершенно иначе	1	2
292	в мире	1	2
293	при условии	1	2
294	однако в	1	2
295	для каждого	1	2
296	каждом слове	1	2
297	в основе	2	2
298	в нас	2	2
299	что иное	1	2
300	не останется	1	2
301	это слово	1	2
302	этом отношении	2	2
303	точном смысле	1	2
304	или иных	2	2
305	в каком	2	2
306	перед ним	1	2
307	все то	3	2
308	ли не	1	2
309	не есть	3	2
310	не поймем	1	2
311	в пределах	1	2
312	и когда	3	2
313	понимание и	1	2
314	из двух	1	2
315	времени и	1	2
316	подойти к	2	2
317	быть может	1	2
318	и вообще	1	2
319	с ним	2	2
320	к рассмотрению	1	2
321	почему же	1	2
322	и содержание	1	2
323	в значительной	1	2
324	в приведенных	1	2
325	к нему	2	2
326	этих слов	2	2
327	и вследствие	1	2
328	в него	2	2
329	видим что	2	2
330	как например	2	2
331	в том	30	2
332	тот же	2	2
333	одной из	1	2
334	что он	7	2
335	в какой	5	2
336	как нечто	1	2
337	одни и	1	2
338	для всех	4	2
339	для него	1	2
340	литературное произведение	1	2
341	заметить что	1	2
342	перейти к	1	2
343	еще и	1	2
344	больше и	1	2
345	не было	3	2
346	зависит от	1	2
347	до конца	6	2
348	должна была	2	2
349	в связи	2	2
350	и потому	2	2
351	легче всего	3	2
352	из которых	3	2
353	смысле этого	2	2
354	которое не	1	2
355	должно быть	1	2
356	или хотя	1	2
357	сих пор	3	2
358	но это	3	2
359	это выражение	1	2
360	данной группы	1	2
361	мы найдем	2	2
362	в точном	1	2
363	или в	1	2
364	а к	1	2
365	нам придется	2	2
366	о происхождении	1	2
367	несмотря на	5	2
368	в частности	3	2
369	же самой	1	2
370	к этому	4	2
371	что то	2	2
372	в своих	4	2
373	социальной среде	1	2
374	гораздо более	2	2
375	значения этого	1	1
376	не наоборот	1	1
377	равным образом	1	1
378	с новыми	1	1
379	смысле слова	3	1
380	ту же	2	1
381	для построения	1	1
382	этом она	1	1
383	же как	4	1
384	в движение	1	1
385	художественного произведения	17	1
386	внешней форме	1	1
387	увидим ниже	1	1
388	и понимает	1	1
389	решительно все	1	1
390	может сделаться	1	1
391	раньше в	1	1
392	не иначе	1	1
393	мысли а	2	1
394	и всем	1	1
395	общественная психология	1	1
396	ведь и	1	1
397	собственном смысле	3	1
398	в их	1	1
399	те времена	1	1
400	из всех	2	1
401	например в	3	1
402	экономических и	1	1
403	при анализе	1	1
404	которую мы	1	1
405	бы что	2	1
406	до такой	1	1
407	именно к	1	1
408	этом не	2	1
409	оба эти	1	1
410	еще до	1	1
411	становится совершенно	1	1
412	в сущности	10	1
413	совпадает с	4	1
414	принадлежит к	1	1
415	я не	1	1
416	х годов	5	1
417	общественной мысли	1	1
418	ему в	1	1
419	но то	1	1
420	и явлений	1	1
421	того же	2	1
422	из ее	1	1
423	в сцене	1	1
424	который может	1	1
425	же мере	1	1
426	одного человека	1	1
427	быть в	2	1
428	в чем	2	1
429	служит для	1	1
430	там и	1	1
431	сама собой	1	1
432	но как	2	1
433	и другие	4	1
434	не то	2	1
435	теряет свой	1	1
436	и всякий	2	1
437	в сторону	1	1
438	если в	1	1
439	конечном счете	3	1
440	какой степени	1	1
441	ее выражения	1	1
442	стал бы	2	1
443	относится к	1	1
444	в собственном	3	1
445	там где	4	1
446	как говорит	2	1
447	вопросов которые	1	1
448	время являются	1	1
449	полное отсутствие	1	1
450	в одной	3	1
451	если она	2	1
452	только ее	1	1
453	скажем что	1	1
454	в своем	3	1
455	это отнюдь	1	1
456	процессе развития	1	1
457	и есть	5	1
458	соотношение между	1	1
459	и слова	1	1
460	когда он	2	1
461	обычно говорят	1	1
462	и каждое	1	1
463	не являются	1	1
464	и художественного	2	1
465	более или	2	1
466	себе не	3	1
467	увидим что	2	1
468	человеческое общество	1	1
469	и останется	1	1
470	то в	1	1
471	за собой	1	1
472	формы в	4	1
473	приходится пользоваться	1	1
474	самым существенным	1	1
475	останется от	1	1
476	из этих	6	1
477	развитием в	1	1
478	думать что	1	1
479	с их	1	1
480	остановиться на	2	1
481	за порогом	1	1
482	общественного человека	8	1
483	бы только	1	1
484	только один	1	1
485	творчество и	1	1
486	материал его	2	1
487	и если	4	1
488	все ее	1	1
489	что без	1	1
490	в первых	1	1
491	тем не	2	1
492	время и	1	1
493	он не	3	1
494	не воспринимаем	1	1
495	эту задачу	1	1
496	наши чувства	1	1
497	он должен	1	1
498	в художественном	3	1
499	к одному	1	1
500	этого вопроса	2	1
501	в силу	3	1
502	сказал что	1	1
503	широком смысле	1	1
504	но вместе	1	1
505	приходим к	1	1
506	что может	1	1
507	развития языка	2	1
508	одному и	1	1
509	на то	10	1
510	в основу	2	1
511	мысль об	1	1
512	могла бы	1	1
513	художественным произведением	3	1
514	конечно в	1	1
515	форм и	1	1
516	на все	1	1
517	искусства в	9	1
518	указывали что	1	1
519	от развития	1	1
520	нас есть	1	1
521	одна и	1	1
522	литературном произведении	1	1
523	его места	1	1
524	за ним	1	1
525	же социальной	1	1
526	к которым	3	1
527	с этой	4	1
528	даже чисто	1	1
529	во внимание	2	1
530	характер и	1	1
531	и вне	1	1
532	совершенно особый	1	1
533	в плоть	1	1
534	всякого сомнения	1	1
535	и тогда	2	1
536	и того	1	1
537	но почему	1	1
538	форму но	1	1
539	одного и	2	1
540	лучше всего	1	1
541	путем и	1	1
542	мысли что	1	1
543	простейших вопросов	1	1
544	или менее	2	1
545	к тем	1	1
546	в любом	1	1
547	связь со	1	1
548	просто и	1	1
549	мы приходим	1	1
550	взгляд на	1	1
551	это только	2	1
552	на месте	1	1
553	по сравнению	1	1
554	одним и	1	1
555	еще идет	1	1
556	может заключаться	1	1
557	оказывается что	5	1
558	мысли и	2	1
559	жизни с	1	1
560	теперь как	1	1
561	природы но	1	1
562	тогда только	1	1
563	поэтому в	1	1
564	которых каждая	2	1
565	широких пределах	1	1
566	в прямом	1	1
567	том же	2	1
568	что этот	1	1
569	стоит только	2	1
570	зрения и	1	1
571	по себе	9	1
572	даже в	2	1
573	и музыки	1	1
574	произведения и	1	1
575	и какая	1	1
576	этих трех	1	1
577	на один	2	1
578	теми или	1	1
579	не менее	2	1
580	в таких	1	1
581	как можно	1	1
582	что эта	3	1
583	с которой	1	1
584	она не	5	1
585	с теми	2	1
586	тогда когда	5	1
587	того как	1	1
588	одна из	4	1
589	на два	2	1
590	благодаря тому	2	1
591	и искусство	1	1
592	мы все	2	1
593	эта внутренняя	2	1
594	каждым из	1	1
595	та или	1	1
596	о той	1	1
597	только не	3	1
598	это мы	2	1
599	следовательно и	1	1
600	спор между	1	1
601	и охоту	1	1
602	убедиться в	1	1
603	и теперь	2	1
604	и искусства	1	1
605	представлений в	2	1
606	и делает	1	1
607	и оценки	1	1
608	стоит перед	1	1
609	один шаг	1	1
610	есть к	2	1
611	к таким	1	1
612	всякий писатель	1	1
613	не могут	3	1
614	пения и	1	1
615	существует между	1	1
616	и другой	3	1
617	и такие	1	1
618	является вопрос	1	1
619	должны быть	3	1
620	содержанием и	1	1
621	одну и	1	1
622	понять что	1	1
623	себя только	1	1
624	для его	1	1
625	все еще	1	1
626	что при	3	1
627	утверждать что	5	1
628	если же	2	1
629	должен быть	1	1
630	оно может	1	1
631	что для	2	1
632	приходит к	2	1
633	речи мы	1	1
634	и о	4	1
635	а затем	1	1
636	таких словах	1	1
637	которые возникают	1	1
638	отношения и	1	1
639	без всякого	2	1
640	точками зрения	1	1
641	как по	1	1
642	мысль о	1	1
643	что всякая	2	1
644	можно сделать	1	1
645	в произведении	3	1
646	зрения не	1	1
647	и характер	2	1
648	типов этого	1	1
649	времена когда	1	1
650	целым рядом	1	1
651	словах как	1	1
652	сколько бы	1	1
653	речи или	1	1
654	и ту	2	1
655	намечена в	1	1
656	не трудно	1	1
657	здесь как	1	1
658	здесь нет	1	1
659	в себя	2	1
660	мы пытаемся	2	1
661	психики человека	1	1
662	показать как	1	1
663	этих переживаний	1	1
664	понятно что	1	1
665	хоть сколько-нибудь	1	1
666	общественной идеологии	1	1
667	художественного наслаждения	2	1
668	не найдем	1	1
669	человека того	1	1
670	именно потому	1	1
671	скорее к	1	1
672	и силу	1	1
673	на вопрос	2	1
674	столь же	4	1
675	и та	1	1
676	определенным образом	1	1
677	никак не	4	1
678	и что	8	1
679	как ее	1	1
680	вразрез с	1	1
681	слов которое	1	1
682	вовсе и	1	1
683	же самым	1	1
684	может не	1	1
685	знает что	1	1
686	и во	2	1
687	образом мы	1	1
688	в конечном	3	1
689	или иная	1	1
690	грань между	1	1
691	между тем	4	1
692	при исследовании	1	1
693	или иными	1	1
694	сильнее и	1	1
695	отметить что	2	1
696	внешним образом	1	1
697	вслед за	6	1
698	из нескольких	1	1
699	что бы	1	1
700	представления о	1	1
701	вещи как	1	1
702	говоря на	1	1
703	в литературе	1	1
704	бросается в	1	1
705	сознание которое	1	1
706	обе эти	1	1
707	эту точку	1	1
708	с ними	1	1
709	дело с	3	1
710	исследования мы	2	1
711	в вопросе	1	1
712	и действительно	1	1
713	к нашему	1	1
714	чего-то другого	1	1
715	он уже	1	1
716	к самим	1	1
717	или его	3	1
718	сам собой	1	1
719	не мешает	1	1
720	которой оно	2	1
721	так что	5	1
722	же и	1	1
723	есть в	7	1
724	взглядов и	1	1
725	не можем	3	1
726	одном и	1	1
727	своим собственным	1	1
728	теории не	1	1
729	в нашей	1	1
730	его с	1	1
731	но оба	1	1
732	является не	1	1
733	здесь же	1	1
734	каким образом	1	1
735	речь в	1	1
736	этого процесса	1	1
737	при помощи	20	1
738	времени по	1	1
739	и социально	1	1
740	к установлению	1	1
741	был бы	5	1
742	цели и	1	1
743	ни в	9	1
744	могло бы	4	1
745	иначе как	2	1
746	вовсе не	6	1
747	они сами	2	1
748	от тех	1	1
749	и звуковая	1	1
750	можно с	1	1
751	у него	4	1
752	должны будем	2	1
753	этими словами	2	1
754	который служит	1	1
755	уже только	1	1
756	да это	2	1
757	отдельного человека	10	1
758	чрезвычайно легко	1	1
759	установив что	1	1
760	не противоречит	1	1
761	это движение	1	1
762	в особенности	1	1
763	что могло	1	1
764	с общим	1	1
765	в другой	2	1
766	со стороны	4	1
767	слово которое	1	1
768	до сих	3	1
769	имеет и	1	1
770	с другой	5	1
771	за пределы	1	1
772	что человек	1	1
773	здесь в	1	1
774	все равно	1	1
775	действующих лиц	1	1
776	такое же	1	1
777	хотел было	1	1
778	к более	1	1
779	чтобы убедиться	1	1
780	на этот	1	1
781	в разной	1	1
782	она является	1	1
783	три элемента	1	1
784	приходится иметь	1	1
785	его как	1	1
786	же точно	3	1
787	о чем	2	1
788	на эту	1	1
789	и том	1	1
790	намек на	2	1
791	и сильнее	1	1
792	которого она	1	1
793	по необходимости	1	1
794	в самый	1	1
795	слова то	2	1
796	в общественных	1	1
797	вопросе о	1	1
798	без помощи	1	1
799	следовательно что	1	1
800	социологического исследования	1	1
801	ни от	1	1
802	он говорит	1	1
803	сравнению с	1	1
804	ею и	1	1
805	идеологических форм	3	1
806	заложенное в	1	1
807	тому как	7	1
808	как к	2	1
809	все сильнее	1	1
810	не дана	1	1
811	только то	2	1
812	еще раз	1	1
813	именно в	1	1
814	экономического развития	1	1
815	бы никакой	1	1
816	как раз	2	1
817	от социального	2	1
818	которые были	1	1
819	виду что	1	1
820	и выражение	1	1
821	на человека	1	1
822	она должна	2	1
823	в более	1	1
824	ее можно	1	1
825	являются не	2	1
826	для выражения	5	1
827	значения слова	1	1
828	совершается в	1	1
829	что я	4	1
830	само по	5	1
831	в результате	4	1
832	другое дело	1	1
833	в те	1	1
834	что в	23	1
835	говоря о	1	1
836	вот это	1	1
837	составляющих его	3	1
838	в поле	1	1
839	и смысл	1	1
840	будто бы	2	1
841	по самой	2	1
842	или не	2	1
843	развития человек	1	1
844	они находятся	1	1
845	есть продукт	2	1
846	не обладает	2	1
847	но если	1	1
848	необходимое условие	1	1
849	из тех	1	1
850	только как	1	1
851	другой стороны	5	1
852	была бы	1	1
853	от всех	3	1
854	совершенно не	5	1
855	в глаза	1	1
856	самой своей	1	1
857	можно привести	1	1
858	это и	3	1
859	только о	2	1
860	людей но	1	1
861	самое и	1	1
862	в действительности	1	1
863	те которые	1	1
864	в таком	3	1
865	как результат	2	1
866	все что	3	1
867	и вновь	1	1
