N	3gram	Bakhtin_Pr_1	Psycholo
1	в самом деле	3	18
2	на то что	1	12
3	в том что	3	11
4	и в самом	1	10
5	с точки зрения	6	9
6	то же самое	2	8
7	для того чтобы	2	8
8	все то что	3	6
9	до сих пор	1	5
10	и т п	13	5
11	с одной стороны	3	5
12	с другой стороны	4	5
13	о которых мы	1	5
14	и т д	1	4
15	и в этом	1	3
16	о том как	1	2
17	в своем роде	1	2
18	в какой мере	2	2
19	а вовсе не	1	2
20	имеет место в	2	2
21	на самом деле	3	2
22	и во всех	2	2
23	как мы увидим	3	2
24	то что в	1	2
25	это имеет место	1	2
26	то время как	1	2
27	не совпадает с	2	2
28	в данном случае	4	2
29	смысле этого слова	1	2
30	и как бы	1	2
31	не в том	1	2
32	в лучшем случае	2	2
33	в то время	1	2
34	в свою очередь	1	2
35	к тому что	1	2
36	в том смысле	1	2
37	по аналогии с	1	2
38	и мы можем	1	2
39	и в другом	1	2
40	и для всякой	1	1
41	одна из важнейших	1	1
42	уже выше в	1	1
43	и может быть	1	1
44	только там где	2	1
45	в том и	1	1
46	того или иного	2	1
47	но что в	1	1
48	в свои права	1	1
49	по своему значению	1	1
50	то что является	1	1
51	которая все время	1	1
52	в ней как	1	1
53	если так то	1	1
54	в отличие от	5	1
55	не было бы	1	1
56	в этом отношении	2	1
57	с тем что	1	1
58	можно показать что	1	1
59	и значение которого	1	1
60	можно было бы	3	1
61	но конечно не	1	1
62	ни в какой	1	1
63	что и здесь	1	1
64	в основе своей	3	1
65	может быть и	1	1
66	что дело идет	1	1
67	полном согласии с	1	1
68	конечно не в	1	1
69	в одном и	1	1
70	что в его	1	1
71	в применении к	3	1
72	которые могли бы	1	1
73	что все они	1	1
74	в двух направлениях	1	1
75	дело идет о	1	1
76	которых мы говорим	1	1
77	и как мы	1	1
78	и ничего не	1	1
79	во всех отношениях	1	1
80	что все эти	1	1
81	мы уже указывали	1	1
82	имеет дело именно	1	1
83	и если он	1	1
84	а между тем	1	1
85	было бы применить	1	1
86	а в том	1	1
87	только при этом	1	1
88	по сравнению с	1	1
89	так например в	1	1
90	дело именно с	1	1
91	том смысле что	1	1
92	в которую я	1	1
93	свое отражение в	1	1
94	если бы мы	1	1
95	мы можем сказать	2	1
96	хотя бы в	1	1
97	можно сказать что	2	1
98	не более как	1	1
99	о мире и	1	1
100	из всего сказанного	1	1
101	таким образом и	1	1
102	в полном согласии	1	1
103	не может быть	11	1
104	в высшей степени	5	1
105	к чему он	1	1
106	она не может	1	1
107	подобно тому как	1	1
