N	2gram	Losev_Dial_2	Problema
1	и в	19	44
2	вовсе не	13	37
3	и не	30	35
4	не есть	47	35
5	может быть	20	28
6	по себе	18	25
7	потому что	14	25
8	не просто	12	23
9	то что	14	23
10	в том	14	21
11	только в	5	19
12	а не	16	18
13	символ и	3	18
14	в этом	8	17
15	также и	2	16
16	если мы	2	16
17	даже и	1	16
18	сказать что	10	16
19	когда мы	3	15
20	и то	7	14
21	не только	19	14
22	и даже	14	14
23	и т	17	13
24	то же	12	13
25	т д	15	13
26	не в	8	13
27	но в	2	12
28	том что	10	12
29	той или	4	12
30	так что	7	12
31	то это	2	10
32	отнюдь не	6	10
33	так и	10	10
34	как и	10	10
35	тем не	2	10
36	не менее	3	10
37	в виду	5	10
38	но и	12	10
39	что всякий	1	9
40	не имеет	1	9
41	в нем	10	9
42	и с	5	9
43	это не	10	9
44	и тем	1	9
45	в то	6	9
46	и это	5	9
47	в его	1	9
48	что и	5	9
49	что он	6	9
50	как нечто	4	9
51	так как	14	9
52	в данном	3	9
53	как бы	14	9
54	же самое	2	9
55	таким образом	4	9
56	и от	3	9
57	во всяком	2	9
58	смысле слова	1	8
59	сама по	7	8
60	перед нами	2	8
61	в себе	15	8
62	он не	4	8
63	было бы	3	8
64	ни в	10	8
65	но это	7	8
66	и вообще	6	8
67	есть нечто	8	8
68	только и	2	8
69	как раз	5	8
70	связи с	4	8
71	как мы	3	8
72	здесь не	1	8
73	того что	6	8
74	при помощи	1	8
75	или иной	1	8
76	а именно	5	8
77	что же	2	8
78	что мы	2	8
79	что в	7	8
80	это и	3	7
81	мы не	1	7
82	в связи	4	7
83	на самом	2	7
84	все эти	2	7
85	мы должны	2	7
86	данном случае	2	7
87	вещи и	3	7
88	с ним	4	7
89	и что	5	7
90	с другой	5	7
91	значит что	12	7
92	уже не	3	7
93	мы находим	3	7
94	еще и	1	7
95	не может	9	7
96	и потому	5	7
97	здесь только	1	7
98	сам по	3	6
99	в целом	1	6
100	все же	4	6
101	и к	7	6
102	о том	5	6
103	и если	4	6
104	у пушкина	2	6
105	то ни	1	6
106	ясно что	4	6
107	того или	2	6
108	но если	1	6
109	но только	3	6
110	никогда не	9	6
111	можно сказать	5	6
112	общее и	1	6
113	и только	4	6
114	всяком случае	2	6
115	сами по	3	6
116	мы можем	1	6
117	нет ничего	1	6
118	в виде	2	6
119	жизни и	6	6
120	и есть	4	5
121	есть не	7	5
122	определенного рода	2	5
123	еще не	4	5
124	а только	3	5
125	за пределы	4	5
126	что они	6	5
127	в своем	4	5
128	с тем	2	5
129	точки зрения	12	5
130	в своей	8	5
131	как о	1	5
132	и символ	1	5
133	тех или	2	5
134	и его	5	5
135	и о	1	5
136	в ней	2	5
137	должны сказать	1	5
138	и здесь	1	5
139	крайней мере	9	5
140	что здесь	2	5
141	взятая в	1	5
142	только на	1	5
143	то и	1	5
144	гораздо более	1	5
145	или даже	1	5
146	в конце	2	5
147	не было	3	5
148	по крайней	9	5
149	так же	2	5
150	как в	2	5
151	да и	6	5
152	все это	4	5
153	собственно говоря	2	5
154	а в	4	5
155	другой стороны	4	5
156	состоит из	1	5
157	в таком	4	5
158	таком случае	3	4
159	есть обязательно	1	4
160	не что	3	4
161	мы уже	8	4
162	время как	7	4
163	что иное	3	4
164	но даже	1	4
165	и самой	1	4
166	он сам	1	4
167	иное как	3	4
168	бы то	1	4
169	в чем	3	4
170	но как	5	4
171	тут же	4	4
172	для которой	1	4
173	то время	4	4
174	при этом	4	4
175	заключается в	4	4
176	на первый	1	4
177	образности и	1	4
178	взятые сами	1	4
179	тому что	2	4
180	нет никакого	2	4
181	можно ли	3	4
182	и притом	7	4
183	есть только	4	4
184	отличается от	1	4
185	в ее	4	4
186	это вовсе	2	4
187	имеется в	2	4
188	мы в	2	4
189	д и	2	4
190	же и	9	4
191	ни с	4	4
192	тем что	2	4
193	это будет	1	4
194	же деле	1	4
195	нас в	1	4
196	мы говорим	3	4
197	или по	2	4
198	это значит	8	4
199	самом же	1	4
200	или в	2	4
201	или другой	3	4
202	совершенно не	7	4
203	же самой	1	4
204	сколько угодно	1	4
205	в каком	4	4
206	в искусстве	2	4
207	же как	3	3
208	то в	1	3
209	выражается в	1	3
210	и значение	1	3
211	говорить о	5	3
212	и ее	1	3
213	первого взгляда	2	3
214	это же	1	3
215	но не	6	3
216	символ но	1	3
217	общего с	1	3
218	кроме того	3	3
219	и как	10	3
220	идея и	2	3
221	в самом	5	3
222	что это	10	3
223	в этой	3	3
224	на то	1	3
225	как оно	1	3
226	конце концов	1	3
227	свою собственную	1	3
228	что у	2	3
229	содержит в	4	3
230	что тут	4	3
231	одно и	4	3
232	но все	2	3
233	оно всегда	2	3
234	значение в	1	3
235	об этом	3	3
236	его в	3	3
237	том смысле	4	3
238	только о	2	3
239	но уже	1	3
240	все равно	5	3
241	себе как	3	3
242	и тогда	3	3
243	не указывает	1	3
244	не значит	3	3
245	что такое	3	3
246	себе а	1	3
247	и символом	1	3
248	но эта	1	3
249	и очень	1	3
250	человека но	2	3
251	иной раз	5	3
252	чем не	1	3
253	та или	2	3
254	ничего не	3	3
255	или иная	2	3
256	на которую	1	3
257	как будто	7	3
258	и такие	1	3
259	как только	3	3
260	только еще	1	3
261	если же	1	3
262	она не	8	3
263	без всякого	4	3
264	то или	4	3
265	когда в	1	3
266	в порядке	1	3
267	или как	3	3
268	во всей	1	3
269	быть даже	1	3
270	может иметь	3	3
271	смысл вещи	1	3
272	быть и	4	3
273	не мешает	5	3
274	есть ни	6	3
275	самом деле	4	3
276	есть в	2	3
277	уже в	4	3
278	а это	1	3
279	в мифе	16	3
280	случае не	1	3
281	само по	2	3
282	отличие от	1	3
283	говорим о	1	3
284	здесь в	1	3
285	очень много	1	3
286	прежде всего	8	3
287	не сама	3	3
288	его как	1	3
289	ни о	2	3
290	жизнь в	2	3
291	ни на	2	3
292	с первого	2	3
293	в той	3	3
294	это есть	8	3
295	это за	3	3
296	в тех	2	3
297	образ и	1	3
298	отдельно от	1	3
299	или другого	1	3
300	с этой	1	3
301	слова и	1	3
302	и символа	2	3
303	это уже	2	3
304	поэтический образ	7	3
305	и все	12	3
306	из себя	1	3
307	и ни	1	3
308	тем более	1	3
309	хотя бы	4	3
310	будто бы	3	3
311	находим в	1	3
312	же в	2	3
313	есть уже	2	3
314	но вот	2	3
315	в типе	1	3
316	понимать как	3	3
317	а ведь	1	3
318	мы начинаем	2	3
319	или иного	1	3
320	из этого	1	3
321	есть то	1	3
322	точно так	1	3
323	совершенно нет	1	3
324	только путем	1	3
325	к тому	2	3
326	смысле что	3	3
327	к их	1	2
328	того же	1	2
329	дело вовсе	1	2
330	только потому	2	2
331	и до	1	2
332	поэтому и	1	2
333	его не	2	2
334	мы имеем	3	2
335	только благодаря	1	2
336	каком случае	2	2
337	в некотором	1	2
338	мы и	1	2
339	этого термина	1	2
340	самый термин	1	2
341	литературы и	1	2
342	быть в	4	2
343	не был	1	2
344	во всех	2	2
345	бы она	1	2
346	совсем не	1	2
347	мы будем	1	2
348	не то	5	2
349	есть просто	3	2
350	или иное	4	2
351	первый взгляд	1	2
352	с этим	3	2
353	дает нам	1	2
354	и нет	2	2
355	когда он	1	2
356	на нас	1	2
357	тем же	2	2
358	если брать	2	2
359	мертвых душ	1	2
360	себе не	3	2
361	с нею	3	2
362	не очень	2	2
363	еще на	2	2
364	в которой	2	2
365	не будем	1	2
366	мы сразу	1	2
367	он в	1	2
368	часто даже	1	2
369	с их	1	2
370	бы только	2	2
371	сравнению с	1	2
372	с чем	1	2
373	уже сама	2	2
374	время и	2	2
375	слова а	1	2
376	предмет а	1	2
377	всех этих	3	2
378	ни была	1	2
379	широком смысле	2	2
380	из него	1	2
381	что все	1	2
382	же не	3	2
383	и может	6	2
384	в другом	4	2
385	он есть	3	2
386	во внимание	3	2
387	между собою	3	2
388	сейчас мы	1	2
389	нисколько не	4	2
390	же есть	2	2
391	в этих	3	2
392	и при	2	2
393	и идей	1	2
394	в котором	1	2
395	с точки	8	2
396	по сравнению	1	2
397	в их	2	2
398	еще нет	1	2
399	бы мы	1	2
400	от его	1	2
401	образом и	1	2
402	и более	3	2
403	если нет	1	2
404	нас к	1	2
405	бесконечного количества	1	2
406	об ее	2	2
407	с теми	1	2
408	дело не	2	2
409	и сама	1	2
410	в основе	1	2
411	но что	7	2
412	всю бесконечность	1	2
413	и всегда	1	2
414	и по	4	2
415	и после	1	2
