N	2gram	Berdyaev_M_2	Istorich
1	и в	46	28
2	может быть	21	25
3	а не	13	15
4	не может	15	15
5	никогда не	18	14
6	мы должны	1	13
7	то же	5	12
8	не только	18	12
9	что в	4	12
10	мы видим	2	11
11	только в	3	11
12	мы не	1	10
13	и что	2	10
14	что он	7	10
15	мы увидим	2	10
16	но и	15	10
17	прежде всего	12	10
18	т е	4	10
19	не в	9	9
20	так и	4	9
21	о том	3	9
22	то что	5	9
23	в том	3	9
24	и не	18	9
25	в этом	20	8
26	но в	10	8
27	что это	6	8
28	не всегда	2	8
29	если бы	3	8
30	в царство	1	7
31	в ней	11	7
32	это не	5	7
33	и здесь	6	7
34	так же	6	7
35	том что	4	7
36	было бы	1	7
37	в этих	2	7
38	а в	2	7
39	в этой	7	6
40	ни один	1	6
41	его в	3	6
42	к тому	5	6
43	что и	4	6
44	вслед за	1	6
45	так как	8	6
46	с другой	1	6
47	вход в	1	6
48	вместе с	2	6
49	когда он	1	6
50	должна быть	1	5
51	вопрос о	6	5
52	что они	3	5
53	в своем	8	5
54	увидим что	2	5
55	что она	5	5
56	их в	1	5
57	можно было	2	5
58	в его	5	5
59	до сих	3	5
60	к которому	3	5
61	сих пор	3	5
62	ты не	1	5
63	не знает	9	5
64	сказать что	3	5
65	ее в	2	5
66	и для	7	4
67	действительности это	1	4
68	и на	3	4
69	не то	1	4
70	не все	1	4
71	с этим	1	4
72	все эти	1	4
73	на то	1	4
74	но все	1	4
75	об этом	1	4
76	и с	3	4
77	с тем	1	4
78	как и	13	4
79	в основе	2	4
80	находится в	1	4
81	связи с	2	4
82	должны быть	4	4
83	в пределах	1	4
84	означает что	4	4
85	раньше чем	1	4
86	того что	6	4
87	потому что	12	4
88	так что	2	4
89	превращается в	2	4
90	один из	5	4
91	связь с	1	4
92	как будто	2	4
93	все это	1	4
94	это так	1	4
95	хотя бы	7	4
96	но это	8	4
97	они не	4	4
98	также и	4	3
99	чтобы не	3	3
100	я не	5	3
101	не знают	1	3
102	и он	11	3
103	там и	6	3
104	по отношению	2	3
105	могли бы	1	3
106	к чему	4	3
107	этого вопроса	2	3
108	на этом	2	3
109	же не	1	3
110	в другом	1	3
111	не с	1	3
112	и тогда	3	3
113	нас не	2	3
114	в котором	1	3
115	по себе	2	3
116	эта мысль	2	3
117	того как	3	3
118	должен быть	4	3
119	в образе	3	3
120	для этого	4	3
121	и должно	3	3
122	ли он	1	3
123	в какой	1	3
124	во всем	5	3
125	в стороне	1	3
126	и его	5	3
127	уже не	4	3
128	тем что	3	3
129	мы еще	2	3
130	на эту	1	3
131	это за	1	3
132	что же	2	3
133	отношению к	2	3
134	с природой	1	2
135	отношения к	2	2
136	же как	3	2
137	и потому	7	2
138	что если	1	2
139	большую роль	1	2
140	а для	2	2
141	что вопрос	1	2
142	к своему	2	2
143	на них	1	2
144	во всех	2	2
145	то он	2	2
146	значение и	1	2
147	должны были	1	2
148	сохранилась в	1	2
149	как в	7	2
150	народа в	1	2
151	и как	1	2
152	в действительности	2	2
153	от этого	2	2
154	поэтому он	2	2
155	в целом	1	2
156	он в	3	2
157	которые в	2	2
158	право на	1	2
159	и тот	2	2
160	в себе	10	2
161	во многих	1	2
162	в жертву	1	2
163	как он	3	2
164	и если	2	2
165	в нем	22	2
166	он не	10	2
167	он должен	1	2
168	что нужно	1	2
169	и вот	5	2
170	это один	1	2
171	и тем	1	2
172	стоит на	2	2
173	нет в	4	2
174	ведет к	13	2
175	в чистом	1	2
176	должно быть	2	2
177	для него	18	2
178	но если	1	2
179	что такое	1	2
180	в такой	3	2
181	в эпоху	1	2
182	есть еще	2	2
183	но они	1	2
184	как о	1	2
185	в русской	6	2
186	тогда когда	2	2
187	можно видеть	1	2
188	по своей	3	2
189	на природу	2	2
190	не по	1	2
191	только с	3	2
192	не могут	1	2
193	не есть	13	2
194	своего отца	1	2
195	быть назван	2	2
196	на вопрос	1	2
197	вывод что	1	2
198	в ее	1	2
199	мысль о	2	2
200	и этим	2	2
201	приводит к	1	2
202	на нее	1	2
203	живет в	1	2
204	еще в	2	2
205	с ним	3	2
206	ничего не	2	2
207	в глубине	3	2
208	не выходит	1	2
209	нас в	2	2
210	между тем	2	2
211	и только	1	2
212	и она	3	2
213	это приводит	1	2
214	но так	1	2
215	тот же	2	2
216	правда и	1	2
217	себя в	4	2
218	его и	1	2
219	был бы	1	2
220	не так	3	2
221	никто не	1	2
222	были бы	2	2
223	с ней	1	2
224	а с	1	2
225	что не	2	2
226	связано с	3	2
227	не означает	2	2
228	xix века	1	2
229	как бы	8	2
230	на смерть	1	2
231	и часто	1	2
232	не существует	3	2
233	к браку	1	2
234	и от	3	2
235	бы в	2	2
236	ни к	1	2
237	не дает	1	2
238	две формы	1	2
239	между ними	1	2
240	была бы	1	2
241	из этого	1	2
242	к этому	1	2
243	которых не	1	1
244	обращается в	1	1
245	связана с	7	1
246	и то	1	1
247	на самом	1	1
248	он может	1	1
249	нас может	1	1
250	он ответил	1	1
251	это и	3	1
252	собой смерть	1	1
253	и есть	8	1
254	и чрезвычайно	1	1
255	те же	5	1
256	ведь и	1	1
257	значение но	1	1
258	этом направлении	1	1
259	его не	2	1
260	есть не	5	1
261	которой во	1	1
262	та же	10	1
263	ответить на	1	1
264	говорить о	1	1
265	на себя	1	1
266	явление не	1	1
267	же что	2	1
268	об их	1	1
269	он был	9	1
270	иное как	3	1
271	и связь	1	1
272	у маркса	1	1
273	одного там	1	1
274	совсем не	5	1
275	только тогда	1	1
276	друга и	1	1
277	с поразительной	1	1
278	решение этого	1	1
279	нас прежде	1	1
280	себя за	1	1
281	независимо от	1	1
282	выйти из	2	1
283	по внешним	1	1
284	под его	2	1
285	мужчины в	1	1
286	целый ряд	1	1
287	вопросом о	1	1
288	сторона в	1	1
289	и к	7	1
290	царство и	1	1
291	то в	2	1
292	со своей	1	1
293	в которой	2	1
294	и у	1	1
295	нее он	1	1
296	в нашем	7	1
297	бы не	2	1
298	но он	11	1
299	и кто	1	1
300	говорят о	1	1
301	ее как	1	1
302	действует в	1	1
303	дальше и	2	1
304	после этого	1	1
305	эта формула	1	1
306	они в	1	1
307	невозможно и	1	1
308	и социальной	1	1
309	есть один	2	1
310	подобно тому	2	1
311	но надо	1	1
312	значительной степени	1	1
313	опять не	1	1
314	этом он	2	1
315	к превращению	1	1
316	с целью	1	1
317	подчинить ее	2	1
318	за ней	1	1
319	не соответствует	1	1
320	в жизни	4	1
321	из первых	1	1
322	для достижения	1	1
323	люди не	1	1
324	в них	3	1
325	пребывает в	1	1
326	этого не	1	1
327	его отношения	1	1
328	и уже	1	1
329	которой он	1	1
330	для чего	3	1
331	очень важное	2	1
332	чем в	2	1
333	что путь	2	1
334	не мог	3	1
335	в царстве	4	1
336	перед собой	1	1
337	в двадцать	1	1
338	искать в	1	1
339	в своей	5	1
340	она в	1	1
341	себе а	1	1
342	в которых	1	1
343	от его	2	1
344	всякий раз	1	1
345	одном из	1	1
346	не могли	1	1
347	нас к	1	1
348	тому что	4	1
349	в отношении	5	1
350	можно ли	3	1
351	одна сторона	1	1
352	как можно	1	1
353	все три	1	1
354	она не	8	1
355	этого нужно	1	1
356	она никогда	3	1
357	солнце в	1	1
358	в самых	1	1
359	что иное	3	1
360	того чтобы	4	1
361	он с	1	1
362	о природе	1	1
