N	3gram	Nazirov_Tv_1	Problema
1	тем не менее	2	18
2	и т д	1	10
3	то же самое	1	9
4	и тем не	1	8
5	в данном случае	2	8
6	о том что	5	5
7	в том что	6	5
8	точно так же	2	4
9	на самом деле	2	4
10	только то что	1	4
11	же самое время	1	4
12	в конце концов	1	4
13	в связи с	1	4
14	в то же	13	4
15	что же касается	1	3
16	мы никогда не	1	3
17	дело в том	3	3
18	до сих пор	1	3
19	и в других	1	3
20	сами по себе	1	3
21	то что в	1	3
22	можно сказать что	2	3
23	в настоящее время	1	3
24	с другой стороны	1	3
25	и того же	1	2
26	что иное как	1	2
27	хотя и не	1	2
28	с ним на	1	2
29	по крайней мере	2	2
30	а может быть	1	2
31	это вовсе не	1	2
32	то и другое	1	2
33	и что в	1	2
34	в этой области	1	2
35	и как бы	1	2
36	имел в виду	1	2
37	и в самом	1	2
38	что может быть	1	2
39	одного и того	1	2
40	не что иное	1	2
41	было бы говорить	1	1
42	с большим трудом	1	1
43	вместе с тем	1	1
44	это-то и есть	1	1
45	в записках из	3	1
46	в том же	1	1
47	о чем и	1	1
48	и в то	2	1
49	друг на друга	1	1
50	является одним из	2	1
51	в первую очередь	1	1
52	на самом же	1	1
53	и т п	2	1
54	что в душе	1	1
55	которые вовсе не	1	1
56	вовсе не нужно	1	1
57	не то что	1	1
58	записках из подполья	2	1
59	все это является	1	1
60	все это в	1	1
61	но в то	4	1
62	не только в	2	1
63	на первый взгляд	1	1
64	о нем и	1	1
65	в известном смысле	1	1
66	или в искусстве	1	1
67	не значит что	1	1
68	не могут быть	1	1
69	это не значит	1	1
70	бы то ни	1	1
71	он сам является	1	1
72	преступление и наказание	4	1
73	заключается в том	1	1
74	одного из них	1	1
75	ту же самую	1	1
76	это значит что	1	1
77	уже в первом	1	1
78	к тому что	1	1
79	г в плеханов	1	1
80	самом же деле	1	1
81	прочим в том	1	1
82	как и в	1	1
83	к тому же	1	1
84	между прочим в	1	1
