N	3gram	Bakhtin_sl_1	Literetu
1	то же время	12	9
2	в то же	12	9
3	не может быть	1	7
4	с одной стороны	4	6
5	в том что	1	5
6	с другой стороны	4	4
7	с точки зрения	8	3
8	в этом отношении	1	3
9	в данном случае	3	3
10	но с другой	1	3
11	о том что	1	2
12	в этом случае	2	2
13	и т п	23	2
14	по крайней мере	1	2
15	одно и то	2	2
16	в первый раз	1	2
17	и то же	2	2
18	в свое время	1	2
19	тем не менее	1	2
20	и в сущности	2	1
21	и сам в	1	1
22	исключают друг друга	1	1
23	же время он	1	1
24	и не может	2	1
25	в отличие от	1	1
26	никто его не	1	1
27	бы то ни	1	1
28	не могут быть	2	1
29	можно было бы	2	1
30	с этой точки	1	1
31	у него нет	1	1
32	своего и чужого	2	1
33	и в то	5	1
34	и не было	1	1
35	строит свое высказывание	1	1
36	во всех этих	1	1
37	прежде всего в	1	1
38	в сознании людей	1	1
39	не исключают друг	1	1
40	этой точки зрения	1	1
41	и некоторые другие	1	1
42	себя в своей	1	1
43	единым и единственным	2	1
44	в свою очередь	2	1
45	в одном из	1	1
46	то есть в	1	1
47	никогда не бывает	1	1
48	обстоит дело и	1	1
49	не только не	1	1
50	и прежде всего	1	1
51	той или иной	9	1
52	то ни было	1	1
53	своих и чужих	1	1
54	себя в них	1	1
55	к тому что	2	1
56	тех или иных	1	1
57	слова так и	1	1
58	для того чтобы	1	1
59	как мы видели	1	1
