N	3gram	Tiupa_Hudo_2	Formalny
1	с точки зрения	2	13
2	в настоящее время	1	10
3	то же время	4	8
4	в то же	4	8
5	и т д	2	8
6	до сих пор	2	6
7	не может быть	3	5
8	по отношению к	7	4
9	с одной стороны	3	4
10	и т п	2	4
11	бы то ни	1	3
12	нет и не	1	2
13	сводится к тому	1	2
14	во что бы	1	2
15	что бы то	1	2
16	и в этом	2	2
17	то ни стало	1	2
18	все более и	1	2
19	более и более	1	2
20	того или иного	2	2
21	как и всякая	1	2
22	из виду что	1	2
23	не только не	2	2
24	друг от друга	1	2
25	если бы оно	1	2
26	в этой роли	1	1
27	состоит в том	2	1
28	отношению к этой	1	1
29	так и не	4	1
30	не мешает ему	1	1
31	же как и	1	1
32	как раз и	1	1
33	тот или иной	1	1
34	хотя бы и	2	1
35	в том что	11	1
36	произведения и в	1	1
37	в этом отношении	1	1
38	том числе и	1	1
39	в то что	1	1
40	то что было	2	1
41	не могло быть	1	1
42	в это время	1	1
43	бы уже не	1	1
44	в данном случае	2	1
45	и в то	2	1
46	а также и	1	1
47	и потому не	1	1
48	так или иначе	1	1
49	а не как	1	1
50	и состоит в	1	1
51	один из путей	1	1
52	с другой стороны	1	1
53	так же как	2	1
54	и в том	1	1
55	между тем как	1	1
56	в нашем примере	1	1
57	та или иная	1	1
58	в самом начале	1	1
59	с самого начала	1	1
60	что не мешает	1	1
61	в различных ее	1	1
62	но все же	1	1
63	как мы знаем	1	1
64	заключается в том	1	1
65	его жизни как	1	1
66	в том числе	1	1
67	к тому что	4	1
68	тому что он	2	1
69	тем не менее	3	1
70	том что без	1	1
71	что и в	1	1
72	вслед за этим	1	1
73	в жизни и	1	1
74	и с ее	1	1
75	в пределах одного	1	1
