N	3gram	Potebnia_M_1	VeschiIm
1	и т д	4	20
2	не может быть	9	18
3	это значит что	1	17
4	бы то ни	2	9
5	то ни было	1	9
6	что иное как	2	8
7	не что иное	2	8
8	д и т	1	7
9	может быть только	1	6
10	по крайней мере	2	6
11	в том что	13	6
12	на то что	1	6
13	в свою очередь	4	5
14	тем не менее	6	5
15	с точки зрения	3	4
16	не только в	3	4
17	то же время	3	4
18	от того что	1	4
19	в то же	3	4
20	более или менее	1	3
21	подобно тому как	3	3
22	и не только	1	3
23	сам по себе	1	3
24	из того что	1	3
25	в собственном смысле	1	3
26	можно было бы	1	3
27	то и другое	2	3
28	указывает на то	1	3
29	только то что	1	3
30	само по себе	4	3
31	сама по себе	3	3
32	этой точки зрения	1	2
33	дело в том	2	2
34	а есть только	1	2
35	но то что	1	2
36	как бы ни	2	2
37	а так как	3	2
38	с этой точки	1	2
39	в первом случае	1	2
40	не только к	1	2
41	не есть еще	1	2
42	и таким образом	1	2
43	нужно было бы	1	2
44	то не только	1	2
45	заключается в том	1	2
46	к тому что	2	2
47	так что в	2	2
48	она не может	1	2
49	и есть только	1	2
50	таким образом что	2	1
51	и того же	2	1
52	и может быть	2	1
53	а потому что	2	1
54	что несмотря на	1	1
55	только потому что	2	1
56	имеет дело с	1	1
57	того что в	1	1
58	а не в	1	1
59	это было бы	1	1
60	может быть связана	1	1
61	как и во	1	1
62	в этом смысле	4	1
63	того или другого	1	1
64	это не будет	1	1
65	потому что я	1	1
66	одной стороны и	1	1
67	зрительных слуховых и	1	1
68	до сих пор	1	1
69	сами по себе	1	1
70	что как бы	1	1
71	по себе и	1	1
72	что не только	2	1
73	то и в	2	1
74	она может быть	1	1
75	не могла бы	2	1
76	из самого себя	2	1
77	но оно и	1	1
78	что бы то	1	1
79	в применении к	2	1
80	так же как	1	1
81	один из основных	1	1
82	можем ли мы	1	1
83	не потому что	1	1
84	что мы имеем	1	1
85	с одной стороны	3	1
86	того же существа	1	1
87	решить вопрос о	1	1
88	смысле этого слова	1	1
89	ни от какого	1	1
90	и потому что	2	1
91	и в этом	6	1
92	с тем же	1	1
93	или по крайней	1	1
94	и как бы	3	1
95	не в том	4	1
96	вопрос как можно	1	1
97	потому что она	1	1
98	тогда когда уже	1	1
99	еще и потому	1	1
100	между собою так	1	1
101	есть только в	1	1
102	то что на	1	1
103	с другой стороны	5	1
104	т д то	1	1
105	не мог бы	1	1
106	с ним по	1	1
107	может быть совершенно	1	1
108	а в том	3	1
109	и все же	1	1
110	явлений в их	1	1
111	в одном и	2	1
112	не есть нечто	1	1
113	во всяком случае	1	1
114	мы не можем	1	1
115	и в одном	2	1
116	том смысле что	1	1
117	в то время	1	1
118	во всех языках	1	1
119	на этом основании	1	1
120	не только потому	1	1
121	о том что	1	1
122	с этим последним	2	1
123	не только не	2	1
124	вопрос о том	1	1
125	собою так что	1	1
126	но все же	1	1
127	он не есть	1	1
128	с этой стороны	1	1
129	потому что самое	1	1
130	одного и того	2	1
131	для того чтобы	2	1
132	в том смысле	4	1
133	в организме а	1	1
134	на такой вопрос	1	1
135	т д в	1	1
136	что и в	3	1
137	ни было но	1	1
138	и для всякого	1	1
139	только тогда когда	4	1
140	несмотря на все	1	1
