N	3gram	Losev_Dial_2	Problemy
1	с точки зрения	8	13
2	в этом смысле	1	10
3	то же время	4	9
4	в то же	3	9
5	в том что	6	6
6	и в этом	1	5
7	в зависимости от	2	5
8	в конце концов	1	5
9	на самом деле	1	4
10	том что он	1	4
11	не может быть	3	4
12	что она не	1	3
13	подобно тому как	1	3
14	и т п	2	3
15	сами по себе	3	3
16	потому что она	5	3
17	это не значит	2	3
18	в этом отношении	1	3
19	во всяком случае	2	3
20	само по себе	2	3
21	с другой стороны	4	3
22	но все же	1	2
23	в самом деле	3	2
24	до сих пор	2	2
25	и не может	1	2
26	но потому что	3	2
27	и в то	1	2
28	бы то ни	1	2
29	только то что	4	2
30	но это не	2	2
31	т е в	3	2
32	в данном случае	2	2
33	не только в	2	2
34	должно быть раскрыто	1	2
35	которые были бы	1	2
36	что он есть	1	2
37	все же не	1	2
38	и потому она	1	1
39	в своей последней	1	1
40	потому что он	2	1
41	мы уже говорили	1	1
42	же как и	1	1
43	то ни стало	1	1
44	не даны как	1	1
45	так что оно	1	1
46	в нем и	2	1
47	так как и	2	1
48	большей или меньшей	1	1
49	тем или другим	2	1
50	и даже не	1	1
51	выйти за пределы	1	1
52	в том и	1	1
53	и она имеет	1	1
54	новые и новые	1	1
55	то же самое	2	1
56	сразу и одновременно	1	1
57	во что бы	1	1
58	то и другое	1	1
59	они вовсе не	1	1
60	в себе и	1	1
61	совершенно иной чем	1	1
62	что в нем	2	1
63	точно так же	1	1
64	как мы уже	1	1
65	кроме того и	1	1
66	может быть только	2	1
67	по крайней мере	9	1
68	может быть и	3	1
69	и в частности	2	1
70	что бы то	1	1
71	то время как	3	1
72	чтобы убедиться в	1	1
73	так же как	1	1
74	а не только	1	1
75	не только его	1	1
76	в одно время	2	1
77	не потому что	6	1
78	он не знал	1	1
79	на первый взгляд	1	1
80	прежде всего чисто	1	1
81	как будто бы	3	1
82	одном месте и	1	1
83	отсюда следует что	1	1
84	не могут быть	2	1
85	уже само по	1	1
86	печорин у лермонтова	1	1
87	не в том	1	1
88	зависит от того	1	1
89	в один миг	1	1
90	в своем изображении	1	1
91	самом деле это	1	1
92	именно в том	1	1
93	другой стороны эта	1	1
94	по себе не	3	1
95	о том что	4	1
96	в каком плане	1	1
97	того или иного	1	1
98	более или менее	2	1
99	независимо от того	1	1
100	по себе как	1	1
101	по сравнению с	1	1
102	по себе а	1	1
103	все новые и	1	1
104	заключается в том	1	1
105	в то время	3	1
106	она не может	1	1
107	это и есть	1	1
108	та или иная	2	1
109	и независимо от	1	1
110	с самого начала	2	1
111	в одном месте	1	1
112	как бы ни	2	1
113	но все эти	1	1
114	можно сказать что	3	1
115	но что же	1	1
116	в литературе как	1	1
117	в художественной форме	1	1
118	т е только	1	1
119	и следовательно в	1	1
120	к тому что	1	1
121	сама по себе	7	1
122	это не только	1	1
123	друг с другом	1	1
124	и в нем	1	1
125	с нею в	2	1
126	что и в	1	1
127	своей последней основе	1	1
128	и т д	15	1
