N	2gram	Tiupa_Anal_1	Istorich
1	в сказке	1	47
2	и т	3	27
3	и в	18	26
4	то что	6	16
5	не только	15	15
6	может быть	29	14
7	что в	5	14
8	между двумя	3	12
9	но и	17	12
10	связь с	1	12
11	так и	4	10
12	таким образом	3	10
13	и его	5	10
14	что он	3	10
15	при помощи	2	10
16	все же	4	9
17	его в	1	9
18	что и	3	9
19	так как	2	9
20	и не	21	9
21	то же	9	8
22	а в	9	8
23	мы имеем	6	7
24	в этом	13	7
25	он не	3	7
26	как и	13	7
27	в этих	1	7
28	во время	1	7
29	их в	1	7
30	нас к	1	7
31	как в	1	7
32	в качестве	31	7
33	превращается в	1	7
34	героя в	2	7
35	и то	2	6
36	еще не	3	6
37	как он	3	6
38	иной мир	1	6
39	не всегда	4	6
40	таким же	1	6
41	могут быть	4	6
42	к нему	3	6
43	потому что	2	6
44	а не	17	6
45	не может	22	6
46	вместе с	4	6
47	мы уже	1	5
48	но не	10	5
49	и как	5	5
50	но в	8	5
51	уже не	4	5
52	и только	1	5
53	в силу	3	5
54	и по	2	5
55	но все	1	5
56	в другом	4	5
57	и с	2	5
58	это не	6	5
59	не в	14	5
60	ничего не	1	5
61	как мы	2	5
62	на нем	1	5
63	и что	1	5
64	в его	13	5
65	в одном	1	5
66	у него	1	5
67	до сих	1	5
68	и др	1	5
69	из которых	4	5
70	сих пор	1	5
71	мы должны	1	5
72	вопрос о	2	4
73	на себя	2	4
74	в которых	1	4
75	тогда как	14	4
76	не просто	2	4
77	его на	1	4
78	он в	1	4
79	но он	1	4
80	в своей	6	4
81	даже в	3	4
82	представляют собой	2	4
83	здесь не	2	4
84	о том	5	4
85	и даже	1	4
86	посредничества между	1	4
87	дает ему	1	4
88	вовсе не	2	4
89	с другой	4	4
90	все что	1	4
91	другой стороны	2	4
92	приводит нас	1	4
93	например в	1	3
94	что иное	5	3
95	из этих	2	3
96	только тогда	1	3
97	перед нами	1	3
98	его к	2	3
99	все эти	2	3
100	на его	2	3
101	при этом	12	3
102	становится его	1	3
103	что ни	1	3
104	а затем	1	3
105	те же	1	3
106	том что	12	3
107	от своего	2	3
108	и при	1	3
109	с миром	1	3
110	и более	4	3
111	как это	1	3
112	на котором	1	3
113	на него	1	3
114	во всем	1	3
115	связи с	1	3
116	к себе	1	3
117	все еще	1	3
118	данном случае	2	3
119	на вопрос	4	3
120	иное как	5	3
121	но мы	1	3
122	а также	3	3
123	о природе	1	3
124	герой в	1	3
125	в том	27	3
126	мы увидим	1	3
127	только в	6	3
128	как нечто	1	3
129	а именно	3	3
130	о чем	1	3
131	что мы	3	3
132	к своему	1	3
133	в данном	2	3
134	как бы	5	3
135	указать на	1	3
136	или в	1	3
137	для нас	1	3
138	но это	1	3
139	же в	1	3
140	между ними	1	3
141	не что	4	3
142	он всегда	1	3
143	он показывает	1	2
144	он может	2	2
145	и есть	3	2
146	должна быть	1	2
147	видеть в	1	2
148	по его	1	2
149	а как	2	2
150	что герой	1	2
151	они имеют	1	2
152	тех же	1	2
153	отношение к	2	2
154	тут же	1	2
155	в этой	5	2
156	хотя и	1	2
157	что это	1	2
158	в целом	5	2
159	представляет собой	16	2
160	и тот	1	2
161	в себе	11	2
162	имеем в	1	2
163	в нем	3	2
164	от которого	2	2
165	не к	2	2
166	его от	1	2
167	на этом	2	2
168	здесь мы	1	2
169	с целью	2	2
170	лишь в	5	2
171	хотя бы	3	2
172	было бы	2	2
173	из них	2	2
174	и тем	1	2
175	с тем	1	2
176	при изучении	2	2
177	знает и	1	2
178	бы мы	1	2
179	однако в	3	2
180	и наоборот	1	2
181	по себе	4	2
182	случае мы	1	2
183	ему как	1	2
184	не менее	1	2
185	меня я	1	2
186	дело не	3	2
187	к этим	1	2
188	одна из	1	2
189	по своей	6	2
190	в тексте	5	2
191	в области	4	2
192	не могут	3	2
193	его с	1	2
194	это происходит	1	2
195	не есть	8	2
196	на том	1	2
197	никогда не	2	2
198	том как	1	2
199	и на	5	2
200	если бы	3	2
201	говорит об	1	2
202	связь между	1	2
203	и во	1	2
204	того что	4	2
205	происходит в	1	2
206	в современной	1	2
207	с той	1	2
208	на которой	1	2
209	действительность но	1	2
210	этот факт	1	2
211	себя в	6	2
212	так что	1	2
213	чтобы он	1	2
214	в виде	1	2
215	есть в	1	2
216	его и	2	2
217	ни в	4	2
218	могло бы	1	2
219	только с	1	2
220	не случайно	3	2
221	не говорит	1	2
222	в особенности	1	2
223	которое однако	1	2
224	говорит о	1	2
225	его как	1	2
226	в частности	19	2
227	он уже	1	2
228	аналогия с	1	2
229	этого слова	7	2
230	такого рода	5	2
231	смысле этого	1	2
232	здесь имеется	1	2
233	с этой	1	2
234	же самое	2	2
235	только одна	1	2
236	в связи	1	2
237	от него	1	2
238	и все	3	2
239	в лице	1	2
240	вот этот	1	2
241	на это	1	2
242	в роли	2	2
243	говоря о	2	1
244	предполагает что	1	1
245	с кем	1	1
246	даже если	1	1
247	не имеют	1	1
248	все те	1	1
249	между ним	1	1
250	в зависимости	1	1
251	которая при	1	1
252	той же	2	1
253	есть не	8	1
254	на тех	1	1
255	также имеет	1	1
256	мы не	1	1
257	при анализе	1	1
258	магической власти	1	1
259	он как	1	1
260	есть нечто	1	1
261	совпадает с	2	1
262	герой его	1	1
263	принадлежит к	1	1
264	не вполне	1	1
265	зависимости от	1	1
266	пребывания в	1	1
267	в ней	1	1
268	меньшей степени	1	1
269	это существо	1	1
270	и самого	2	1
271	не от	1	1
272	он был	1	1
273	он сам	1	1
274	в широком	4	1
275	в различных	1	1
276	в чем	1	1
277	что люди	1	1
278	во всех	1	1
279	говоря не	1	1
280	как правило	4	1
281	то он	2	1
282	мы будем	1	1
283	но как	1	1
284	к которой	1	1
285	не все	2	1
286	если в	3	1
287	в наиболее	3	1
288	или иное	1	1
289	он служит	1	1
290	как говорит	2	1
291	независимо от	1	1
292	что именно	2	1
293	как образ	1	1
294	как к	2	1
295	что как	3	1
296	однако не	3	1
297	и наконец	1	1
298	и к	3	1
299	на руку	1	1
300	та же	1	1
301	нам как	1	1
302	это впрочем	1	1
303	думать что	2	1
304	то и	1	1
305	но его	1	1
306	наиболее существенные	1	1
307	и те	1	1
308	на свой	1	1
309	не следует	4	1
310	времена и	1	1
311	к миру	1	1
312	одному из	2	1
313	всех этих	1	1
314	не как	1	1
315	уже говорилось	1	1
316	том чтобы	7	1
317	широком смысле	2	1
318	из него	1	1
319	подобно тому	3	1
320	одно и	1	1
321	исходя из	4	1
322	и может	1	1
323	вера в	1	1
324	а его	1	1
325	на все	2	1
326	ощущается как	1	1
327	смерть и	1	1
328	этом мы	1	1
329	в них	1	1
330	героя или	1	1
331	она и	1	1
332	имеется как	1	1
333	которых это	1	1
334	этого персонажа	1	1
335	и уже	1	1
336	рода и	2	1
337	иначе говоря	9	1
338	такой же	2	1
339	и тогда	2	1
340	и становится	1	1
341	еще одно	1	1
342	точки зрения	6	1
343	она сама	1	1
344	показывает и	1	1
345	этой связи	1	1
346	указывает и	1	1
347	в котором	3	1
348	свой смысл	1	1
349	функции посредничества	1	1
350	перстень на	1	1
351	при рассмотрении	3	1
352	не его	1	1
353	и эти	1	1
354	не должно	1	1
355	тому что	1	1
356	а от	1	1
357	вплоть до	1	1
358	все три	1	1
359	встреча с	1	1
