N	3gram	Losev_Prob_5	Komedia
1	в том что	8	9
2	в то время	3	5
3	с другой стороны	5	5
4	к тому же	1	5
5	том что он	2	4
6	то время как	3	4
7	в конце концов	6	4
8	то же время	1	4
9	в то же	1	4
10	и т д	1	4
11	по отношению к	2	3
12	дошедших до нас	1	3
13	в этом отношении	1	3
14	после того как	3	3
15	с одной стороны	3	3
16	едва ли не	1	3
17	о том что	9	3
18	несмотря на всю	1	3
19	не говоря уже	1	2
20	говоря уже о	1	2
21	до н э	5	2
22	но и в	2	2
23	до сих пор	2	2
24	то ни было	1	2
25	бы то ни	2	2
26	во всяком случае	2	2
27	и таким образом	1	2
28	на то что	2	2
29	в новое время	3	2
30	можно судить по	1	2
31	в следующем виде	1	1
32	что иное как	3	1
33	между небом и	1	1
34	хотя и не	1	1
35	вслед за ними	1	1
36	состоит в том	1	1
37	чуть ли не	1	1
38	в том числе	2	1
39	с этой точки	1	1
40	небом и землей	1	1
41	во времени и	1	1
42	вместе с тем	3	1
43	как будто бы	3	1
44	начала до конца	1	1
45	в чем не	1	1
46	у него не	1	1
47	сам по себе	1	1
48	миф о похищении	1	1
49	в и в	1	1
50	можно было бы	1	1
51	в до н	2	1
52	положительное отношение к	1	1
53	с тех пор	1	1
54	еще в одном	1	1
55	и в конце	1	1
56	малейшего намека на	1	1
57	в это время	2	1
58	принимает участие в	1	1
59	греческой и римской	1	1
60	чтобы в этой	1	1
61	в данном случае	2	1
62	и платон в	1	1
63	не только в	1	1
64	в союзе с	1	1
65	так или иначе	1	1
66	чтобы избавиться от	1	1
67	и в дальнейшем	1	1
68	и в том	1	1
69	потому что они	2	1
70	до нас не	1	1
71	бросается в глаза	1	1
72	этой точки зрения	1	1
73	такого же рода	2	1
74	ни в чем	1	1
75	отношению к людям	1	1
76	в н э	12	1
77	что у него	1	1
78	с самого начала	1	1
79	не что иное	3	1
80	что хотел сказать	1	1
81	по аналогии с	1	1
82	в большинстве случаев	1	1
83	iii в н	2	1
84	который в своем	3	1
85	тем не менее	5	1
86	на всю ее	1	1
87	в предисловии к	1	1
88	для того чтобы	2	1
89	насколько можно судить	1	1
90	ни малейшего намека	1	1
