N	4gram	Bakhtin_Fr_2	formyVre
1	в то же время	6	6
2	и в то же	2	4
3	как мы уже говорили	2	3
4	с одной стороны и	1	2
5	дело в том что	1	2
6	как мы уже сказали	1	2
7	в литературе этот образ	1	1
8	мы имеем в виду	1	1
9	получает существенное отношение к	1	1
10	мы будем говорить в	1	1
11	или во всяком случае	1	1
12	мы еще вернемся в	1	1
13	в самой жизни в	1	1
14	на протяжении всего романа	1	1
15	и в самой жизни	1	1
16	точка зрения на мир	1	1
17	но в то же	3	1
18	в тех случаях когда	1	1
19	все более и более	1	1
