N	2gram	Bakhtin_Pr_1	DiskursI
1	в себе	5	19
2	при этом	3	17
3	в этом	25	16
4	как и	8	16
5	и в	23	16
6	в качестве	1	16
7	может быть	21	16
8	и не	34	15
9	а не	20	14
10	отличие от	2	12
11	то есть	24	12
12	в отличие	2	12
13	и т.п	3	12
14	в частности	1	12
15	тогда как	1	11
16	но в	4	11
17	в мире	7	11
18	но и	11	11
19	со стороны	2	10
20	не только	13	10
21	том что	9	10
22	своего рода	1	10
23	так и	10	9
24	не может	11	9
25	такого рода	1	9
26	как в	6	8
27	в том	11	8
28	но не	8	7
29	в данном	2	7
30	в рамках	2	7
31	в нем	20	7
32	ни в	3	7
33	не менее	1	7
34	при всей	1	7
35	прежде всего	7	7
36	то же	10	6
37	еще не	5	6
38	с его	6	6
39	данном случае	2	6
40	себя в	3	6
41	все же	5	6
42	в своей	11	6
43	тем самым	1	6
44	по своей	1	6
45	в своих	2	6
46	и на	10	5
47	в своем	8	5
48	в противоположность	3	5
49	в то	10	5
50	нового времени	1	5
51	с другой	2	5
52	же время	7	5
53	что в	8	5
54	для него	15	5
55	то что	18	5
56	а с	1	5
57	я в	1	5
58	героя в	4	5
59	и то	1	4
60	по отношению	11	4
61	в этой	4	4
62	роль в	2	4
63	человека в	5	4
64	в основе	5	4
65	потому что	12	4
66	этом отношении	5	4
67	о том	2	4
68	в пределах	9	4
69	времени в	1	4
70	одно из	1	4
71	в одном	9	4
72	как бы	28	4
73	мира и	7	4
74	точки зрения	21	4
75	к его	1	4
76	к этому	2	4
77	отношению к	11	4
78	например в	3	3
79	своего и	1	3
80	принадлежит к	1	3
81	перед нами	4	3
82	и как	8	3
83	и наконец	5	3
84	все эти	8	3
85	из этих	2	3
86	претендовать на	1	3
87	он не	4	3
88	не следует	1	3
89	его в	4	3
90	это не	10	3
91	ведет к	1	3
92	в этих	2	3
93	в котором	2	3
94	не столько	3	3
95	одном из	2	3
96	где герой	1	3
97	не в	6	3
98	в русской	1	3
99	могут быть	1	3
100	об одном	1	3
101	приводит к	3	3
102	мире в	3	3
103	в его	24	3
104	только в	8	3
105	и его	13	3
106	уже не	8	3
107	из них	2	3
108	может претендовать	1	3
109	в них	3	3
110	здесь в	1	3
111	не было	3	3
112	не знает	1	3
113	мира в	6	3
114	в творчестве	5	3
115	как будто	3	3
116	можно сказать	2	3
117	но это	5	3
118	и все	3	3
119	жизни в	1	3
120	становления и	1	3
121	жизни а	2	3
122	жизни и	6	3
123	как на	2	3
124	же как	1	2
125	и это	5	2
126	идет о	3	2
127	по преимуществу	3	2
128	той же	6	2
129	место в	1	2
130	совпадает с	2	2
131	говорить о	2	2
132	жизни как	1	2
133	в ней	1	2
134	к своему	1	2
135	рассказ не	1	2
136	к которой	1	2
137	отношение к	1	2
138	это мир	1	2
139	первый взгляд	1	2
140	что как	1	2
141	дистанция между	1	2
142	как уже	1	2
143	лежит на	1	2
144	отношения между	2	2
145	в целом	4	2
146	вследствие этого	1	2
147	должна быть	2	2
148	настоящее в	1	2
149	не к	1	2
150	подобно тому	3	2
151	что ни	1	2
152	является не	3	2
153	одно и	1	2
154	личности в	4	2
155	и с	4	2
156	входит в	2	2
157	на почве	1	2
158	под собою	1	2
159	должно быть	1	2
160	такой же	1	2
161	все это	7	2
162	на первый	1	2
163	с точки	15	2
164	их в	2	2
165	дело в	1	2
166	чем не	1	2
167	никогда не	5	2
168	того и	1	2
169	и другого	1	2
170	и чужого	1	2
171	со своим	3	2
172	не столь	1	2
173	в области	3	2
174	с их	5	2
175	для себя	2	2
176	с ее	2	2
177	но при	1	2
178	ни одно	1	2
