N	3gram	Bakhtin_Fr_6	Hudozhes
1	о том что	5	9
2	то же время	5	8
3	по отношению к	1	8
4	в то же	5	8
5	в том что	2	6
6	в самом деле	4	4
7	с точки зрения	2	3
8	в этом отношении	3	3
9	но в то	1	3
10	жизни и смерти	2	3
11	в связи с	1	3
12	в первой главе	1	3
13	в следующей главе	6	3
14	та или иная	1	3
15	в предыдущей главе	2	3
16	том что в	1	2
17	о том как	1	2
18	что же касается	1	2
19	до сих пор	3	2
20	во второй главе	1	2
21	в третьей главе	1	2
22	как раз в	1	2
23	не только в	1	2
24	это прежде всего	2	2
25	в значительной степени	1	2
26	так и от	1	2
27	вместо того чтобы	3	2
28	не может быть	1	2
29	самом деле в	1	2
30	в следующем году	1	1
31	и там где	1	1
32	зарытое в землю	1	1
33	как в предыдущей	1	1
34	том что он	1	1
35	одной стороны и	2	1
36	сих пор еще	3	1
37	в одной из	1	1
38	него и в	1	1
39	именно в этом	1	1
40	до известной степени	1	1
41	более или менее	1	1
42	с ним в	1	1
43	на самом же	1	1
44	в себе и	1	1
45	мы узнаем из	1	1
46	как и все	1	1
47	каждый из них	2	1
48	уже говорили о	2	1
49	и по отношению	1	1
50	в первом случае	3	1
51	видит в нем	1	1
52	в конце концов	1	1
53	прежде всего его	1	1
54	а также и	2	1
55	в литературном образе	1	1
56	думать о том	1	1
57	в четвертой главе	1	1
58	в нем не	1	1
59	мы уже говорили	11	1
60	большей степени чем	1	1
61	они уже не	1	1
62	как бы в	1	1
63	самом же деле	1	1
64	в данном случае	2	1
65	также и о	1	1
66	без конца а	1	1
67	в сущности в	1	1
68	но и для	1	1
69	пор еще можно	1	1
70	но все же	1	1
71	они в нем	1	1
72	за то что	1	1
73	так и у	1	1
74	все же не	1	1
75	с одной стороны	4	1
76	в литературе в	1	1
