N	2gram	Propp_Isto_7	PoTuStor
1	может быть	14	17
2	и в	24	16
3	и пр	1	12
4	в этом	12	9
5	таким образом	7	9
6	и только	1	9
7	мы можем	4	9
8	прежде всего	2	9
9	и с	1	8
10	точки зрения	4	8
11	и его	3	8
12	не может	14	8
13	с его	3	7
14	не только	21	7
15	сказать что	2	7
16	самом деле	1	6
17	конечно не	2	6
18	при этом	4	6
19	с точки	1	6
20	и это	2	6
21	к отцу	2	6
22	и к	1	6
23	еще не	8	5
24	в чем	5	5
25	отношение к	5	5
26	все эти	2	5
27	что такое	2	5
28	ни в	2	5
29	ту сторону	1	5
30	в него	1	5
31	как бы	4	5
32	и ее	2	4
33	и на	2	4
34	и наконец	3	4
35	но в	5	4
36	в этой	1	4
37	в нем	6	4
38	и может	1	4
39	его в	3	4
40	в один	2	4
41	все это	8	4
42	как мы	3	4
43	так и	5	4
44	но мы	1	4
45	можно сказать	1	4
46	в его	1	4
47	с ними	1	4
48	только в	6	4
49	и их	1	4
50	так как	8	4
51	и даже	3	4
52	но и	11	4
53	и не	4	4
54	и все	6	4
55	хотя бы	1	4
56	все что	1	4
57	отношения к	1	3
58	во всех	7	3
59	и есть	1	3
60	и как	1	3
61	и вот	1	3
62	том что	10	3
63	во время	6	3
64	сих пор	3	3
65	в основе	2	3
66	до сих	2	3
67	и оно	2	3
68	к себе	3	3
69	те же	1	3
70	мира и	1	3
71	и она	3	3
72	в том	7	3
73	в большинстве	1	3
74	только на	2	3
75	большинстве случаев	1	3
76	мы знаем	2	3
77	и др	2	3
78	ребенка и	1	3
79	но оно	2	3
80	вместе с	7	3
81	и потому	1	3
82	как это	2	3
83	быть это	1	3
84	в основном	2	3
85	что в	13	3
86	в этих	13	3
87	а в	10	3
88	то что	7	3
89	только как	1	3
90	жизни и	1	3
91	ту же	1	2
92	же как	4	2
93	нам кажется	1	2
94	этой теории	1	2
95	в самом	2	2
96	мы уже	4	2
97	мы не	4	2
98	и о	2	2
99	того же	2	2
100	между собой	1	2
101	из этих	3	2
102	совсем не	1	2
103	друг на	1	2
104	с этим	2	2
105	в этот	1	2
106	что это	6	2
107	вообще не	2	2
108	он не	6	2
109	и по	3	2
110	то же	8	2
111	по своему	1	2
112	связанные с	2	2
113	на протяжении	1	2
114	нечего и	1	2
115	было бы	2	2
116	в жизни	1	2
117	кажется что	3	2
118	по всему	1	2
119	в них	3	2
120	как и	6	2
121	на первый	4	2
122	в своей	1	2
123	знаем что	3	2
124	не менее	5	2
125	в науке	1	2
126	не нуждается	1	2
127	никогда не	4	2
128	сводится к	1	2
129	он склонен	1	2
130	не могут	2	2
131	не будет	2	2
132	как не	1	2
133	на основе	1	2
134	и этим	3	2
135	для этого	1	2
136	с ним	5	2
137	находится в	1	2
138	о том	9	2
139	другими словами	2	2
140	для нас	6	2
141	что и	8	2
142	во всей	1	2
143	один из	7	2
144	мы видим	10	2
145	что он	21	2
146	и действительно	1	2
147	и так	2	2
148	не можем	2	2
149	в начале	1	2
150	к ним	2	2
151	у него	10	2
152	оно не	1	2
153	что не	2	2
154	а на	1	2
155	на друга	1	2
156	что мы	3	2
157	в частности	1	2
158	так же	6	2
159	с этой	6	2
160	в свое	1	2
161	но это	3	2
162	не удается	1	2
163	но зато	1	2
164	ни было	1	2
165	это делает	1	2
166	не знает	1	2
167	всех других	2	2
168	есть и	4	2
169	ее в	3	2
170	к этому	2	2
171	во сне	2	2
172	можно назвать	1	2
173	они не	2	2
174	мы здесь	2	1
175	и то	1	1
176	он может	4	1
177	случае только	1	1
178	научается управлять	1	1
179	что эти	2	1
180	не имеют	2	1
181	его не	2	1
182	мы имеем	12	1
183	что если	1	1
184	теперь мы	1	1
185	вопрос о	3	1
186	на престол	3	1
187	совершенно так	1	1
188	пока только	1	1
189	комплекс этот	1	1
190	ли у	1	1
191	оно есть	1	1
192	я не	1	1
193	взял его	2	1
194	как я	1	1
195	не совсем	2	1
196	же что	2	1
197	зависимости от	1	1
198	в ней	1	1
199	он был	1	1
200	руки или	1	1
201	бы то	1	1
202	что его	2	1
203	этим не	2	1
204	здесь имеем	2	1
205	чем это	1	1
206	но не	6	1
207	заметим что	1	1
208	не входит	1	1
209	с сыном	1	1
210	иногда и	1	1
211	в свои	1	1
212	право на	5	1
213	что они	3	1
214	только путем	1	1
215	для объяснения	3	1
216	новые отношения	2	1
217	первый взгляд	4	1
218	же с	1	1
219	дает нам	1	1
220	некоторое время	1	1
221	все же	9	1
222	хотя и	3	1
223	когда он	3	1
224	из сознания	1	1
225	что по	2	1
226	увидим что	2	1
227	есть ли	1	1
228	от этого	1	1
229	уже не	2	1
230	та же	2	1
231	ни один	1	1
232	или во	1	1
233	чем бы	1	1
234	видим и	3	1
235	как он	6	1
236	имеем в	5	1
237	во многих	2	1
238	на его	2	1
239	что она	5	1
240	но именно	1	1
241	есть та	1	1
242	именно и	1	1
243	образом и	1	1
244	в мифах	3	1
245	только те	1	1
246	из него	1	1
247	на матери	1	1
248	по его	2	1
249	то ни	1	1
250	как они	1	1
251	а то	1	1
252	вывести из	1	1
253	на все	1	1
254	где оно	2	1
255	теми которые	1	1
256	по женской	1	1
257	входит в	1	1
258	уже знаем	3	1
259	ведь она	1	1
260	за ней	1	1
261	еще одно	1	1
262	не ясно	2	1
263	он является	1	1
264	и имеют	1	1
265	с тем	1	1
266	как кажется	1	1
267	одна и	1	1
268	уже у	1	1
269	действительно не	1	1
270	подвергается своеобразной	1	1
271	их на	2	1
272	оно же	1	1
273	но если	1	1
274	от своего	1	1
275	его мнению	1	1
276	что я	1	1
277	но эта	2	1
278	выше мы	3	1
279	которые в	1	1
280	друг другу	1	1
281	есть еще	2	1
282	быть сделан	1	1
283	же мы	1	1
284	можем коснуться	1	1
285	можно ли	1	1
286	а иногда	1	1
287	можно указать	2	1
288	тогда когда	3	1
289	дело в	1	1
290	одна из	7	1
291	родился в	1	1
292	что иное	1	1
293	для всего	1	1
294	вытекает из	2	1
295	не имеет	4	1
296	не их	1	1
297	как причина	1	1
298	загадку сфинкса	1	1
299	ничего не	5	1
300	они являются	1	1
301	очень мало	1	1
302	того в	1	1
303	за которой	1	1
304	во всем	2	1
305	связи с	3	1
306	в сознании	1	1
307	и делает	1	1
308	самым важным	1	1
309	мы и	1	1
310	от того	1	1
311	и такие	2	1
312	его за	2	1
313	отличается от	2	1
314	же самое	1	1
315	должны быть	3	1
316	к тому	1	1
317	для его	1	1
318	что при	2	1
319	она не	2	1
320	как известно	1	1
321	и стали	1	1
322	из всего	2	1
323	без всякого	2	1
324	на другой	1	1
325	данном случае	3	1
326	и что	10	1
327	касается не	1	1
328	если они	1	1
329	и сам	1	1
330	в другом	1	1
331	можно было	1	1
332	мог бы	1	1
333	если бы	1	1
334	из одного	3	1
335	в разных	1	1
336	связанная с	1	1
337	о ней	1	1
338	и здесь	12	1
339	на вопрос	4	1
340	имеем дело	1	1
341	и та	1	1
342	вражда к	1	1
343	как ее	1	1
344	откуда у	1	1
345	скрывается в	1	1
346	м году	1	1
347	да в	1	1
348	в другой	3	1
349	нем и	1	1
350	в свете	3	1
351	этих способностей	1	1
352	к нему	7	1
353	что здесь	7	1
354	и история	1	1
355	но так	1	1
356	это вытекает	2	1
357	тот же	2	1
358	дело с	1	1
359	мы увидим	6	1
360	к их	1	1
361	при некоторых	1	1
362	о смерти	1	1
363	бы ни	1	1
364	с одной	5	1
365	в качестве	3	1
366	оказывается в	1	1
367	утверждают что	1	1
368	уже в	3	1
369	и они	1	1
370	то и	4	1
371	не дает	1	1
372	конечно у	1	1
373	сексуального характера	1	1
374	в конце	3	1
375	вовсе не	4	1
376	как его	1	1
377	не случайно	3	1
378	не говорит	1	1
379	даже и	1	1
380	для того	1	1
381	со стороны	2	1
382	с другой	9	1
383	на ее	1	1
384	которые можно	1	1
385	и тех	1	1
386	здесь в	1	1
387	эти две	1	1
388	в каких	2	1
389	женской линии	1	1
390	а с	1	1
391	на которые	1	1
392	мы еще	1	1
393	не умирают	1	1
394	говорит о	2	1
395	в некоторых	1	1
396	связано с	3	1
397	них и	1	1
398	одной стороны	5	1
399	как часть	1	1
400	на этот	2	1
401	и самый	1	1
402	а не	8	1
403	именно так	1	1
404	в руках	2	1
405	такие представления	1	1
406	не всегда	4	1
407	а сын	1	1
408	становится ясным	2	1
409	в связи	2	1
410	связь с	2	1
411	утверждение что	1	1
412	этот мотив	3	1
413	та сила	1	1
414	влияния на	1	1
415	предположить что	3	1
416	в данном	4	1
417	он будет	1	1
418	что же	1	1
419	а потом	2	1
420	в состоянии	4	1
421	спрятаться в	1	1
422	этом и	2	1
423	и собственно	1	1
424	задолго до	1	1
425	только одна	1	1
426	и часто	1	1
