N	2gram	Tiupa_Narr_1	Psycholo
1	в том	18	37
2	и в	19	32
3	то есть	19	21
4	том что	14	21
5	потому что	1	21
6	таким образом	1	21
7	то что	11	21
8	что в	3	20
9	может быть	25	18
10	так же	2	18
11	точки зрения	10	17
12	что и	1	17
13	не может	10	17
14	самом деле	2	16
15	то же	4	13
16	в этом	17	13
17	при этом	9	13
18	что он	6	13
19	в самом	1	12
20	не только	32	12
21	по себе	5	12
22	было бы	4	11
23	в основе	5	11
24	когда он	3	10
25	с точки	2	10
26	но и	23	10
27	как и	7	10
28	и не	20	10
29	как в	7	9
30	никогда не	3	9
31	тем что	3	9
32	что все	1	9
33	с таким	1	8
34	что это	3	8
35	не в	14	8
36	не менее	3	8
37	дело с	2	8
38	того что	1	8
39	в сущности	3	7
40	что они	3	7
41	и как	5	7
42	все эти	2	7
43	и его	5	7
44	как будто	3	7
45	к тому	7	7
46	можно было	2	7
47	только в	4	7
48	а не	12	7
49	сказать что	4	7
50	что если	1	6
51	в этой	5	6
52	в художественном	1	6
53	он не	3	6
54	если бы	1	6
55	те же	4	6
56	о том	6	6
57	все время	1	6
58	тот же	1	6
59	как бы	4	6
60	же самое	1	6
61	на самом	1	5
62	и на	3	5
63	что у	2	5
64	далеко не	5	5
65	в то	3	5
66	в ней	3	5
67	и даже	3	5
68	до сих	1	5
69	вслед за	4	5
70	отнюдь не	5	5
71	сих пор	1	5
72	как раз	2	5
73	этом отношении	3	5
74	же как	3	4
75	сам по	1	4
76	едва ли	1	4
77	есть не	1	4
78	мы имеем	2	4
79	столь же	3	4
80	в чем	1	4
81	все же	7	4
82	в действительности	1	4
83	в произведении	3	4
84	в целом	1	4
85	в нем	4	4
86	к одному	1	4
87	и по	1	4
88	и с	4	4
89	и тем	4	4
90	несмотря на	2	4
91	в данном	5	4
92	иначе говоря	6	4
93	образом и	1	4
94	и более	1	4
95	не имеет	2	4
96	ничего не	2	4
97	и до	2	4
98	что на	2	4
99	и для	2	4
100	могут быть	3	4
101	тем не	3	4
102	утверждать что	2	4
103	если же	1	4
104	данном случае	4	4
105	и когда	2	4
106	и сам	1	4
107	о ней	3	4
108	между тем	3	4
109	из них	3	4
110	от того	1	4
111	а на	1	4
112	когда она	1	4
113	как это	6	4
114	наряду с	2	4
115	с этой	1	4
116	и все	2	4
117	а в	11	4
118	совершенно не	2	4
119	жизни и	3	4
120	например в	2	3
121	и то	1	3
122	приходит к	2	3
123	мы не	1	3
124	или же	1	3
125	и он	3	3
126	столько же	1	3
127	во всех	1	3
128	но как	2	3
129	если оно	1	3
130	в общем	1	3
131	как говорит	3	3
132	что именно	2	3
133	как к	2	3
134	и к	1	3
135	но в	6	3
136	та же	2	3
137	формы в	1	3
138	состоит в	13	3
139	не как	2	3
140	на этом	1	3
141	об этом	1	3
142	это было	1	3
143	и сейчас	2	3
144	в их	1	3
145	в которых	1	3
146	жизни с	1	3
147	и другого	1	3
148	но он	1	3
149	том чтобы	1	3
150	не могли	1	3
151	мы можем	1	3
152	не могут	1	3
153	любопытно что	1	3
154	с ее	3	3
155	в виду	1	3
156	и совершенно	1	3
157	так и	9	3
158	с другой	8	3
159	в конечном	3	3
160	один из	3	3
161	действующих лиц	1	3
162	и ее	2	3
163	в нашей	1	3
164	что не	4	3
165	конечном счете	2	3
166	сами по	2	3
167	в конце	1	3
168	может служить	1	3
169	процесс в	1	3
170	тому как	2	3
171	в частности	14	3
172	ни на	1	3
173	того или	2	3
174	по своему	1	3
175	видит в	1	3
176	по существу	2	3
177	в смысле	1	3
178	при всем	2	3
179	само по	1	3
180	хотя бы	4	3
181	в свою	3	3
182	который не	1	3
183	точно так	2	3
184	также и	1	2
185	того же	1	2
186	только потому	1	2
187	все те	4	2
188	еще не	7	2
189	при анализе	1	2
190	нашу мысль	1	2
191	в первый	1	2
192	есть нечто	1	2
193	как не	1	2
194	к своему	1	2
195	которых может	1	2
196	бы то	3	2
197	с его	6	2
198	в ее	3	2
199	но не	5	2
200	мы будем	1	2
201	точка зрения	6	2
202	если в	3	2
203	ответ на	1	2
204	очевидно что	1	2
205	отличие от	5	2
206	того не	1	2
207	обнаруживается в	1	2
208	могли бы	1	2
209	что по	2	2
210	бы не	2	2
211	и тот	2	2
212	в себе	8	2
213	по происхождению	1	2
214	они в	2	2
215	однако он	1	2
216	на его	1	2
217	подобно тому	2	2
218	подход к	2	2
219	здесь мы	1	2
220	то ни	3	2
221	была в	1	2
222	с другими	1	2
223	это не	2	2
224	должен был	1	2
225	в них	1	2
226	одного и	1	2
227	не так	1	2
228	сводятся к	1	2
229	и при	1	2
230	место в	1	2
231	не понимает	1	2
232	их в	1	2
233	том же	1	2
234	что этот	1	2
235	вплоть до	2	2
236	принадлежат к	1	2
237	на него	3	2
238	в процессе	1	2
239	его от	1	2
240	это то	1	2
241	в самой	1	2
242	же время	4	2
243	которая не	1	2
244	ли это	1	2
245	ни в	3	2
246	когда мы	2	2
247	как только	1	2
248	в полном	2	2
249	отличается от	4	2
250	для такого	1	2
251	что оно	1	2
252	оно не	2	2
253	она не	2	2
254	свою очередь	3	2
255	на другой	2	2
256	сводится к	3	2
257	то или	3	2
258	в особенности	4	2
259	идет не	1	2
260	роль в	2	2
261	на том	3	2
262	начала и	1	2
263	и вообще	1	2
264	в таком	2	2
265	и здесь	1	2
266	этих двух	1	2
267	сознания к	2	2
268	он прямо	2	2
269	в его	9	2
270	и только	2	2
271	у всех	1	2
272	в него	1	2
273	к нему	5	2
274	в драме	1	2
275	в какой	2	2
276	может оказаться	2	2
277	место из	1	2
278	и у	1	2
279	ней не	1	2
280	говорит о	2	2
281	слова в	1	2
282	вовсе не	1	2
283	в состоянии	1	2
284	отношение к	2	2
285	каждый из	2	2
286	к которому	2	2
287	а с	3	2
288	не было	2	2
289	не на	2	2
290	зависит от	2	2
291	из которых	4	2
292	его жизни	2	2
293	но это	1	2
294	тому или	1	2
295	искусства как	1	2
296	не существует	3	2
297	для нас	1	2
298	это может	1	2
299	тем более	2	2
300	всякий раз	1	2
301	вот этот	1	2
302	первый раз	1	2
303	другой стороны	4	2
304	или иного	2	2
305	в свое	1	2
306	и от	1	2
307	во сне	1	2
308	этой точки	2	2
309	литературы а	1	1
310	как известно	2	1
311	речь идет	4	1
312	у читателя	1	1
313	одним из	2	1
314	таком случае	2	1
315	жил в	1	1
316	поэтической речи	1	1
317	он может	1	1
318	мере в	1	1
319	оказываются в	1	1
320	далее и	1	1
321	в капитанской	1	1
322	в первом	3	1
323	этот краткий	1	1
324	к другому	2	1
325	и чрезвычайно	1	1
326	на две	1	1
327	и больше	1	1
328	отношения к	2	1
329	и за	1	1
330	а как	1	1
331	как утверждает	1	1
332	и ничего	1	1
333	точкой зрения	2	1
334	в уста	1	1
335	роман с	1	1
336	что иное	2	1
337	оно есть	1	1
338	это осуществление	1	1
339	мы и	1	1
340	и со	1	1
341	одного слова	1	1
342	последней в	1	1
343	на другом	1	1
344	он сам	2	1
345	время в	2	1
346	и формы	1	1
347	без которого	1	1
348	одним словом	1	1
349	с одной	7	1
350	могло быть	1	1
351	о священнике	1	1
352	с отцом	1	1
353	и т.д	7	1
354	с совершенно	1	1
355	иногда и	1	1
356	быть так	1	1
357	друг от	1	1
358	или иное	2	1
359	идет о	2	1
360	независимо от	2	1
361	это одно	1	1
362	данный момент	1	1
363	а третий	1	1
364	что как	1	1
365	что касается	2	1
366	и где	1	1
367	кто не	1	1
368	сознания в	1	1
369	более или	2	1
370	в противоположность	2	1
371	лет а	1	1
372	то в	6	1
373	только то	1	1
374	уже не	5	1
375	из этих	3	1
376	может считаться	1	1
377	речи но	1	1
378	тому же	5	1
379	не могла	1	1
380	например как	2	1
381	широкое и	1	1
382	к рассказу	1	1
383	ключ к	2	1
384	истории так	1	1
385	не самоцелью	1	1
386	в принципе	4	1
387	в силу	4	1
388	в россии	1	1
389	свое время	1	1
390	в плане	1	1
391	и предполагает	1	1
392	что ни	1	1
393	но все	4	1
394	с белыми	1	1
395	составной частью	1	1
396	не будет	3	1
397	его характера	1	1
398	же не	4	1
399	это случилось	1	1
400	в совершенно	1	1
401	различие между	2	1
402	в другом	1	1
403	чего он	1	1
404	матери или	2	1
405	а по	2	1
406	на ту	1	1
407	его в	2	1
408	своей матери	2	1
409	в глазах	1	1
410	всю свою	1	1
411	но именно	1	1
412	является для	1	1
413	а когда	1	1
414	все было	3	1
415	как об	1	1
416	факта если	1	1
417	и определяет	1	1
418	и уже	1	1
419	он и	1	1
420	мы видели	1	1
421	жизни но	2	1
422	с такой	1	1
423	и было	1	1
424	и тогда	1	1
425	и того	1	1
426	с восприятием	1	1
427	с еще	1	1
428	таким же	1	1
429	это ощущение	1	1
430	наших дней	1	1
431	за которым	1	1
432	в котором	1	1
433	как произведение	1	1
434	не столько	4	1
435	на свою	1	1
436	себе а	1	1
437	в отличие	5	1
438	от его	1	1
439	строго говоря	1	1
440	что было	1	1
441	по крайней	1	1
442	однако в	2	1
443	зрения и	2	1
444	в историческом	1	1
445	и какая	1	1
446	воззрение на	1	1
447	как будет	3	1
448	в детстве	5	1
449	в русской	1	1
450	дело не	1	1
