N	2gram	Bakhtin_fo_1	Problemy
1	и в	50	43
2	и не	14	29
3	может быть	11	23
4	как бы	2	22
5	не может	6	18
6	в пределах	5	16
7	как и	8	14
8	но и	8	14
9	и т	8	13
10	в этом	25	13
11	точки зрения	5	13
12	что он	1	13
13	в нем	24	12
14	в одном	3	12
15	слова и	2	12
16	не только	9	11
17	в каждом	1	11
18	не в	5	11
19	по себе	2	11
20	и на	8	10
21	но в	10	10
22	как мы	14	10
23	в его	13	10
24	прежде всего	15	10
25	в сущности	3	9
26	еще не	5	9
27	он не	5	9
28	никогда не	2	9
29	в большинстве	1	9
30	т п	8	9
31	то же	11	8
32	лишь в	6	8
33	для него	2	8
34	с точки	2	8
35	и его	16	8
36	с самим	5	8
37	или в	3	8
38	слово в	1	8
39	ведь и	1	7
40	перед нами	1	7
41	в самом	8	7
42	к себе	4	7
43	в то	9	7
44	и сам	1	7
45	в другом	1	7
46	в него	1	7
47	до сих	3	7
48	а не	3	7
49	сих пор	3	7
50	то что	6	7
51	и наконец	1	6
52	так сказать	7	6
53	при этом	3	6
54	не как	2	6
55	в этих	3	6
56	здесь не	4	6
57	приводит к	1	6
58	в том	9	6
59	в котором	4	6
60	у него	6	6
61	то перед	1	6
62	и все	6	6
63	самом деле	1	5
64	к другому	2	5
65	и он	1	5
66	но не	5	5
67	по отношению	3	5
68	хотя и	3	5
69	в себе	3	5
70	все эти	9	5
71	на то	1	5
72	да и	3	5
73	таким образом	11	5
74	и с	4	5
75	было бы	2	5
76	рядом с	2	5
77	это слово	1	5
78	самим собою	3	5
79	но здесь	1	5
80	о том	1	5
81	же время	9	5
82	мы увидим	1	5
83	так что	1	5
84	вовсе не	13	5
85	в той	4	5
86	все это	4	5
87	бы в	1	5
88	а в	3	5
89	на фоне	3	5
90	героя и	7	5
91	отношению к	5	5
92	и до	5	4
93	а как	3	4
94	мы не	3	4
95	я не	1	4
96	с его	9	4
97	во всех	6	4
98	себе и	3	4
99	отличие от	2	4
100	сама по	1	4
101	там где	2	4
102	в своем	4	4
103	человека в	17	4
104	в них	4	4
105	далеко не	2	4
106	между собою	1	4
107	должно быть	1	4
108	во время	1	4
109	в своей	2	4
110	в отличие	2	4
111	но он	2	4
112	их в	3	4
113	том же	2	4
114	я для	1	4
115	как его	1	4
116	в самой	2	4
117	или как	4	4
118	с другом	1	4
119	к тому	3	4
120	и это	4	4
121	с собой	1	4
122	в чужом	1	4
123	в словах	1	4
124	этот вопрос	1	4
125	только в	4	4
126	же и	2	4
127	ни одного	1	4
128	так как	6	4
129	как раз	13	4
130	с другой	2	4
131	до конца	4	4
132	более того	3	4
133	не на	1	4
134	то есть	33	4
135	не могут	3	4
136	друг с	1	4
137	и нет	2	4
138	это он	1	4
139	в результате	6	4
140	между ними	3	4
141	совершенно не	2	4
142	себе самому	4	4
143	что в	5	4
144	но эти	1	4
145	также и	2	3
146	мы уже	11	3
147	той же	2	3
148	и со	1	3
149	в виду	3	3
150	здесь нет	3	3
151	он был	1	3
152	он сам	1	3
153	мы будем	2	3
154	стороны и	2	3
155	кроме того	4	3
156	и к	2	3
157	только на	3	3
158	прямой и	1	3
159	тому же	2	3
160	самим собой	2	3
161	это не	6	3
162	в жизни	6	3
163	и их	8	3
164	в их	6	3
165	образом и	1	3
166	в одно	3	3
167	в отношении	3	3
168	она не	1	3
169	того и	2	3
170	ничего не	9	3
171	во всем	2	3
172	уже говорили	3	3
173	могут быть	5	3
174	за всеми	1	3
175	той или	2	3
176	и этим	1	3
177	в себя	1	3
178	так и	12	3
179	если бы	5	3
180	и даже	2	3
181	с ним	2	3
182	и здесь	1	3
183	в различных	2	3
184	что и	3	3
185	и только	1	3
186	наконец в	1	3
187	здесь в	2	3
188	и следовательно	4	3
189	его в	3	3
190	тот же	1	3
191	и ее	3	3
192	со всеми	3	3
193	себя в	1	3
194	есть в	2	3
195	уже не	2	3
196	тем что	2	3
197	герой и	1	3
198	или иной	2	3
199	о своей	2	3
200	себя и	3	3
201	в романах	2	3
202	по существу	12	3
203	но для	2	3
204	все же	6	3
205	и для	4	3
206	в эту	1	3
207	но зато	1	3
208	в романе	32	3
209	не знает	3	3
210	того же	8	3
211	в последнем	1	3
212	героя в	1	3
213	я и	1	2
214	ту же	2	2
215	отношения к	3	2
216	человека и	11	2
217	тем же	1	2
218	на материале	2	2
219	принадлежит самому	1	2
220	вопрос о	2	2
221	время как	5	2
222	на себя	2	2
223	мы и	4	2
224	для наших	1	2
225	и явления	1	2
226	и сами	1	2
227	типа это	1	2
228	всем этим	3	2
229	мы наблюдали	1	2
230	но конечно	2	2
231	как если	2	2
232	друг к	2	2
233	друг на	2	2
234	с собою	1	2
235	отношение к	2	2
236	к третьему	1	2
237	не входят	2	2
238	как в	6	2
239	с этим	6	2
240	и различные	1	2
241	и как	10	2
242	его к	1	2
243	слова он	1	2
244	сливается с	1	2
245	та же	1	2
246	бы и	1	2
247	что это	1	2
248	в целом	2	2
249	момент его	2	2
250	европейского романа	4	2
251	бы не	1	2
252	из этих	1	2
253	с их	2	2
254	романа но	4	2
255	нами в	1	2
256	как он	2	2
257	но на	4	2
258	на одну	1	2
259	и еще	2	2
260	на том	1	2
261	оно должно	1	2
262	одно и	3	2
263	но все	5	2
264	конечно в	1	2
265	об этом	2	2
266	из них	1	2
267	к другу	2	2
268	входит в	3	2
269	ко второму	1	2
270	на почве	2	2
271	и соответствующие	1	2
272	лишь на	1	2
273	него как	1	2
274	ни в	8	2
275	на друга	2	2
276	не место	2	2
277	автора и	2	2
278	том что	4	2
279	и при	1	2
280	почти нет	1	2
281	осознания и	1	2
282	в которых	2	2
283	его лежит	1	2
284	мы сказали	1	2
285	значение для	1	2
286	и другого	1	2
287	но эта	3	2
288	что было	3	2
289	что этот	1	2
290	и то	4	2
291	и очень	1	2
292	раз и	2	2
293	иной раз	1	2
294	авантюрный роман	2	2
295	дело в	2	2
296	одна из	2	2
297	на себе	1	2
298	в процессе	4	2
299	появляются в	1	2
300	и является	2	2
301	и эта	2	2
302	у нас	1	2
303	я сам	1	2
304	отличается от	1	2
305	должны быть	1	2
306	как человек	4	2
307	но к	1	2
308	здесь мы	1	2
309	для себя	7	2
310	и самое	1	2
311	в конце	9	2
312	и тонко	1	2
313	всего этого	2	2
314	особенно в	1	2
315	то время	4	2
316	в образе	5	2
317	времени и	10	2
318	с человеком	1	2
319	не был	1	2
320	в глаза	2	2
321	его жизни	8	2
322	все его	3	2
323	от них	1	2
324	переходит в	1	2
325	в форме	3	2
326	того что	2	2
327	быть и	2	2
328	в стороне	2	2
329	конечно не	4	2
330	не входит	2	2
331	уже в	2	2
332	если мы	2	2
333	и они	1	2
334	то и	1	2
335	имеется и	2	2
336	его и	2	2
337	ведь это	1	2
338	мы можем	1	2
339	ничего что	1	2
340	именно как	4	2
341	с другим	1	2
342	и др	9	2
343	что не	3	2
344	он только	2	2
345	так же	6	2
346	по своему	1	2
347	человек с	1	2
348	например в	6	2
349	этого слова	1	2
350	своей жизни	4	2
351	между собой	4	2
352	например у	3	2
353	вне его	2	2
354	слова но	1	2
355	себя на	1	2
356	узком смысле	1	2
357	человек и	2	2
358	эти проблемы	1	2
359	для нас	2	2
360	лишь как	2	2
361	бы он	1	2
362	еще более	3	2
363	хотя бы	2	2
364	сделаны из	1	2
365	образ человека	6	2
366	с ними	1	2
367	сказать что	3	2
368	была бы	2	2
369	авантюрного романа	3	2
370	нет но	2	2
371	ее в	2	2
372	в своих	1	2
373	значение в	5	2
374	в таком	3	2
375	во всяком	3	2
376	смысле слова	2	1
377	в движение	3	1
378	функции в	1	1
379	и через	1	1
380	он может	1	1
381	эта идеальная	1	1
382	и есть	1	1
383	далее и	1	1
384	между двумя	6	1
385	его же	1	1
386	подхода к	3	1
387	одним из	1	1
388	их и	2	1
389	есть не	3	1
390	всего того	3	1
391	за другом	2	1
392	и само	1	1
393	же как	2	1
394	при анализе	1	1
395	всех его	1	1
396	внутреннего человека	1	1
397	дан в	2	1
398	именно к	1	1
399	ни единого	1	1
400	конкретном и	1	1
401	такое положение	1	1
402	эта форма	2	1
403	его служит	1	1
404	но она	2	1
405	развернуть в	1	1
406	принадлежит к	2	1
407	роман в	4	1
408	как во	1	1
409	в нем?	1	1
410	и чужого	1	1
411	их к	2	1
412	конечно и	4	1
413	явлений нет	1	1
414	на них	2	1
415	себя а	1	1
416	разобранных нами	1	1
417	этой почве	1	1
418	правда этот	1	1
419	служит для	1	1
420	здесь тот	1	1
421	идея эта	1	1
422	а следовательно	1	1
423	с одной	3	1
424	то он	1	1
425	но как	1	1
426	точка зрения	1	1
427	менее всего	1	1
428	в новом	1	1
429	этого типа	5	1
430	выражения или	1	1
431	нет и	2	1
432	человек человек	2	1
433	и речи	5	1
434	большое значение	1	1
435	идет о	1	1
436	слова эта	1	1
437	внутренняя жизнь	2	1
438	достаточно назвать	1	1
439	здесь раскрывается	1	1
440	однако не	1	1
441	не сливается	1	1
442	по ошибке	1	1
443	характер носит	1	1
444	себе не	1	1
445	увидим что	1	1
446	второму типу	1	1
447	в нашем	2	1
448	степени и	1	1
449	которые в	1	1
450	и пространства	4	1
451	тоже не	1	1
452	в этой	1	1
453	ведет себя	1	1
454	и резко	1	1
455	не могла	1	1
456	его но	3	1
457	человек не	1	1
458	а вовсе	1	1
459	все они	1	1
460	вообще не	3	1
461	образ его	1	1
462	в первых	1	1
463	есть одна	1	1
464	сказать в	1	1
465	оно было	1	1
466	их может	1	1
467	она становится	3	1
468	из этой	1	1
469	он должен	2	1
470	не к	2	1
471	лишена определяющего	1	1
472	в корне	1	1
473	бы вовсе	2	1
474	биографический роман	1	1
475	характер в	2	1
476	дома на	1	1
477	в плане	1	1
478	этом мире	2	1
479	и по	2	1
480	его можно	1	1
481	будем говорить	1	1
482	но дело	2	1
483	не бывает	1	1
484	значительной степени	1	1
485	не следует	1	1
486	всех сюжетных	2	1
487	что все	2	1
488	всегда строится	1	1
489	типы и	2	1
490	и характер	2	1
491	в мире	1	1
492	третьему типу	1	1
493	или два	1	1
494	глубокий и	1	1
495	непосредственно переходит	1	1
496	не исчерпали	1	1
497	и лучше	1	1
498	с другими	3	1
499	друг другу	2	1
500	первый тип	6	1
501	моментом которого	1	1
502	непосредственным продолжением	1	1
503	и непосредственное	1	1
504	по природе	2	1
505	все может	1	1
506	самих и	1	1
507	всю его	1	1
508	ведь в	1	1
509	в ином	1	1
510	к герою	1	1
511	из нее	2	1
512	нет в	2	1
513	образу человека	1	1
514	в ее	6	1
515	место и	3	1
516	романы достоевского	1	1
517	и уже	3	1
518	нигде не	1	1
519	о чем	1	1
520	очень важное	1	1
521	чем в	2	1
522	и тогда	1	1
523	в научной	1	1
524	поэтому здесь	3	1
525	ибо не	1	1
526	не становится	1	1
527	никаких сколько-нибудь	1	1
528	целого но	1	1
529	мы говорили	3	1
530	их вообще	1	1
531	что еще	1	1
532	точку зрения	2	1
533	остается вне	1	1
534	другом и	1	1
535	теми же	1	1
536	не меняет	1	1
537	героев не	1	1
538	вещей и	1	1
539	с такими	1	1
540	человека но	1	1
541	связей с	1	1
542	вернемся к	1	1
543	героем и	1	1
544	и разновидности	3	1
545	быть лишь	1	1
546	сами герои	2	1
547	власть в	1	1
548	но они	3	1
549	в таких	1	1
550	и функции	1	1
551	виду что	1	1
552	этими двумя	3	1
553	друг друга	3	1
554	тогда когда	2	1
555	в романном	1	1
556	что их	1	1
557	в основе	5	1
558	героев и	3	1
559	и имеет	1	1
560	оттенки в	1	1
561	весь роман	2	1
562	во всякой	2	1
563	того чтобы	5	1
564	нем в	2	1
565	не могло	5	1
566	это с	1	1
567	не имеет	4	1
568	следовательно и	1	1
569	только и	5	1
570	находятся в	1	1
571	подобных явлений	1	1
572	всего на	1	1
573	по своей	1	1
574	исчерпали всех	1	1
575	собой поэтому	1	1
576	и после	1	1
577	нам важно	1	1
578	связи с	6	1
579	автобиография и	1	1
580	им и	1	1
581	внутренне не	3	1
582	точном смысле	2	1
583	такие же	1	1
584	все то	2	1
585	эти проявления	1	1
586	числе и	2	1
587	всего в	1	1
588	одну и	1	1
589	здесь они	1	1
590	его с	1	1
591	для его	1	1
592	подходом к	2	1
593	самую гущу	1	1
594	когда они	1	1
595	этого второго	1	1
596	где он	1	1
597	особый тип	1	1
598	встрече в	1	1
599	здесь еще	2	1
600	жизни очень	1	1
601	разрушена он	1	1
602	не делает	1	1
603	но по	2	1
604	до них	1	1
605	с ее	6	1
606	прямое и	1	1
607	след в	1	1
608	элементы этого	1	1
609	центре его	2	1
610	через три	1	1
611	так в	1	1
612	мы отмечаем	1	1
613	быть еще	1	1
614	если они	2	1
615	человека он	1	1
616	становится лишь	1	1
617	и ту	1	1
618	те же	2	1
619	здесь как	2	1
620	живет в	1	1
621	отсюда и	2	1
622	и каждый	1	1
623	во многом	2	1
624	глубоко и	1	1
625	сколько-нибудь существенных	1	1
626	преступлений и	1	1
627	жизнь и	4	1
628	понятно что	4	1
629	жанра в	1	1
630	напротив именно	1	1
631	и вообще	2	1
632	типа не	1	1
633	быть или	1	1
634	поэтому их	1	1
635	одно это	1	1
636	разных типов	1	1
637	в построении	1	1
638	только наблюдает	1	1
639	здесь то	1	1
640	часто и	2	1
641	абстрактный характер	1	1
642	и поэтому	1	1
643	зрения на	1	1
644	здесь даже	1	1
645	типа в	1	1
646	за пределами	1	1
647	и подходом	1	1
648	в значительной	2	1
649	нас в	3	1
650	от него	1	1
651	препятствия и	1	1
652	он его	1	1
653	героев например	1	1
654	нем не	3	1
655	под одну	1	1
656	лишь путем	1	1
657	и во	7	1
658	во втором	2	1
659	какие мы	1	1
660	на чужой	1	1
661	на одном	1	1
662	сюда же	1	1
663	исключительно важное	1	1
664	романа в	5	1
665	резко отличается	1	1
666	из одних	1	1
667	человека как	1	1
668	может иметь	1	1
669	поэтому все	2	1
670	и мир	1	1
671	она может	1	1
672	в каких	1	1
673	один из	3	1
674	ведь эти	1	1
675	явления как	1	1
676	этого чужого	1	1
677	мы видим	3	1
678	важное значение	2	1
679	одной из	3	1
680	явления в	2	1
681	его жизнь	1	1
682	пор не	1	1
683	еще и	2	1
684	очень много	1	1
685	это очень	1	1
686	иной степени	1	1
687	всяком случае	1	1
688	между этими	4	1
689	второй тип	2	1
690	приключений и	2	1
691	в эти	1	1
692	в качестве	3	1
693	типов но	1	1
694	человека с	1	1
695	с нею	1	1
696	раз в	4	1
697	друг за	2	1
698	этого нового	1	1
699	человека человека	1	1
700	определяющего влияния	1	1
701	ним не	1	1
702	на определенной	1	1
703	различных произведениях	1	1
704	следует за	1	1
705	здесь же	1	1
706	или даже	1	1
707	в данной	2	1
708	и обратно	1	1
709	в конкретное	1	1
710	таким-то образом	1	1
711	ни с	2	1
712	мир в	2	1
713	него нет	1	1
714	не лежит	1	1
715	в идеальном	1	1
716	эти три	1	1
717	бы совершенно	2	1
718	как их	1	1
719	мы находим	2	1
720	сами по	1	1
721	вся внутренняя	1	1
722	при всей	1	1
723	не о	2	1
724	к чужой	1	1
725	но уже	1	1
726	которые могут	1	1
727	человек как	1	1
728	она имеет	1	1
729	и сама	1	1
730	во всей	3	1
731	всеми этими	1	1
732	в других	9	1
733	героя его	1	1
734	о которых	1	1
735	чужое в	1	1
736	не было	7	1
737	были бы	1	1
738	нет например	1	1
739	чувствует себя	2	1
740	связан с	1	1
741	зрения этого	1	1
742	одной стороны	2	1
743	мы это	1	1
744	и т.п	4	1
745	не обязательно	2	1
746	и тех	2	1
747	ориентируется на	1	1
748	совершенно нового	2	1
749	внешнее и	2	1
750	на которые	1	1
751	на ней	1	1
752	говорит о	1	1
753	так глубоко	1	1
754	от этого	2	1
755	ей не	1	1
756	которых мы	1	1
757	жизнь в	2	1
758	и внутренне	1	1
759	как ни	1	1
760	своей любви	1	1
761	одну из	1	1
762	изображения в	1	1
763	своей структуре	1	1
764	мы остановимся	1	1
765	раскрыться и	1	1
766	время оно	2	1
767	что из	1	1
768	но есть	1	1
769	различные способы	1	1
770	в связи	5	1
771	с помощью	2	1
772	на этой	4	1
773	все более	1	1
774	с людьми	1	1
775	человек в	3	1
776	в центре	2	1
777	вместе с	3	1
778	но кроме	1	1
779	и потому	3	1
780	в присутствии	4	1
781	и гораздо	1	1
782	здесь отчетливо	1	1
783	из которых	1	1
784	к своему	2	1
785	не знал	1	1
786	влияния на	2	1
787	и человеческих	1	1
788	собой в	1	1
789	смысле этого	1	1
790	остановимся прежде	1	1
791	того не	2	1
792	и всей	2	1
793	идеи человека	1	1
794	об особенностях	1	1
795	форма в	1	1
796	сходство и	1	1
797	оставляем в	1	1
798	в это	2	1
799	про себя	1	1
800	лишь то	1	1
801	поэтому для	1	1
802	в основном	5	1
803	в начале	3	1
804	различные степени	1	1
805	в самую	1	1
806	силу и	1	1
807	которой он	1	1
808	к другим	1	1
809	при всем	1	1
810	этот образ	2	1
811	известной степени	1	1
812	сюжета и	2	1
813	и единого	1	1
814	здесь конечно	2	1
815	миру в	1	1
816	в самые	1	1
817	этот процесс	5	1
818	и от	1	1
819	в точном	2	1
820	остается тем	1	1
821	место для	3	1
822	тем более	1	1
823	своей собственной	3	1
824	в другое	1	1
825	совершенно иной	3	1
826	себя самого	1	1
827	развертывается в	1	1
828	а каждый	1	1
829	второго типа	5	1
