N	3gram	Voloshinov_1	Istorich
1	в том что	2	5
2	так же как	1	4
3	в связи с	1	4
4	по отношению к	3	3
5	подобно тому как	1	3
6	можно было бы	1	3
7	с одной стороны	2	3
8	мы уже видели	1	3
9	в другом месте	1	2
10	что иное как	2	2
11	иметь в виду	1	2
12	об этом говорит	1	2
13	на самом деле	1	2
14	не что иное	2	2
15	в одном случае	1	2
16	с другой стороны	2	2
17	не может быть	4	2
18	и вместе с	1	2
19	с самого начала	2	2
20	на то что	1	2
21	том что в	1	1
22	как то что	1	1
23	в виду что	1	1
24	но так как	2	1
25	должно было бы	1	1
26	мы можем установить	1	1
27	в зависимости от	2	1
28	в отличие от	1	1
29	и не мог	1	1
30	почти никогда не	1	1
31	таким образом мы	1	1
32	и в его	1	1
33	и то же	2	1
34	тем не менее	1	1
35	и пр с	1	1
36	в связи со	1	1
37	потому что они	1	1
38	указать на то	1	1
39	в тех случаях	1	1
40	есть не что	2	1
41	по себе а	1	1
42	мы не можем	1	1
43	все же остается	1	1
44	в природе не	1	1
45	и один из	1	1
46	было бы быть	1	1
47	не только на	1	1
48	тех случаях когда	1	1
