N	2gram	Losev_Dial_1	Tvorches
1	и в	18	20
2	и т	21	13
3	не только	13	13
4	т д	19	11
5	никогда не	9	11
6	как бы	11	11
7	таким образом	1	10
8	в то	6	10
9	в его	3	10
10	и его	1	9
11	же с	1	9
12	и не	30	9
13	при этом	1	8
14	и с	5	8
15	в том	9	8
16	может быть	17	8
17	в этом	12	8
18	прежде всего	10	8
19	но и	7	8
20	то же	10	7
21	это не	9	7
22	представление о	1	7
23	же время	4	7
24	наряду с	1	7
25	потому что	14	7
26	не может	12	7
27	что в	13	7
28	как и	2	6
29	в своей	2	6
30	что он	11	6
31	так и	9	6
32	в конце	4	6
33	у него	1	6
34	именно в	2	6
35	а не	14	6
36	все это	11	6
37	например в	1	5
38	еще не	2	5
39	но не	4	5
40	все же	5	5
41	в этой	1	5
42	если он	1	5
43	и сам	1	5
44	в мире	2	5
45	то есть	1	5
46	о том	4	5
47	и даже	13	5
48	но это	8	5
49	так же	4	5
50	мы не	1	4
51	все эти	2	4
52	что они	3	4
53	отнюдь не	9	4
54	как в	2	4
55	хотя и	4	4
56	когда он	1	4
57	но в	6	4
58	не в	6	4
59	в дальнейшем	5	4
60	что она	7	4
61	что у	1	4
62	об этом	4	4
63	показывает что	1	4
64	если бы	12	4
65	тем самым	1	4
66	ничего не	17	4
67	в духе	1	4
68	в чем	6	4
69	мы видим	4	4
70	в душе	1	4
71	а в	5	4
72	если не	1	4
73	и потому	3	4
74	и от	2	4
75	том что	9	4
76	же как	2	3
77	и отчасти	1	3
78	он сам	5	3
79	а с	2	3
80	в себе	11	3
81	в нем	16	3
82	он не	3	3
83	у пушкина	4	3
84	в образе	1	3
85	так например	1	3
86	его в	1	3
87	и мы	5	3
88	но уже	2	3
89	в самом	3	3
90	в котором	4	3
91	в их	3	3
92	место в	1	3
93	в которых	2	3
94	и это	2	3
95	мифа в	1	3
96	быть может	4	3
97	с ним	6	3
98	до сих	2	3
99	любви к	1	3
100	между тем	1	3
101	уже не	2	3
102	для него	2	3
103	так как	11	3
104	то что	13	3
105	как у	2	3
106	и др	1	3
107	что не	7	3
108	превращается в	1	3
109	вместе с	1	3
110	с этой	2	3
111	сих пор	2	3
112	один из	3	3
113	не является	3	3
114	по самой	1	3
115	жизни в	1	3
116	д в	1	3
117	к этому	2	3
118	в таком	1	3
119	как известно	1	2
120	неотделима от	1	2
121	самом деле	3	2
122	и есть	16	2
123	по преимуществу	1	2
124	проникает в	1	2
125	он всегда	2	2
126	говорить о	5	2
127	со своими	1	2
128	я не	5	2
129	и он	5	2
130	в ее	1	2
131	нет и	1	2
132	так что	15	2
133	и наконец	1	2
134	но эта	3	2
135	в которой	1	2
136	из жизни	1	2
137	бы не	1	2
138	тоже не	2	2
139	т п	2	2
140	тому же	2	2
141	и если	1	2
142	и по	1	2
143	при помощи	1	2
144	или наконец	1	2
145	такой же	2	2
146	и еще	3	2
147	в такой	1	2
148	что я	3	2
149	точку зрения	3	2
150	не могли	1	2
151	где нет	1	2
152	так он	1	2
153	не менее	2	2
154	xviii века	1	2
155	как о	2	2
156	я буду	1	2
157	другой стороны	4	2
158	однако это	1	2
159	могут быть	3	2
160	же не	1	2
161	так в	1	2
162	веру в	1	2
163	что идея	1	2
164	и что	12	2
165	не стоит	1	2
166	и только	1	2
167	крайней мере	4	2
168	всяком случае	2	2
169	в ту	1	2
170	все время	1	2
171	о своих	2	2
172	д и	2	2
173	с ними	2	2
174	только в	3	2
175	в стороне	1	2
176	не мешает	4	2
177	точка зрения	2	2
178	себя в	1	2
179	и у	2	2
180	уже в	1	2
181	в виде	2	2
182	и других	1	2
183	из них	2	2
184	не так	1	2
185	вовсе не	7	2
186	только с	3	2
187	другом в	1	2
188	понимаем что	1	2
189	с другим	1	2
190	с другой	6	2
191	не было	6	2
192	зависит от	1	2
193	по крайней	4	2
194	и вообще	4	2
195	в частности	2	2
196	так мы	1	2
197	это его	1	2
198	образ и	4	2
199	из этой	1	2
200	и тогда	2	2
201	это уже	1	2
202	для автора	1	2
203	в основе	3	2
204	ни к	2	2
205	с другими	2	2
206	к самому	2	2
207	но если	5	2
208	и без	1	2
209	из этого	1	2
210	сам в	1	2
211	а я	1	2
212	в искусстве	1	2
213	во всяком	4	2
214	лишь из	1	1
215	нем нет	3	1
216	можно говорить	2	1
217	речь идет	1	1
218	лишь ее	1	1
219	не остается	1	1
220	а между	1	1
221	на другой	1	1
222	только потому	3	1
223	и должно	1	1
224	это и	4	1
225	без идеи	1	1
226	перед лицом	1	1
227	мы говорим	4	1
228	почти всегда	4	1
229	действительности и	3	1
230	мы уже	1	1
231	той же	1	1
232	жизненное событие	1	1
233	что если	2	1
234	общества и	1	1
235	и тут	3	1
236	что уже	2	1
237	почему мы	1	1
238	и абсолютная	1	1
239	этом не	1	1
240	в бешенство	1	1
241	на себя	1	1
242	мы получаем	2	1
243	как я	1	1
244	в самих	1	1
245	мы и	2	1
246	то это	4	1
247	идею а	2	1
248	сказать о	1	1
249	же что	1	1
250	нечто более	1	1
251	быть в	2	1
252	не был	2	1
253	не приходит	1	1
254	ведь тоже	1	1
255	во всех	1	1
256	говоря не	2	1
257	я никогда	2	1
258	в создании	1	1
259	но как	2	1
260	а только	3	1
261	и всякий	2	1
262	если в	3	1
263	искусство в	1	1
264	за их	1	1
265	менее всего	1	1
266	нужно быть	2	1
267	в жизни	1	1
268	отношение к	5	1
269	или иное	3	1
270	взятая в	1	1
271	не буду	3	1
272	изображения и	1	1
273	чем же	1	1
274	сама жизнь	1	1
275	общего с	5	1
276	с этим	2	1
277	в душу	4	1
278	не хочешь	1	1
279	этой стороны	2	1
280	перед нами	1	1
281	кто из	1	1
282	и как	7	1
283	говорит что	3	1
284	я должен	1	1
285	его к	1	1
286	и к	1	1
287	в противоположность	5	1
288	еще на	1	1
289	что это	11	1
290	от бога	3	1
291	ужаса и	1	1
292	из этих	2	1
293	думать что	3	1
294	что ничего	1	1
295	смотрим на	1	1
296	с их	1	1
297	и до	1	1
298	но его	1	1
299	на то	5	1
300	а более	3	1
301	теории и	1	1
302	в мистическом	1	1
303	главным образом	1	1
304	мысли и	3	1
305	не говорит	4	1
306	после этого	1	1
307	интересно и	1	1
308	и эти	1	1
309	еще сложнее	1	1
310	в первую	2	1
311	не значит	3	1
312	эта последняя	1	1
313	идеи и	5	1
314	к одному	1	1
315	них нет	1	1
316	не к	1	1
317	что нужно	1	1
318	в силу	1	1
319	и вот	6	1
320	же самая	1	1
321	мифический образ	1	1
322	я с	1	1
323	к выводу	1	1
324	можно было	5	1
325	в каждом	2	1
326	что все	1	1
327	это случилось	1	1
328	и дальше	1	1
329	чего он	1	1
330	а по	1	1
331	и опять-таки	1	1
332	того или	1	1
333	заключается в	1	1
334	первую очередь	1	1
335	мы на	1	1
336	бытия но	1	1
337	было бы	12	1
338	то все	1	1
339	нечто внешнее	1	1
340	характер не	1	1
341	по себе	25	1
342	мог бы	2	1
343	абсолютная необходимость	1	1
344	ни в	15	1
345	для них	1	1
346	из нее	1	1
347	в них	3	1
348	как некие	1	1
349	нет в	1	1
350	не понимают	2	1
351	но лишь	4	1
352	дальнейшем но	1	1
353	всю жизнь	1	1
354	и четко	1	1
355	несмотря на	10	1
356	жизни но	1	1
357	образ на	1	1
358	им не	1	1
359	видим как	1	1
360	в развитии	1	1
361	должно быть	3	1
362	потому и	1	1
363	не содержится	1	1
364	я делаю	1	1
365	в этих	5	1
366	от своего	1	1
367	не зависит	1	1
368	наконец даже	1	1
369	говорил о	1	1
370	знаем что	1	1
371	и о	3	1
372	образом и	2	1
373	но он	1	1
374	христианской мифологии	1	1
