N	3gram	Medvedev_F_1	Hudozhes
1	в том что	1	11
2	по отношению к	4	7
3	так и не	1	4
4	то же время	8	4
5	в то же	8	4
6	к тому что	1	4
7	не может быть	5	3
8	с одной стороны	4	3
9	тем не менее	1	3
10	состоит в том	1	2
11	и в этом	2	2
12	с точки зрения	13	2
13	до сих пор	6	2
14	и в то	1	2
15	хотя бы и	1	2
16	и т п	4	2
17	то что было	1	2
18	так же как	1	2
19	в данном случае	1	2
20	того или иного	2	2
21	не только не	2	2
22	тому что он	1	2
23	и т д	8	2
24	не мешает ему	1	1
25	нет и не	2	1
26	сводится к тому	2	1
27	то ни стало	2	1
28	в настоящее время	10	1
29	отношению к этой	1	1
30	один из путей	1	1
31	же как и	1	1
32	во что бы	2	1
33	как раз и	1	1
34	тот или иной	1	1
35	бы то ни	3	1
36	произведения и в	1	1
37	между тем как	1	1
38	в этом отношении	1	1
39	том числе и	1	1
40	в то что	1	1
41	в это время	1	1
42	что бы то	2	1
43	в самом начале	1	1
44	из виду что	2	1
45	а также и	1	1
46	а не как	1	1
47	и потому не	1	1
48	так или иначе	1	1
49	все более и	2	1
50	и состоит в	1	1
51	с другой стороны	1	1
52	бы уже не	1	1
53	и в том	1	1
54	как и всякая	2	1
55	не могло быть	1	1
56	заключается в том	1	1
57	в нашем примере	1	1
58	том что без	1	1
59	та или иная	1	1
60	с самого начала	1	1
61	что не мешает	1	1
62	более и более	2	1
63	в различных ее	1	1
64	но все же	1	1
65	в этой роли	1	1
66	как мы знаем	1	1
67	друг от друга	2	1
68	в жизни и	1	1
69	в том числе	1	1
70	если бы оно	2	1
71	что и в	1	1
72	вслед за этим	1	1
73	и с ее	1	1
74	его жизни как	1	1
75	в пределах одного	1	1
