N	4gram	Vygotskiy__3	Stilisti
1	и содержание и форму	1	2
2	не что иное как	1	2
3	одной и той же	2	2
4	вместе с тем и	4	2
5	в связи с этим	1	2
6	есть не что иное	1	2
7	то что мы в	1	1
8	одного и того же	4	1
9	теми или иными предметами	1	1
10	этом мы будем говорить	1	1
11	в дальнейшем мы будем	1	1
12	с их точки зрения	1	1
13	в собственном смысле слова	2	1
14	как мы увидим ниже	1	1
15	одному и тому же	1	1
16	к одному и тому	1	1
17	одном и том же	1	1
18	что же представляет собой	1	1
19	одним и тем же	1	1
