N	3gram	Propp_Isto_2	Dialekti
1	и т д	18	15
2	в том что	5	9
3	что иное как	2	8
4	не что иное	2	8
5	это значит что	1	7
6	не может быть	2	6
7	есть не что	1	5
8	это и есть	1	4
9	подобно тому как	3	4
10	и той же	1	3
11	т д и	2	3
12	одной и той	1	3
13	на то что	2	3
14	все на свете	1	3
15	как только мы	1	2
16	т е она	1	2
17	о том как	1	2
18	т е что	1	2
19	сам по себе	1	2
20	и не мог	1	2
21	оно и есть	1	2
22	точно так же	6	2
23	т е в	1	2
24	т д все	1	2
25	иметь в виду	2	2
26	вовсе не в	1	2
27	то самое что	1	2
28	мы видим что	5	2
29	не думает что	1	2
30	тем не менее	1	2
31	здесь идет речь	1	1
32	далеко еще не	1	1
33	в обоих случаях	1	1
34	что она не	1	1
35	другой стороны в	1	1
36	но и так	1	1
37	это так то	1	1
38	в ней и	1	1
39	черт и т	1	1
40	только тот кто	1	1
41	должно было бы	1	1
42	очень много но	2	1
43	т е мы	1	1
44	которые мы нашли	1	1
45	и есть то	1	1
46	и не только	1	1
47	в зависимости от	1	1
48	в отличие от	1	1
49	т д но	2	1
50	но в сущности	1	1
51	мы видим в	1	1
52	с тем что	3	1
53	но я не	1	1
54	мы должны теперь	1	1
55	если это так	1	1
56	можно найти в	1	1
57	в это время	1	1
58	не только в	4	1
59	не просто как	1	1
60	в сущности это	1	1
61	в мифе о	1	1
62	то что было	1	1
63	так или иначе	1	1
64	в связи с	4	1
65	в виду что	1	1
66	хотя бы на	1	1
67	указать на то	1	1
68	том что они	1	1
69	в этом случае	5	1
70	связи с этим	1	1
71	о том что	2	1
72	в этом мифе	1	1
73	и вместе с	2	1
74	мы можем сказать	1	1
75	если мы не	1	1
76	не только не	1	1
77	и прежде всего	1	1
78	в себя и	1	1
79	но все же	4	1
80	с другой стороны	2	1
81	друг от друга	1	1
82	в последней главе	1	1
83	после того как	2	1
84	это как бы	1	1
85	но это не	1	1
86	так как самое	1	1
87	можем сказать что	1	1
88	по себе а	1	1
89	надо иметь в	1	1
90	что делается с	1	1
