N	3gram	Ircho_Kome_1	Myslijsy
1	по отношению к	3	8
2	в том что	9	7
3	о том что	3	5
4	а между тем	1	4
5	то же самое	2	4
6	до сих пор	2	4
7	и т п	5	4
8	сам по себе	1	4
9	на то что	2	4
10	для того чтобы	1	4
11	тем не менее	1	4
12	вместе с тем	1	3
13	во всяком случае	2	3
14	и т д	4	3
15	и таким образом	2	3
16	то же время	4	3
17	в то же	4	3
18	не в состоянии	2	2
19	что иное как	1	2
20	подобно тому как	1	2
21	в том же	1	2
22	в данном случае	1	2
23	так или иначе	1	2
24	и в том	1	2
25	мы можем судить	2	2
26	после того как	3	2
27	в большинстве случаев	1	2
28	не что иное	1	2
29	и тот же	1	2
30	хотя и не	1	1
31	что же касается	1	1
32	в силу этого	1	1
33	отсюда видно что	1	1
34	и к тому	1	1
35	как было сказано	1	1
36	сплошь да рядом	1	1
37	по меньшей мере	2	1
38	он может быть	1	1
39	то время когда	1	1
40	в том числе	1	1
41	со всех сторон	1	1
42	и не только	1	1
43	можно говорить о	1	1
44	но и не	1	1
45	но и в	2	1
46	а может быть	1	1
47	в этом отношении	3	1
48	и здесь мы	1	1
49	другой стороны в	1	1
50	что все это	1	1
51	между тем он	1	1
52	в это время	1	1
53	повторяют друг друга	1	1
54	с одной стороны	3	1
55	смысле этого слова	1	1
56	как один из	1	1
57	но при этом	1	1
58	в разной мере	1	1
59	этого слова с	1	1
60	что в действительности	1	1
61	с другой стороны	5	1
62	в той же	1	1
63	таким образом в	2	1
64	в то время	5	1
65	том что могло	1	1
66	из своей головы	1	1
67	в одном из	4	1
68	и все это	1	1
69	с самого начала	1	1
70	речь идет о	3	1
71	друг от друга	1	1
72	которые могут быть	1	1
73	не представляется возможным	1	1
74	во второй половине	2	1
75	можем судить по	1	1
76	к тому что	1	1
77	у нас в	2	1
78	как и в	2	1
79	в мире для	1	1
