N	2gram	Medvedev_F_1	Myslijsy
1	потому что	1	52
2	и в	24	39
3	в языке	1	33
4	может быть	14	27
5	в том	6	26
6	только в	2	25
7	не может	16	22
8	что в	4	22
9	не только	7	21
10	так как	1	21
11	а не	10	21
12	в нем	14	20
13	но и	7	20
14	и не	20	18
15	языка и	1	17
16	что язык	1	16
17	том что	1	16
18	так что	1	16
19	в этом	15	15
20	не в	8	15
21	если бы	4	14
22	по отношению	4	13
23	в себе	3	13
24	таким образом	13	13
25	так и	18	13
26	отношению к	4	13
27	было бы	6	12
28	в душе	2	11
29	есть только	1	11
30	мы не	3	10
31	как в	8	10
32	по себе	5	10
33	и что	2	10
34	то что	8	10
35	что не	1	10
36	не есть	2	10
37	и понимания	1	9
38	но в	5	9
39	как и	11	9
40	мысли в	2	9
41	могут быть	1	9
42	для нас	1	9
43	но не	3	8
44	в слове	1	8
45	точки зрения	16	8
46	в одном	2	8
47	того что	5	8
48	со стороны	5	8
49	вместе с	2	8
50	в ней	10	7
51	в истории	4	7
52	с этим	2	7
53	это не	2	7
54	в этих	1	7
55	на язык	3	7
56	должны быть	5	7
57	с другой	5	7
58	должно быть	11	7
59	и т	12	6
60	то же	10	6
61	независимо от	4	6
62	все же	3	6
63	и как	3	6
64	при этом	5	6
65	и по	1	6
66	от нее	2	6
67	не менее	11	6
68	тем не	1	6
69	что на	1	6
70	что и	2	6
71	еще не	6	6
72	как бы	6	6
73	в первом	1	5
74	во всех	5	5
75	то в	1	5
76	не следует	1	5
77	с тем	2	5
78	несмотря на	1	5
79	возможно только	1	5
80	не имеет	1	5
81	и его	10	5
82	что при	1	5
83	которые мы	1	5
84	если же	2	5
85	язык и	1	5
86	между тем	2	5
87	в его	23	5
88	для всех	1	5
89	вовсе не	10	5
90	друг друга	4	5
91	зависит от	1	5
92	так же	4	5
93	и потому	9	5
94	быть только	1	5
95	но это	3	5
96	и для	1	5
97	из себя	1	5
98	а в	6	5
99	другой стороны	1	5
100	вопрос о	2	4
101	бы ни	5	4
102	а только	2	4
103	все остальные	1	4
104	увидим что	1	4
105	из этих	1	4
106	т д	8	4
107	в каждом	3	4
108	этом смысле	1	4
109	мы видели	2	4
110	т п	4	4
111	тем самым	3	4
112	бы быть	2	4
113	в то	9	4
114	не по	3	4
115	никогда не	4	4
116	же время	8	4
117	и притом	1	4
118	во всем	2	4
119	не могут	1	4
120	к тому	3	4
121	свою очередь	6	4
122	остается только	1	4
123	бы в	3	4
124	говорит он	3	4
125	в стороне	1	4
126	и других	3	4
127	для него	3	4
128	в более	1	4
129	не было	3	4
130	и даже	3	4
131	в действительности	2	4
132	прежде всего	22	4
133	там где	1	4
134	в смысле	1	4
135	при таком	4	4
136	от того	2	4
137	мы видим	1	4
138	в свою	8	4
139	языка то	1	4
140	в своих	2	4
141	а между	1	3
142	противном случае	1	3
143	должна быть	7	3
144	что если	1	3
145	вопрос об	2	3
146	тем как	1	3
147	сама по	2	3
148	что как	1	3
149	в своем	11	3
150	в противном	1	3
151	хотя и	1	3
152	в самом	5	3
153	думать что	3	3
154	он не	3	3
155	ни были	2	3
156	прежде чем	2	3
157	так например	3	3
158	не из	4	3
159	то ни	3	3
160	в мире	4	3
161	той же	1	3
162	и с	8	3
163	заключается в	1	3
164	и тем	1	3
165	в жизни	3	3
166	в них	3	3
167	в этой	6	3
168	не мог	1	3
169	не так	2	3
170	в своей	11	3
171	и без	1	3
172	с точки	13	3
173	друг другу	1	3
174	тому что	1	3
175	она не	6	3
176	самого начала	1	3
177	на него	2	3
178	не могло	5	3
179	или же	3	3
180	этих последних	1	3
181	как она	3	3
182	в сознании	1	3
183	оно не	4	3
184	и это	2	3
185	с самого	1	3
186	в словах	1	3
187	из одного	1	3
188	с ним	2	3
189	к одной	1	3
190	и во	1	3
191	в создании	2	3
192	в другой	2	3
193	во внутренней	1	3
194	о предмете	1	3
195	мы увидим	4	3
196	по мнению	1	3
197	с одной	4	3
198	из которого	1	3
199	если мы	2	3
200	только на	5	3
201	или даже	1	3
202	и понимание	1	3
203	звука в	1	3
204	и их	10	3
205	никто не	1	3
206	представить себе	1	3
207	могло бы	2	3
208	что для	1	3
209	связи с	3	3
210	все более	2	3
211	в самой	2	3
212	одной стороны	4	3
213	из самого	1	3
214	к которому	2	3
215	и от	7	3
216	и все	6	3
217	к этой	4	3
218	сказать что	1	3
219	по поводу	1	3
220	как на	4	3
221	во всяком	4	3
222	этого в	1	2
223	ко всем	2	2
224	в применении	2	2
225	совершенно справедливо	2	2
226	чтобы не	2	2
227	связи между	1	2
228	быть выведены	1	2
229	и есть	1	2
230	воли а	1	2
231	а как	2	2
232	проявляется в	1	2
233	бы то	3	2
234	одним словом	5	2
235	значение и	3	2
236	для всякого	2	2
237	тогда как	1	2
238	друг от	2	2
239	за пределы	2	2
240	более и	2	2
241	с понятием	1	2
242	в которой	4	2
243	в целом	6	2
244	на то	1	2
245	не могла	2	2
246	и если	2	2
247	теории и	1	2
248	так сказать	3	2
249	он должен	3	2
250	к одному	1	2
251	оно должно	3	2
252	и более	2	2
253	с этой	4	2
254	но все	2	2
255	могла бы	2	2
256	на все	3	2
257	мы постараемся	1	2
258	мог бы	1	2
259	для них	1	2
260	истории языка	1	2
261	но уже	1	2
262	себя свои	1	2
263	переходим к	1	2
264	в г	1	2
265	внешним и	1	2
266	таким же	2	2
267	в их	11	2
268	слова в	1	2
269	но он	1	2
270	том и	1	2
271	и всегда	1	2
272	эти формы	1	2
273	душе и	1	2
274	того чтобы	1	2
275	только не	2	2
276	следовательно и	2	2
277	связанное с	1	2
278	для мысли	1	2
279	к ней	2	2
280	все то	1	2
281	самостоятельности и	1	2
282	и развития	2	2
283	его с	2	2
284	и зависит	1	2
285	ничего общего	1	2
286	и самое	1	2
287	как мы	5	2
288	то она	1	2
289	с ее	7	2
290	от друга	2	2
291	только при	1	2
292	и может	4	2
293	языке в	1	2
294	для этого	4	2
295	этого языка	1	2
296	познания и	4	2
297	и должно	2	2
298	одного из	1	2
299	все в	2	2
300	самый процесс	1	2
301	связь между	1	2
