N	3gram	Tiupa_Hudo_1	Istorich
1	и т д	3	24
2	до сих пор	2	5
3	же как и	1	4
4	не может быть	2	4
5	но все же	1	4
6	в данном случае	1	3
7	на то что	2	3
8	о том что	9	2
9	то же самое	1	2
10	не только в	2	2
11	содержит в себе	1	2
12	с того что	1	2
13	так и в	1	2
14	в связи с	3	2
15	тем не менее	3	2
16	на том что	1	1
17	потому что он	1	1
18	при каждом шаге	1	1
19	но здесь имеется	1	1
20	служит не только	1	1
21	как и все	1	1
22	что он не	2	1
23	века в лице	1	1
24	за то что	1	1
25	при всей своей	1	1
26	может быть только	1	1
27	уже говорилось о	1	1
28	тогда как в	1	1
29	в этой связи	4	1
30	о том как	2	1
31	об этом так	1	1
32	не потому что	1	1
33	в иных случаях	1	1
34	в этот момент	1	1
35	именно в этой	1	1
36	что он ее	1	1
37	в том как	1	1
38	с той же	1	1
39	это своего рода	1	1
40	не в том	2	1
41	он уже не	1	1
42	мы уже знаем	2	1
43	что у него	2	1
44	объясняется тем что	1	1
45	как будто бы	1	1
46	в этом он	1	1
47	к такого рода	1	1
48	творчества а также	1	1
49	ничего общего с	1	1
50	мы должны в	1	1
51	легко заметить что	1	1
52	знаем что при	1	1
53	на пути к	1	1
54	к тому что	4	1
55	в узком смысле	1	1
56	и не случайно	1	1
57	легко представить себе	1	1
58	он живет в	1	1
59	как и в	3	1
60	в центре внимания	1	1
