N	4gram	Losev_Prob_3	Formalny
1	бы то ни было	3	4
2	на самом же деле	4	2
3	одним и тем же	1	2
4	вовсе не являются только	1	1
5	дело здесь не в	2	1
6	в собственном смысле слова	1	1
7	с этой точки зрения	1	1
8	не может быть никакого	1	1
9	в том или ином	2	1
10	с той или иной	1	1
11	он перестал бы быть	1	1
12	одного и того же	1	1
13	чего бы то ни	2	1
14	сами по себе в	1	1
15	каких бы то ни	1	1
16	и тем не менее	3	1
17	только в связи с	1	1
18	дело в том что	2	1
19	но в этих случаях	1	1
20	именно потому что он	1	1
