N	2gram	Tiupa_Vved_1	StatiiOP
1	и в	13	44
2	в том	10	36
3	что в	3	30
4	том что	7	29
5	в этом	21	21
6	вовсе не	1	19
7	не только	20	18
8	то что	6	18
9	было бы	4	17
10	о том	5	17
11	а в	6	17
12	а не	15	16
13	и не	12	16
14	может быть	18	15
15	в области	3	14
16	в данном	13	14
17	как в	4	13
18	можно было	2	13
19	не в	6	12
20	в тексте	10	12
21	в первой	1	12
22	самом деле	3	11
23	в этой	1	11
24	того чтобы	1	11
25	у нас	1	11
26	точки зрения	1	11
27	но в	6	10
28	что он	1	10
29	только в	6	10
30	но и	19	10
31	также и	4	9
32	как и	11	9
33	в отношении	1	9
34	в то	4	9
35	но также	2	9
36	так и	8	9
37	если бы	7	9
38	того что	6	9
39	в его	4	9
40	с другой	5	9
41	например в	2	8
42	во всех	2	8
43	все же	6	8
44	это не	6	8
45	из них	1	8
46	и его	5	8
47	не может	7	8
48	что они	1	7
49	в самом	2	7
50	так например	1	7
51	таким образом	4	7
52	другой стороны	2	7
53	для нас	2	7
54	этом отношении	4	7
55	прежде всего	7	7
56	сказать что	1	7
57	по поводу	2	7
58	на самом	4	6
59	со стороны	5	6
60	из этих	3	6
61	в своей	5	6
62	и языка	1	6
63	потому что	5	6
64	данном случае	6	6
65	что и	2	6
66	всяком случае	1	6
67	так что	1	6
68	для него	3	6
69	пушкина как	1	6
70	в той	4	6
71	что же	3	6
72	но это	3	6
73	хотя бы	1	6
74	во всяком	1	6
75	то же	5	5
76	той же	1	5
77	в целом	3	5
78	все эти	1	5
79	в нем	5	5
80	и по	3	5
81	в слове	3	5
82	в котором	8	5
83	в которых	1	5
84	не менее	4	5
85	вплоть до	1	5
86	никогда не	4	5
87	ср в	1	5
88	могут быть	4	5
89	тем что	2	5
90	и даже	1	5
91	что мы	2	5
92	текста в	3	5
93	все это	1	5
94	жизни и	7	5
95	так же	1	5
96	речь идет	1	4
97	как это	1	4
98	столь же	1	4
99	в новом	1	4
100	бы и	4	4
101	что это	1	4
102	на то	1	4
103	что она	1	4
104	но если	1	4
105	том как	3	4
106	можно ли	1	4
107	дело не	1	4
108	не имеет	2	4
109	же время	3	4
110	как будто	4	4
111	в ее	1	4
112	что у	1	4
113	и что	1	4
114	во втором	2	4
115	в качестве	8	4
116	как раз	2	4
117	не было	2	4
118	к которому	2	4
119	на эту	1	4
120	в частности	13	4
121	как бы	4	4
122	еще более	1	4
123	гораздо более	1	4
124	того же	1	3
125	тем же	1	3
126	должна быть	2	3
127	в ней	4	3
128	еще не	7	3
129	своего рода	10	3
130	но не	5	3
131	не все	2	3
132	ответ на	1	3
133	по отношению	7	3
134	к сожалению	1	3
135	в истории	1	3
136	так называемая	1	3
137	как к	1	3
138	что касается	5	3
139	то в	1	3
140	задний план	1	3
141	и с	2	3
142	лишь в	2	3
143	и тем	2	3
144	даже в	1	3
145	кажется что	1	3
146	о которой	2	3
147	что не	1	3
148	тому что	1	3
149	во время	1	3
150	в конце	1	3
151	а на	2	3
152	не по	1	3
153	в основе	3	3
154	а во	1	3
155	из истории	1	3
156	и вполне	1	3
157	должен быть	1	3
158	для себя	1	3
159	об этом	4	3
160	внимание на	3	3
161	его жизни	1	3
162	тем или	1	3
163	которых в	1	3
164	между тем	1	3
165	и только	1	3
166	но с	1	3
167	в двух	1	3
168	в какой	4	3
169	и так	1	3
170	с одной	5	3
171	в виде	1	3
172	в начале	3	3
173	а именно	1	3
174	а с	2	3
175	что для	1	3
176	на этот	1	3
177	да и	1	3
178	материал для	1	3
179	видно что	1	3
180	не является	3	3
181	и для	3	3
182	не существует	2	3
183	в результате	3	3
184	будто бы	3	3
185	письма и	1	3
186	отношению к	7	3
187	культуры в	1	3
188	в таком	1	3
189	мере в	2	2
190	в первом	2	2
191	а как	1	2
192	мы имеем	5	2
193	мы не	4	2
194	оба эти	1	2
195	в сущности	1	2
196	из того	1	2
197	подчеркнуть что	5	2
198	текста с	2	2
199	как правило	6	2
200	в сторону	1	2
201	отношение к	2	2
202	евгений онегин	1	2
203	писателя в	1	2
204	идет о	1	2
205	в своем	5	2
206	есть в	2	2
207	целый ряд	2	2
208	это их	1	2
209	в литературном	1	2
210	бы не	2	2
211	в себе	5	2
212	но он	1	2
213	но на	2	2
214	в случае	2	2
215	вообще не	1	2
216	при этом	26	2
217	но именно	1	2
218	он не	3	2
219	всех этих	1	2
220	и более	3	2
221	что все	1	2
222	в данной	2	2
223	это вовсе	1	2
224	должен был	1	2
225	не всегда	2	2
226	в москве	1	2
227	что до	1	2
228	далее в	1	2
229	бы мы	1	2
230	всякий раз	1	2
231	втором случае	1	2
232	их в	2	2
233	наших глазах	1	2
234	рода в	1	2
235	тем самым	5	2
236	меня не	1	2
237	как о	2	2
238	на него	2	2
239	говорить о	2	2
240	случае не	1	2
241	вытекает из	1	2
242	судя по	2	2
243	не имели	2	2
244	имеем дело	3	2
245	тем не	3	2
246	в сознании	4	2
247	только с	1	2
248	что на	2	2
249	начиная с	3	2
250	есть только	1	2
251	ли не	2	2
252	числе и	1	2
253	о них	3	2
254	времени но	1	2
255	однако ни	1	2
256	и иные	1	2
257	и сам	1	2
258	то есть	8	2
259	а также	8	2
260	и все	4	2
261	крайней мере	1	2
262	также в	1	2
263	к нему	1	2
264	быть и	2	2
265	по своей	3	2
266	из которого	1	2
267	оказывается в	1	2
268	и у	1	2
269	уже в	1	2
270	свидетельствует о	4	2
271	если в	2	2
272	как более	1	2
273	этот раз	2	2
274	а то	2	2
275	могло бы	3	2
276	у него	1	2
277	или иначе	2	2
278	еще и	1	2
279	превращается в	1	2
280	одной стороны	5	2
281	однако и	2	2
282	по крайней	1	2
283	так называемой	1	2
284	его собственной	1	2
285	который не	1	2
286	стороны в	1	2
287	и потому	1	2
288	и их	1	2
289	такого рода	16	2
290	этом случае	1	2
291	между прочим	1	2
292	это явление	1	2
293	при таком	1	2
294	которой можно	1	2
295	о котором	2	2
296	ни одного	1	2
297	зрения в	1	2
298	в этих	3	2
299	хотя в	1	2
300	в равной	1	2
301	несмотря на	1	2
302	дело с	2	2
303	не знает	1	2
304	в своих	2	2
305	можно назвать	1	2
306	том числе	1	2
307	не должны	1	1
308	увидим ниже	1	1
309	как известно	1	1
310	впечатление что	1	1
311	оказывается для	1	1
312	для полноты	1	1
313	едва ли	3	1
314	если к	1	1
315	в зависимости	1	1
316	живой речи	1	1
317	полагает что	1	1
318	с текстом	1	1
319	и последующих	1	1
320	в каждый	1	1
321	главы в	1	1
322	от друга	1	1
323	зависимости от	1	1
324	отступление от	1	1
325	пребывания в	1	1
326	это время	2	1
327	из второй	1	1
328	и самого	1	1
329	двух или	3	1
330	и на	3	1
331	между собой	2	1
332	этот текст	1	1
333	истории а	3	1
334	бы она	1	1
335	при жизни	1	1
336	но как	1	1
337	а только	1	1
338	у будущего	1	1
339	тех же	1	1
340	присутствует в	1	1
341	должны были	2	1
342	в наиболее	2	1
343	не хотел	1	1
344	друг от	1	1
345	личность это	1	1
346	в настоящем	2	1
347	в одной	2	1
348	до его	1	1
349	стороны и	1	1
350	смыслу слов	1	1
351	перед нами	6	1
352	хотя и	7	1
353	и понимания	2	1
354	и к	2	1
355	в ожидании	1	1
356	зрения как	1	1
357	на какой	1	1
358	ответственности за	1	1
359	с просьбой	1	1
360	указания на	1	1
361	он в	1	1
362	тут и	1	1
363	в нашем	6	1
364	так в	4	1
365	с их	1	1
366	и до	1	1
367	иначе и	1	1
368	как он	2	1
369	всей его	2	1
370	за рамки	1	1
371	времени для	1	1
372	не как	2	1
373	в корне	1	1
374	и вот	1	1
375	питательную среду	1	1
376	нашего времени	2	1
377	чтобы в	1	1
378	действительно так	1	1
379	без исключения	2	1
380	например мы	1	1
381	значительной степени	1	1
382	том же	1	1
383	в работе	1	1
384	могла бы	3	1
385	содержит в	1	1
386	в школе	1	1
387	на каком	1	1
388	второй половины	1	1
389	входит в	1	1
390	на протяжении	1	1
391	известно что	1	1
392	но их	1	1
393	она стала	1	1
394	по всему	1	1
395	только одно	1	1
396	для них	3	1
397	он является	2	1
398	в них	2	1
399	о которых	1	1
400	является их	1	1
401	соответствии с	6	1
402	далеко не	4	1
403	с тем	1	1
404	которой он	1	1
405	материалом для	1	1
406	и было	1	1
407	иначе говоря	6	1
408	на себя	1	1
409	когда в	2	1
410	оно свидетельствует	1	1
411	бы на	1	1
412	от своего	1	1
413	а главное	1	1
414	что такое	18	1
415	представить себе	2	1
416	это только	2	1
417	место в	2	1
418	не столько	4	1
419	от себя	1	1
420	что я	1	1
421	вовсе еще	1	1
422	который всегда	1	1
423	том чтобы	2	1
424	однако в	4	1
425	и наоборот	1	1
426	быть не	4	1
427	бы быть	1	1
428	по себе	2	1
429	исследовательской работы	2	1
430	но они	2	1
431	мы пока	1	1
432	на котором	1	1
433	текста и	3	1
434	одна из	4	1
435	в науке	1	1
436	и притом	1	1
437	в процессе	1	1
438	здесь например	1	1
439	времени см	1	1
440	без посредства	1	1
441	но только	1	1
442	не могло	2	1
443	в разных	1	1
444	того как	1	1
445	это то	1	1
446	и после	1	1
447	к работе	1	1
448	принесла с	1	1
449	не вправе	1	1
450	хорошо ни	1	1
451	но все-таки	1	1
452	всех прочих	1	1
453	ни о	1	1
454	в духе	1	1
455	и другим	1	1
456	к тому	6	1
457	обращение к	1	1
458	как мы	3	1
459	и о	1	1
460	в виду	1	1
461	но при	5	1
462	не могу	1	1
463	на основе	1	1
464	как по	2	1
465	мысль о	1	1
466	оказаться в	1	1
467	хотя не	1	1
468	не подлежит	1	1
469	читателя в	1	1
470	на том	1	1
471	только тот	1	1
472	времени и	7	1
473	было в	1	1
474	автора является	1	1
475	мог бы	1	1
476	еще в	2	1
477	она была	2	1
478	он говорил	1	1
479	работы что	1	1
480	о ней	4	1
481	никогда и	1	1
482	является событием	2	1
483	зависеть от	1	1
484	поэтому как	1	1
485	и та	1	1
486	настоящее время	1	1
487	при котором	1	1
488	не умею	1	1
489	с того	1	1
490	можно сказать	4	1
491	и который	1	1
492	времени в	3	1
493	в приведенных	1	1
494	и всю	1	1
495	во всей	1	1
496	в форме	1	1
497	в другой	1	1
498	о положении	1	1
499	без малейшего	1	1
500	в современной	3	1
501	что будет	1	1
502	той мере	2	1
503	приведенных выше	1	1
504	тот же	1	1
505	и бывшими	1	1
506	который в	2	1
507	i и	1	1
508	об их	1	1
509	себя в	1	1
510	этой системе	1	1
511	уже не	5	1
512	если мы	1	1
513	в пушкинской	1	1
514	его и	1	1
515	не так	1	1
516	себе в	1	1
517	слова в	2	1
518	в одном	1	1
519	сами по	1	1
520	к ним	2	1
521	не о	2	1
522	каждый из	1	1
523	которые могут	1	1
524	в случаях	2	1
525	в текстах	2	1
526	где в	3	1
527	после него	1	1
528	что могло	1	1
529	но вполне	1	1
530	или иной	3	1
531	точек зрения	2	1
532	в период	1	1
533	при отсутствии	2	1
534	не один	2	1
535	иначе но	1	1
536	с той	1	1
537	из таких	1	1
538	мира это	2	1
539	и др	1	1
540	но о	2	1
541	объясняется тем	1	1
542	обратиться к	2	1
543	в соответствии	6	1
544	связано с	3	1
545	иначе в	1	1
546	которых мы	1	1
547	до конца	3	1
548	не на	1	1
549	о чем	2	1
550	время оно	1	1
551	оснований для	1	1
552	ближе к	1	1
553	которая на	1	1
554	до второй	1	1
555	именно поэтому	1	1
556	по мысли	5	1
557	вместе с	1	1
558	в перспективе	1	1
559	из которых	1	1
560	к своему	1	1
561	случаях в	1	1
562	в течение	1	1
563	быть общим	1	1
564	в остальном	1	1
565	текста как	1	1
566	всех его	1	1
567	сказать не	1	1
568	при условии	1	1
569	в культуре	1	1
570	этом и	2	1
571	ни для	1	1
572	разумеется с	1	1
573	подобные вопросы	1	1
574	истории но	1	1
575	но разумеется	1	1
576	этом смысле	1	1
577	каждой из	1	1
578	этого рода	1	1
579	но такой	1	1
580	и от	2	1
581	историей и	1	1
582	котором он	2	1
583	или в	1	1
584	которая в	3	1
585	в настоящее	1	1
586	тот кто	2	1
587	у них	1	1
588	той или	3	1
589	в третьем	1	1
590	бы в	3	1
591	не должен	1	1
592	но зато	1	1
593	можно спорить	1	1
594	исключительно в	1	1
595	отношении к	1	1
596	в целях	1	1
597	это делает	1	1
598	к его	3	1
599	оно не	1	1
600	из этого	1	1
601	время не	1	1
602	и б	1	1
603	но эти	1	1
604	он лишь	1	1
605	к этому	2	1
606	они не	1	1
