N	4gram	Losev_Prob_1	Vladivir
1	дело в том что	3	3
2	или по крайней мере	1	2
3	и на этот раз	1	2
4	заключается в том что	1	2
5	не говоря уже о	1	2
6	и тем не менее	8	1
7	что бы то ни	1	1
8	и в то же	1	1
9	не что иное как	2	1
10	в то время как	1	1
11	точно так же и	2	1
12	взятый сам по себе	1	1
13	во что бы то	1	1
14	как мы уже сказали	1	1
15	но в то же	1	1
16	уже содержит в себе	1	1
17	на то что в	1	1
18	в связи с этим	1	1
19	как раз и является	1	1
20	бы то ни стало	1	1
21	в дальнейшем мы и	1	1
22	как мы сказали выше	1	1
23	а может быть и	1	1
24	что пишет тот же	1	1
