N	3gram	Vygotskiy__2	Marksizm
1	с точки зрения	10	20
2	не может быть	8	13
3	в самом деле	11	9
4	и не может	2	9
5	до сих пор	5	8
6	бы то ни	2	8
7	то ни было	1	8
8	в связи с	1	7
9	и того же	1	5
10	одного и того	1	5
11	в отличие от	1	5
12	одни и те	2	5
13	с другой стороны	2	5
14	и те же	2	5
15	с самого начала	1	4
16	в отношении к	3	4
17	в этом случае	1	3
18	то же самое	6	3
19	в этом отношении	5	3
20	на этот вопрос	2	3
21	в высшей степени	1	3
22	в конце концов	3	3
23	и тот же	1	3
24	один и тот	1	3
25	то же время	2	3
26	в первом случае	1	3
27	связи с этим	1	3
28	можно сказать что	1	3
29	в то же	2	3
30	для того чтобы	13	3
31	в том что	17	3
32	тех пор пока	1	2
33	же как и	1	2
34	в данный момент	1	2
35	в чем же	1	2
36	и той же	4	2
37	но при этом	1	2
38	в таком случае	1	2
39	можно было бы	4	2
40	как если бы	1	2
41	в узком смысле	1	2
42	так же как	4	2
43	во всяком случае	2	2
44	не могут быть	1	2
45	мы не найдем	1	2
46	одной и той	4	2
47	до тех пор	1	2
48	от того что	1	2
49	в достаточной степени	1	2
50	в свою очередь	2	2
51	только на почве	1	2
52	в этом смысле	1	2
53	какого бы то	1	2
54	тем не менее	4	2
55	ничего общего с	1	2
56	то все же	1	1
57	все более и	2	1
58	же касается до	1	1
59	не могла быть	1	1
60	как только мы	2	1
61	и в таком	1	1
62	и в первом	1	1
63	одной стороны оно	1	1
64	подобно тому как	2	1
65	и в сознании	1	1
66	том что он	3	1
67	а между тем	1	1
68	что же касается	1	1
69	не имеют ничего	1	1
70	сами по себе	3	1
71	но и в	1	1
72	не было бы	1	1
73	не менее чем	1	1
74	по аналогии с	1	1
75	в основе своей	1	1
76	находят свое выражение	1	1
77	с этой точки	1	1
78	но и это	1	1
79	а не только	1	1
80	мы знаем по	1	1
81	они еще не	1	1
82	дело идет о	1	1
83	лежит в основе	1	1
84	с одной стороны	1	1
85	не зависит от	1	1
86	тот и другой	1	1
87	точки зрения и	1	1
88	может быть дано	2	1
89	тех изменений которые	1	1
90	все же не	1	1
91	и та же	1	1
92	одна и та	1	1
93	того чтобы сделать	1	1
94	тем что в	1	1
95	вместо того чтобы	1	1
96	до наших дней	1	1
97	более или менее	1	1
98	в русском языке	1	1
99	таким образом в	2	1
100	при таком подходе	1	1
101	само по себе	3	1
102	эта история с	1	1
103	этой точки зрения	2	1
104	с тем что	3	1
105	это значит что	2	1
106	и в самом	4	1
107	не только не	1	1
108	более и более	2	1
109	выходит за пределы	1	1
110	разрешения этой проблемы	1	1
111	сказать что большинство	1	1
112	друг от друга	1	1
113	с другом и	1	1
114	в другом случае	1	1
115	имеют ничего общего	1	1
116	таким образом и	3	1
117	к тому что	2	1
118	в особенности же	1	1
119	на самом деле	5	1
120	друг с другом	1	1
