N	3gram	Medvedev_F_1	Istorich
1	и т д	8	15
2	с другой стороны	1	7
3	до сих пор	6	5
4	в том что	1	5
5	тем не менее	1	5
6	как мы видели	2	5
7	мы видим что	1	4
8	в данном случае	1	3
9	в связи с	2	3
10	состоит в том	1	2
11	по отношению к	4	2
12	что и в	1	2
13	с одной стороны	4	2
14	мы уже знаем	1	2
15	во всяком случае	4	2
16	не только не	2	2
17	но все же	1	2
18	уже знаем что	1	1
19	в чем же	1	1
20	все эти вопросы	1	1
21	как это делается	1	1
22	между прочим и	1	1
23	с этим же	1	1
24	в том числе	1	1
25	т е во	1	1
26	что в данном	1	1
27	с этой точки	1	1
28	как если бы	2	1
29	с точки зрения	13	1
30	в своем исследовании	1	1
31	сами по себе	2	1
32	но и в	1	1
33	как мы увидим	2	1
34	на самом же	1	1
35	друг другу и	1	1
36	друг друга не	1	1
37	вместе с тем	1	1
38	может быть и	3	1
39	то что было	1	1
40	для нас это	1	1
41	заключается в том	1	1
42	смысле этого слова	3	1
43	мы увидим дальше	1	1
44	так или иначе	1	1
45	мы здесь не	1	1
46	и к ней	1	1
47	но вместе с	1	1
48	часто встречается в	1	1
49	так же как	1	1
50	и в том	1	1
51	как это делали	1	1
52	этой точки зрения	1	1
53	прежде всего мы	1	1
54	в свою очередь	6	1
55	на самом деле	6	1
56	ничего общего с	1	1
57	не может быть	5	1
58	с самого начала	1	1
59	не только на	1	1
60	мы и здесь	1	1
61	и вступает в	1	1
62	друг от друга	2	1
63	литература но и	1	1
64	в большинстве случаев	2	1
65	что дело здесь	1	1
66	увидим дальше что	1	1
67	самом же деле	1	1
68	она до сих	1	1
69	и входит в	1	1
70	в жизни и	1	1
