N	2gram	Nazirov_Tv_1	Formalny
1	т е	1	34
2	и в	21	24
3	в его	13	23
4	прежде всего	4	22
5	и не	7	20
6	так и	2	18
7	не может	4	16
8	в этом	6	15
9	в нем	3	14
10	может быть	5	14
11	таким образом	5	13
12	и т	3	12
13	в своем	4	11
14	как и	12	11
15	в своей	4	11
16	в их	3	11
17	не менее	6	11
18	в ней	2	10
19	то же	13	10
20	вовсе не	5	10
21	настоящее время	2	10
22	и ее	1	10
23	и его	6	10
24	и их	1	10
25	а не	5	10
26	в настоящее	1	10
27	в то	15	9
28	в процессе	1	9
29	социальной действительности	2	9
30	все это	10	9
31	и на	7	8
32	как в	8	8
33	т д	1	8
34	и с	3	8
35	не в	2	8
36	же время	12	8
37	в ее	1	8
38	именно в	2	8
39	то что	8	8
40	в свою	7	8
41	на самом	3	7
42	с ее	3	7
43	не только	7	7
44	место в	3	7
45	жизни и	3	7
46	до конца	2	7
47	и от	4	7
48	но и	3	7
49	еще не	1	6
50	самом деле	2	6
51	отнюдь не	5	6
52	в целом	4	6
53	все эти	1	6
54	в этой	5	6
55	как бы	17	6
56	она не	1	6
57	свою очередь	1	6
58	и здесь	1	6
59	до сих	1	6
60	в том	7	6
61	было бы	1	6
62	как это	1	6
63	художественное произведение	1	6
64	сих пор	1	6
65	форм и	1	6
66	и все	6	6
67	а в	6	6
68	о литературе	1	6
69	хотя бы	5	5
70	во всех	1	5
71	одним словом	1	5
72	но в	7	5
73	в самом	3	5
74	при этом	7	5
75	по себе	1	5
76	и до	1	5
77	у нас	1	5
78	что бы	1	5
79	в литературе	2	5
80	того что	3	5
81	только на	2	5
82	с другой	3	5
83	в искусстве	1	5
84	с его	11	4
85	по отношению	1	4
86	в истории	1	4
87	и к	1	4
88	в которой	3	4
89	учение о	1	4
90	отчасти и	2	4
91	в мире	4	4
92	оно не	1	4
93	при таком	1	4
94	никогда не	3	4
95	для этого	1	4
96	с одной	1	4
97	этой среды	1	4
98	т п	2	4
99	одной стороны	1	4
100	в связи	1	4
101	в частности	2	4
102	отношению к	1	4
103	с этой	1	4
104	что в	12	4
105	к этой	1	4
106	так же	3	4
107	литературы а	1	3
108	культуры и	1	3
109	это и	3	3
110	действительности и	2	3
111	время в	3	3
112	бы то	1	3
113	но не	3	3
114	литературы с	1	3
115	со всеми	3	3
116	как к	2	3
117	все же	5	3
118	когда он	2	3
119	целый ряд	1	3
120	и как	4	3
121	и наконец	2	3
122	в себе	2	3
123	если он	1	3
124	человек не	1	3
125	так сказать	2	3
126	он не	8	3
