N	2gram	Propp_Isto_5	KulturaY
1	и т	20	54
2	т е	16	32
3	и в	25	23
4	точки зрения	2	23
5	в том	6	22
6	не только	13	17
7	в этом	10	16
8	было бы	1	16
9	с точки	1	16
10	самом деле	2	14
11	может быть	17	14
12	в самом	1	13
13	что в	8	13
14	не менее	4	12
15	потому что	7	12
16	для того	3	12
17	вопрос о	2	11
18	том что	8	11
19	того чтобы	3	11
20	в его	12	11
21	того что	2	11
22	а не	2	11
23	и не	11	10
24	еще не	8	9
25	таким образом	9	9
26	тем не	4	9
27	хотя бы	1	9
28	так как	11	9
29	прежде всего	6	9
30	т д	18	8
31	зависимости от	1	8
32	если бы	2	8
33	в виду	1	8
34	уже не	11	8
35	до сих	2	8
36	сих пор	2	8
37	как на	1	8
38	как это	1	7
39	в зависимости	1	7
40	все эти	8	7
41	того как	4	7
42	и что	8	7
43	с другой	9	7
44	или иной	1	7
45	в данном	3	7
46	сказать что	2	7
47	то же	4	6
48	в силу	1	6
49	только в	7	6
50	при этом	1	6
51	и тем	4	6
52	с тем	8	6
53	в их	1	6
54	ничего не	2	6
55	связи с	8	6
56	не может	6	6
57	языка в	1	6
58	могут быть	6	6
59	по себе	2	6
60	о том	7	6
61	после того	3	6
62	что и	6	6
63	тот же	1	6
64	что он	22	6
65	для этого	1	6
66	также и	1	5
67	и есть	1	5
68	как мы	5	5
69	я не	1	5
70	уже выше	2	5
71	все же	10	5
72	как бы	2	5
73	что она	1	5
74	как и	7	5
75	здесь можно	2	5
76	не в	6	5
77	вовсе не	2	5
78	тем что	10	5
79	в связи	4	5
80	не будем	5	5
81	но это	7	5
82	а в	3	5
83	совершенно не	2	5
84	того же	2	4
85	тех же	2	4
86	как в	6	4
87	в своем	1	4
88	только тогда	2	4
89	целый ряд	1	4
90	в целом	3	4
91	ясно что	5	4
92	в своей	2	4
93	что такое	1	4
94	том чтобы	2	4
95	тем самым	1	4
96	тогда когда	2	4
97	о них	1	4
98	и о	1	4
99	в ее	4	4
100	данном случае	2	4
101	были бы	1	4
102	для нас	5	4
103	а также	1	4
104	один из	2	4
105	с одной	7	4
106	в нашей	1	4
107	что не	1	4
108	слова в	1	4
109	не было	1	4
110	одной стороны	7	4
111	этом случае	7	4
112	то что	7	4
113	только как	1	4
114	в таком	1	4
115	в упомянутой	1	3
116	на самом	1	3
117	то в	2	3
118	той же	1	3
119	есть не	1	3
120	пока он	1	3
121	мы не	5	3
122	сам по	1	3
123	в ней	5	3
124	время в	2	3
125	только после	3	3
126	то мы	1	3
127	но не	5	3
128	то он	1	3
129	но как	1	3
130	по отношению	2	3
131	очевидно что	2	3
132	отношение к	1	3
133	то обстоятельство	1	3
134	отнюдь не	1	3
135	что как	1	3
136	и к	1	3
137	что это	5	3
138	но на	1	3
139	он не	4	3
140	и вот	1	3
141	и с	3	3
142	с этой	2	3
143	мы видели	7	3
144	не так	1	3
145	но если	1	3
146	в которых	3	3
147	и более	1	3
148	она не	2	3
149	в то	3	3
150	как о	1	3
151	не имеет	1	3
152	на него	8	3
153	в процессе	1	3
154	должна быть	1	3
155	не по	1	3
156	что на	1	3
157	в каком	1	3
158	не потому	2	3
159	обстоятельство что	1	3
160	не трудно	1	3
161	сказано выше	1	3
162	на вопрос	1	3
163	но и	13	3
164	это не	6	3
165	и только	1	3
166	может иметь	1	3
167	как же	1	3
168	и действительно	5	3
169	уже в	2	3
170	вопроса о	1	3
171	не знать	1	3
172	то это	3	3
173	а именно	4	3
174	а с	1	3
175	естественно что	1	3
176	и пр	3	3
177	xix века	1	3
178	по существу	2	3
179	там где	6	3
180	но для	2	3
181	это уже	2	3
182	к тому	1	3
183	формы и	2	3
184	мы должны	4	3
185	другой стороны	8	3
186	они не	3	3
187	также что	3	2
188	тем же	1	2
189	отношению к	2	2
190	мы имеем	14	2
191	на себя	3	2
192	и такой	1	2
193	быть в	1	2
194	здесь не	1	2
195	в различных	2	2
196	не то	1	2
197	случай когда	1	2
198	отличие от	1	2
199	что они	1	2
200	далее следует	1	2
201	относится к	1	2
202	и я	1	2
203	дает нам	1	2
204	как к	1	2
205	когда он	2	2
206	и как	3	2
207	увидим что	1	2
208	но в	1	2
209	он в	1	2
210	и тот	1	2
211	по происхождению	1	2
212	и если	1	2
213	состоит в	1	2
214	на этом	3	2
215	но все	5	2
216	что все	4	2
217	этих форм	1	2
218	с целью	1	2
219	его в	9	2
220	с другими	4	2
221	такой же	2	2
222	как таковой	1	2
223	смысл и	1	2
224	в этих	6	2
225	из того	1	2
226	что сказано	1	2
227	и при	2	2
228	в котором	1	2
229	бы привести	1	2
230	в отличие	1	2
231	не как	4	2
232	что есть	1	2
233	ущерба для	1	2
234	в таких	3	2
235	дело не	1	2
236	по своему	1	2
237	в русском	1	2
238	никак не	1	2
239	которое в	1	2
240	к другой	1	2
241	а что	1	2
242	бы составить	1	2
243	совершенно ясно	4	2
244	так в	2	2
245	но мы	3	2
246	в пределах	4	2
247	в дальнейшем	4	2
248	примеров можно	3	2
249	на том	3	2
250	здесь как	2	2
251	мог бы	1	2
252	к его	2	2
253	и здесь	7	2
254	язык и	2	2
255	можно сказать	2	2
256	доходит до	1	2
257	эти два	1	2
258	и следует	1	2
259	указывает что	1	2
260	все они	1	2
261	именно на	2	2
262	в качестве	7	2
263	конечно не	1	2
264	то и	1	2
265	не дает	1	2
266	е на	2	2
267	а то	1	2
268	в одном	1	2
269	в некоторых	4	2
270	перейти к	1	2
271	в особенности	3	2
272	себе представить	1	2
273	еще и	1	2
274	ни на	1	2
275	только что	1	2
276	в свете	3	2
277	подобного рода	1	2
278	о чем	2	2
279	что мы	2	2
280	чем же	1	2
281	в частности	7	2
282	вместе с	22	2
283	так же	5	2
284	это те	1	2
285	тому как	1	2
286	в тех	1	2
287	понял что	2	2
288	согласно которому	1	2
289	быть не	1	2
290	только для	1	2
291	все это	4	2
292	из ряда	1	2
293	главным образом	1	2
294	е в	3	2
295	не знает	1	2
296	то здесь	2	2
297	равно как	1	2
298	только о	1	2
299	в свое	2	2
300	во всяком	1	2
301	том числе	1	2
302	всякого ущерба	1	1
303	ту же	2	1
304	например в	5	1
305	же как	4	1
306	эти случаи	2	1
307	пусть не	1	1
308	эта опасность	2	1
309	же легче	1	1
310	пишет он	1	1
311	и должны	1	1
312	вряд ли	1	1
313	между двумя	1	1
314	когда человек	2	1
315	на две	1	1
316	не имеют	1	1
317	форма его	1	1
318	чего в	1	1
319	на тех	2	1
320	он знает	1	1
321	этого нет	1	1
322	на место	1	1
323	именно к	1	1
324	требует специального	1	1
325	время как	1	1
326	увидим ниже	3	1
327	не совсем	6	1
328	для наших	1	1
329	форм в	1	1
330	думаю что	1	1
331	не нужно	1	1
332	и на	8	1
333	а еще	2	1
334	он сам	1	1
335	очень высокой	1	1
336	следующее заключение	1	1
337	дело что	1	1
338	легко может	1	1
339	его развития	1	1
340	теперь только	1	1
341	в одной	1	1
342	с этим	5	1
343	если на	1	1
344	словом в	1	1
345	что касается	1	1
346	перед нами	2	1
347	процессе развития	1	1
348	как уже	1	1
349	говорит что	1	1
350	знания в	1	1
351	каким-то образом	1	1
352	в противоположность	1	1
353	за собой	1	1
354	впечатление что	1	1
355	на той	1	1
356	в которой	4	1
357	под ним	1	1
358	мы получаем	1	1
359	или во	1	1
360	одном случае	1	1
361	думать что	1	1
362	может считаться	1	1
363	нами в	1	1
364	формы не	1	1
365	интересно что	1	1
366	почти всегда	1	1
367	если он	1	1
368	как совершенно	1	1
369	то легко	1	1
370	связанные с	2	1
371	всех этих	1	1
372	есть один	1	1
373	приобщиться к	1	1
374	уже указано	1	1
375	наших глазах	1	1
376	мало того	1	1
377	ему на	1	1
378	но дело	1	1
379	так например	2	1
380	здесь мы	5	1
381	смысле в	1	1
382	культуры но	1	1
383	входит в	5	1
384	здесь нас	1	1
385	с неба	1	1
386	и мы	2	1
387	известно что	1	1
388	что один	1	1
389	падает на	1	1
390	после этого	2	1
391	чаще всего	1	1
392	это одновременно	1	1
393	не ясно	3	1
394	он является	1	1
395	и вы	1	1
396	показывает что	5	1
397	этого не	1	1
398	не всегда	4	1
399	и уже	1	1
400	для чего	1	1
401	ясно из	1	1
402	же я	1	1
403	лучше всего	1	1
404	переносится в	2	1
405	одно дело	1	1
406	во время	7	1
407	он понимает	1	1
408	таким же	2	1
409	и ее	1	1
410	всяком случае	1	1
411	на месте	1	1
412	а чтобы	1	1
413	и процесс	1	1
414	она в	1	1
415	представление о	17	1
416	то его	2	1
417	оказывается что	2	1
418	они уже	1	1
419	свой смысл	1	1
420	от его	1	1
421	начнем с	1	1
422	мы получим	1	1
423	связано с	5	1
424	на другую	1	1
425	чтобы она	2	1
426	в предыдущем	1	1
