N	2gram	Medvedev_F_2	Problemy
1	и в	38	43
2	и не	20	29
3	т е	26	26
4	может быть	23	23
5	как бы	4	22
6	не может	14	18
7	в пределах	12	16
8	как и	9	14
9	но и	13	14
10	и т	14	13
11	в этом	27	13
12	точки зрения	8	13
13	что он	5	13
14	в нем	13	12
15	слова в	3	12
16	слова и	7	12
17	не только	9	11
18	в каждом	1	11
19	не в	15	11
20	по себе	7	11
21	и на	3	10
22	но в	4	10
23	как мы	7	10
24	в его	10	10
25	прежде всего	15	10
26	в сущности	4	9
27	он не	6	9
28	слово и	2	9
29	никогда не	2	9
30	в большинстве	4	9
31	т п	9	9
32	то же	6	8
33	слово не	1	8
34	лишь в	7	8
35	для него	7	8
36	с точки	7	8
37	и его	21	8
38	с самим	1	8
39	большинстве случаев	3	8
40	или в	3	8
41	слово в	2	8
42	ведь и	1	7
43	перед нами	2	7
44	в самом	16	7
45	в то	5	7
46	слова с	1	7
47	и сам	1	7
48	в другом	1	7
49	до сих	1	7
50	а не	6	7
51	что же	5	7
52	сих пор	1	7
53	то что	6	7
54	и наконец	4	6
55	так сказать	3	6
56	при этом	9	6
57	к одному	1	6
58	не как	4	6
59	в этих	2	6
60	здесь не	4	6
61	приводит к	2	6
62	на свой	1	6
63	о нем	1	6
64	в том	11	6
65	в котором	2	6
66	и все	3	6
67	сам по	3	5
68	самом деле	8	5
69	нам кажется	1	5
70	к другому	2	5
71	но не	2	5
72	хотя и	3	5
73	в себе	1	5
74	все эти	6	5
75	но ведь	3	5
76	на то	1	5
77	да и	1	5
78	таким образом	20	5
79	и с	9	5
80	было бы	6	5
81	рядом с	1	5
82	в слове	5	5
83	самим собою	1	5
84	в скрытой	1	5
85	в речи	1	5
86	о том	1	5
87	же время	5	5
88	к нему	3	5
89	слов и	1	5
90	слово с	1	5
91	мы увидим	1	5
92	так что	1	5
93	вовсе не	11	5
94	в той	2	5
95	все это	3	5
96	бы в	5	5
97	а в	6	5
98	на фоне	4	5
99	и до	3	4
100	а как	3	4
101	мы не	3	4
102	так чтобы	1	4
103	с его	11	4
104	во всех	5	4
105	отличие от	2	4
106	сама по	1	4
107	там где	4	4
108	вот как	4	4
109	в своем	1	4
110	в произведении	1	4
111	т д	5	4
112	если же	2	4
113	же не	1	4
114	в них	1	4
115	далеко не	1	4
116	должно быть	2	4
117	в своей	7	4
118	установка на	2	4
119	в отличие	2	4
120	но он	1	4
121	их в	2	4
122	слово как	2	4
123	как его	2	4
124	скрытой полемики	1	4
125	в направлении	1	4
126	к тому	4	4
127	на предмет	1	4
128	и это	2	4
129	с собой	1	4
130	в словах	1	4
131	этот вопрос	2	4
132	только в	6	4
133	же и	2	4
134	так как	4	4
135	как раз	6	4
136	точек зрения	1	4
137	с другой	3	4
138	на этот	1	4
139	до конца	2	4
140	более того	5	4
141	не на	1	4
142	не могут	7	4
143	другого человека	1	4
144	и нет	1	4
145	но это	2	4
146	в результате	6	4
147	между ними	2	4
148	речи и	3	4
149	совершенно не	4	4
150	что в	7	4
151	но эти	1	4
152	в конкретном	1	3
153	слово у	2	3
154	должна быть	5	3
155	обойтись без	1	3
156	той же	1	3
157	что если	1	3
158	в единстве	2	3
159	не была	2	3
160	и со	1	3
161	в виду	2	3
162	он был	2	3
163	художественном творчестве	1	3
164	мы будем	1	3
165	за пределы	1	3
166	в одной	2	3
167	в художественном	2	3
168	кроме того	2	3
169	и к	4	3
170	более или	1	3
171	только на	3	3
172	направлено на	1	3
173	самим собой	1	3
174	это не	2	3
175	кажется что	1	3
176	такой же	3	3
177	или менее	1	3
178	и их	3	3
179	в их	6	3
180	даже в	2	3
181	она не	2	3
182	на него	1	3
183	ничего не	4	3
184	слова как	2	3
185	во всем	1	3
186	могут быть	6	3
187	той или	1	3
188	не менее	1	3
189	но при	1	3
190	и этим	2	3
191	можно было	1	3
192	так и	8	3
193	со всею	2	3
194	если бы	5	3
195	и даже	4	3
196	с ним	2	3
197	говорят что	1	3
198	и здесь	3	3
199	в различных	1	3
200	между тем	2	3
201	что и	8	3
202	и только	5	3
203	здесь в	1	3
204	и следовательно	1	3
205	его в	3	3
206	тот же	1	3
207	том или	1	3
208	и ее	6	3
209	уже не	7	3
210	героя с	1	3
211	в виде	1	3
212	тем что	8	3
213	к самому	1	3
214	по своим	1	3
215	он и	3	3
216	ни на	2	3
217	по существу	7	3
218	но для	1	3
219	все же	8	3
220	и для	5	3
221	в эту	1	3
222	это все	1	3
223	другой стороны	4	3
224	в такие	1	3
225	того же	1	3
226	в последнем	1	3
227	героя в	1	3
228	самый предмет	2	2
229	тем же	3	2
230	из его	1	2
231	на материале	1	2
232	словами в	1	2
233	и о	2	2
234	вопрос о	1	2
235	то это	3	2
236	себе что	1	2
237	и сами	1	2
238	установку на	1	2
239	но конечно	1	2
240	в сторону	4	2
241	отношение к	2	2
242	как в	4	2
243	с этим	5	2
244	целый ряд	1	2
245	и как	3	2
246	его к	1	2
247	слова он	1	2
248	в первом	7	2
249	та же	2	2
250	что это	3	2
251	в целом	3	2
252	же слово	1	2
253	бы не	1	2
254	из этих	3	2
255	с их	1	2
256	им в	1	2
257	мы обратимся	1	2
258	как он	1	2
259	но на	1	2
260	разобранная нами	1	2
261	и еще	1	2
262	слово или	1	2
263	но все	3	2
264	из них	4	2
265	входит в	4	2
266	на почве	9	2
267	он есть	1	2
268	слова без	1	2
269	него как	1	2
270	ни в	2	2
271	он является	1	2
272	автора и	1	2
273	том что	2	2
274	и при	1	2
275	в такой	2	2
276	в узком	1	2
277	себе а	2	2
278	что говорит	1	2
279	и то	2	2
280	раз и	4	2
281	слова мы	1	2
282	иной раз	1	2
283	дело в	1	2
284	одной плоскости	1	2
285	в процессе	9	2
286	слово по	1	2
287	и без	1	2
288	к определенному	1	2
289	тем не	1	2
290	и является	1	2
291	а лишь	3	2
292	для осуществления	1	2
293	и эта	1	2
294	что на	2	2
295	у нас	1	2
296	лежит в	1	2
297	отличается от	1	2
298	должны быть	1	2
299	самом предмете	2	2
300	для себя	1	2
301	в конце	2	2
302	всего этого	5	2
303	без всякого	1	2
304	мыслить и	1	2
305	настоящее время	1	2
306	особенно в	3	2
307	этических и	1	2
308	времени и	2	2
309	в плоскости	1	2
310	для этого	2	2
311	форме в	1	2
312	произведения как	2	2
313	только так	2	2
314	со словами	1	2
315	он вводит	1	2
316	от них	1	2
317	от одного	2	2
318	в форме	1	2
319	и странность	1	2
320	и всякое	2	2
321	и следует	1	2
322	того что	3	2
323	этом смысле	2	2
324	быть и	3	2
325	и так	1	2
326	здесь с	2	2
327	конечно не	1	2
328	не входит	3	2
329	уже в	2	2
330	если мы	5	2
331	то и	3	2
332	в поэзии	12	2
333	не принимает	1	2
334	речь в	1	2
335	не удастся	1	2
336	ведь это	1	2
337	и та	1	2
338	каждый из	3	2
339	в самый	2	2
340	оно является	1	2
341	именно как	4	2
342	с другим	1	2
343	как же	1	2
344	и др	3	2
345	что не	4	2
346	и пр	21	2
347	превращается в	2	2
348	материал в	1	2
349	в руках	1	2
350	слова слово	1	2
351	сказ в	1	2
352	так же	1	2
353	и особенно	1	2
354	в первой	1	2
355	для понимания	6	2
356	например в	3	2
357	чтобы сделать	2	2
358	этого слова	1	2
359	узком смысле	1	2
360	в настоящее	1	2
361	для нас	1	2
362	лишь как	4	2
363	еще более	5	2
364	конце концов	2	2
365	хотя бы	6	2
366	укладывается в	1	2
367	не есть	3	2
368	с теми	2	2
369	с ними	2	2
370	сказать что	2	2
371	была бы	3	2
372	нет но	1	2
373	ее в	2	2
