N	3gram	Vygotskiy__4	FransuaR
1	мы уже говорили	2	11
2	в следующей главе	2	6
3	как мы уже	3	6
4	о том что	3	5
5	в самом деле	6	4
6	с одной стороны	9	4
7	в той же	1	4
8	на первый план	4	3
9	в этом отношении	7	3
10	и т.п но	1	3
11	о котором мы	1	3
12	до сих пор	1	3
13	вместо того чтобы	1	3
14	одной стороны и	2	2
15	с точки зрения	11	2
16	и то что	4	2
17	в данном случае	2	2
18	и тот же	7	2
19	а также и	1	2
20	как один из	1	2
21	но и в	2	2
22	с другой стороны	8	2
23	но и с	1	2
24	в том что	31	2
25	с помощью которых	1	2
26	в сущности к	1	2
27	и того же	5	1
28	по отношению к	1	1
29	в обоих случаях	3	1
30	сводится в сущности	1	1
31	по этому вопросу	1	1
32	том что в	1	1
33	в настоящее время	2	1
34	перед нами снова	1	1
35	о том как	1	1
36	один и тот	7	1
37	того же самого	2	1
38	как мы неоднократно	1	1
39	и не только	2	1
40	именно то что	2	1
41	между тем как	3	1
42	в себе и	3	1
43	мы узнаем из	1	1
44	совершенно ясно что	1	1
45	но если мы	1	1
46	если только они	1	1
47	и в истории	1	1
48	вместе с тем	3	1
49	традиционное представление о	1	1
50	то в чем	1	1
51	не подлежит никакому	2	1
52	первый из них	2	1
53	мы полагаем что	1	1
54	только то что	1	1
55	различие между этими	1	1
56	в этой области	2	1
57	никакому сомнению что	1	1
58	и тем же	3	1
59	подлежит никакому сомнению	2	1
60	в конце концов	1	1
61	смысле этого слова	7	1
62	так как они	1	1
63	мы видим что	2	1
64	и как бы	1	1
65	все же не	1	1
66	в связи с	3	1
67	друг к другу	1	1
68	в целом ряде	2	1
69	как бы в	1	1
70	для того чтобы	5	1
71	не может быть	1	1
72	одним и тем	3	1
73	мы видели что	2	1
74	это очевидно из	1	1
75	не могли не	1	1
76	в зависимости от	1	1
77	в то время	1	1
78	тогда когда они	1	1
79	между собой и	2	1
80	и было бы	1	1
81	заключается в том	14	1
82	после того как	1	1
83	место в действительности	1	1
84	не только в	1	1
85	но все же	1	1
86	можно сказать что	1	1
87	показывает не только	1	1
88	одного и того	5	1
89	а с другой	2	1
90	мы уже указывали	1	1
91	и что он	1	1
92	что уже в	1	1
93	том что он	1	1
94	что и в	1	1
95	в большей степени	1	1
96	таким образом все	1	1
