N	2gram	Bakhtin_Pr_3	Marksizm
1	может быть	19	28
2	и пр	1	25
3	и в	34	19
4	как бы	27	19
5	и не	29	19
6	в процессе	1	18
7	не может	19	18
8	точки зрения	8	17
9	то же	14	16
10	и его	16	16
11	как мы	7	15
12	в этом	16	15
13	в сущности	11	14
14	так сказать	2	14
15	таким образом	5	14
16	лишь в	5	14
17	чужого слова	5	13
18	не только	10	13
19	косвенной речи	1	13
20	с точки	4	13
21	связи с	1	13
22	в нем	19	11
23	если бы	4	11
24	вовсе не	11	11
25	не в	9	10
26	речи в	2	10
27	так и	6	10
28	но и	12	10
29	в пределах	6	10
30	том что	3	10
31	самом деле	13	9
32	при этом	4	9
33	как и	18	9
34	для него	13	9
35	в основе	1	9
36	и чужой	1	9
37	а не	9	9
38	с его	6	8
39	по отношению	5	8
40	чужое слово	2	8
41	в то	12	8
42	же время	12	8
43	только в	6	8
44	слова в	7	8
45	отнюдь не	2	8
46	не является	2	8
47	отношению к	6	8
48	на самом	11	7
49	внутренней речи	4	7
50	его в	4	7
51	и более	1	7
52	одна из	1	7
53	никогда не	8	7
54	в том	3	7
55	прежде всего	15	7
56	и для	8	7
57	но в	16	7
58	мы уже	6	6
59	во всех	2	6
60	и как	3	6
61	в самом	8	6
62	слова и	10	6
63	ни в	4	6
64	того чтобы	1	6
65	к тому	5	6
66	для того	1	6
67	быть и	2	6
68	между тем	3	6
69	мы можем	1	6
70	более того	2	6
71	и все	19	6
72	хотя бы	5	6
73	ни было	4	6
74	в свою	1	6
75	того же	2	5
76	к другому	20	5
77	и на	6	5
78	все же	7	5
79	то ни	4	5
80	лишь на	2	5
81	в данном	1	5
82	в их	1	5
83	самого начала	8	5
84	свою очередь	1	5
85	с самого	8	5
86	к нему	14	5
87	в его	22	5
88	в форме	2	5
89	в большинстве	2	5
90	большинстве случаев	3	5
91	отношении к	7	5
92	или иной	2	5
93	в той	2	5
94	этого слова	7	5
95	и того	2	5
96	как слово	2	5
97	так же	8	5
98	все те	2	4
99	а как	2	4
100	и ее	2	4
101	слова о	4	4
102	бы то	4	4
103	как если	1	4
104	о слове	1	4
105	вполне понятно	2	4
106	конечно не	2	4
107	является лишь	1	4
108	только на	4	4
109	в себе	6	4
110	на то	1	4
111	значение в	1	4
112	это не	5	4
113	было бы	2	4
114	в слове	5	4
115	мы видели	3	4
116	одного и	1	4
117	тому что	2	4
118	в отношении	9	4
119	ничего не	4	4
120	той или	2	4
121	для себя	6	4
122	из одного	1	4
123	того что	5	4
124	в формах	1	4
125	с ними	6	4
126	что он	23	4
127	в душе	2	4
128	и их	1	4
129	речь и	1	4
130	как раз	4	4
131	смысле этого	2	4
132	в основном	1	4
133	бы в	3	4
134	то что	11	4
135	сказать что	2	4
136	если б	2	3
137	основная тенденция	1	3
138	и то	3	3
139	в котором	3	3
140	и до	1	3
141	высшей степени	3	3
142	одного слова	1	3
143	в ней	3	3
144	еще не	4	3
145	столь же	2	3
146	в ее	3	3
147	для других	3	3
148	менее всего	1	3
149	отличие от	2	3
150	за пределы	2	3
151	чем же	1	3
152	с этим	2	3
153	перед нами	1	3
154	все эти	4	3
155	в этой	1	3
156	но ведь	1	3
157	слово в	2	3
158	он не	15	3
159	не как	3	3
160	в корне	1	3
161	какой бы	1	3
162	одно и	1	3
163	здесь мы	1	3
164	в другом	8	3
165	конечно в	2	3
166	той же	2	3
167	с другими	4	3
168	по себе	3	3
169	в этих	1	3
170	в своей	3	3
171	в отличие	2	3
172	в устах	1	3
173	для всего	1	3
174	слове и	1	3
175	же слова	2	3
176	каждый раз	1	3
177	бы он	4	3
178	для его	2	3
179	и это	4	3
180	оно может	1	3
181	на основе	1	3
182	громадное значение	2	3
183	о том	2	3
184	и лишь	2	3
185	что и	5	3
186	одной из	1	3
187	не идет	1	3
188	с одной	1	3
189	его и	3	3
190	его из	1	3
191	характерно что	1	3
192	так как	4	3
193	же деле	1	3
194	в высшей	3	3
195	до сих	1	3
196	с другой	4	3
197	не было	2	3
198	со всею	2	3
199	да и	4	3
200	должно быть	3	3
201	мы сказали	1	3
202	самом же	1	3
203	и от	5	3
204	сих пор	1	3
205	что оно	2	3
206	сознания и	3	3
207	только что	3	3
208	а в	5	3
209	слово и	1	3
210	во всяком	5	3
211	и оценкой	1	2
212	нем нет	1	2
213	отношения к	1	2
214	одним из	1	2
215	правильного понимания	1	2
216	вопрос о	2	2
217	всех без	1	2
218	самого говорящего	1	2
219	конечно и	1	2
220	зависимости от	1	2
221	мы здесь	1	2
222	и он	2	2
223	и самого	1	2
224	он был	1	2
225	но как	4	2
226	ответ на	1	2
227	оно является	1	2
228	что они	6	2
229	определяется не	2	2
230	в одной	3	2
231	независимо от	1	2
232	в своем	2	2
233	более и	1	2
234	вступает в	2	2
235	его к	3	2
236	что это	5	2
237	бы не	2	2
238	слушателя и	1	2
239	тому же	2	2
240	в узком	1	2
241	из него	1	2
242	лишь с	1	2
243	без исключения	3	2
244	значительной степени	1	2
245	выражение и	1	2
246	и с	15	2
247	на все	1	2
248	то есть	1	2
249	это было	3	2
250	на протяжении	5	2
251	может стать	1	2
252	делает его	1	2
253	в жизни	2	2
254	всем этим	2	2
255	рядом с	4	2
256	далеко не	3	2
257	разобранные нами	1	2
258	можем сказать	1	2
259	и потому	2	2
260	он и	5	2
261	фигурирует в	1	2
262	перейдем к	1	2
263	основные линии	1	2
264	они уже	1	2
265	является в	1	2
266	по крайней	3	2
267	и почти	2	2
268	диалога в	2	2
269	в тесной	1	2
270	существует для	1	2
271	слова как	2	2
272	или как	2	2
273	только с	3	2
274	ли это	2	2
275	слово является	1	2
276	и именно	1	2
277	сравнительно с	1	2
278	лежит в	2	2
279	одно только	2	2
280	глава третья	1	2
281	об одном	1	2
282	должен быть	1	2
283	и о	1	2
284	ценностного акцента	1	2
285	оставаясь в	1	2
286	определяется его	1	2
287	приводит к	1	2
288	не с	2	2
289	и реальное	1	2
290	поэтому в	1	2
291	и даже	7	2
292	сводится к	3	2
293	из условий	1	2
294	неразрывной связи	1	2
295	и являются	1	2
296	все его	2	2
297	в значительной	1	2
298	лишь как	1	2
299	крайней мере	3	2
300	всяком случае	5	2
301	все время	5	2
302	эти последние	2	2
303	мы вовсе	1	2
304	но не	4	2
305	мы увидим	2	2
306	иной степени	1	2
307	себя в	1	2
308	и у	5	2
309	уже в	3	2
310	в виде	4	2
311	но для	3	2
312	мы знаем	2	2
313	не так	1	2
314	ведь это	1	2
315	в диалоге	5	2
316	слово как	1	2
317	друг друга	2	2
318	но что	1	2
319	у него	4	2
320	тем что	4	2
321	и речь	2	2
322	даже и	4	2
323	в особенности	1	2
324	именно как	1	2
325	и речи	1	2
326	мы это	1	2
327	и прежде	4	2
328	а с	3	2
329	что не	7	2
330	стремится к	6	2
331	до конца	3	2
332	о чем	2	2
333	они-то и	1	2
334	все более	1	2
335	вместе с	4	2
336	прямо сказать	1	2
337	ко всем	1	2
338	к его	1	2
339	установкой на	3	2
340	вне этой	2	2
341	там где	7	2
342	того или	2	2
343	в начале	4	2
344	является как	1	2
345	на что-то	1	2
346	или в	1	2
347	узком смысле	1	2
348	себя самого	11	2
349	от него	6	2
350	еще более	2	2
351	между ними	1	2
352	не знает	6	2
353	жизни и	3	2
354	что в	7	2
355	все основные	1	2
356	как на	2	2
357	можно говорить	1	1
358	в абстрактной	1	1
359	уверенности и	1	1
360	также и	1	1
361	например в	2	1
362	и действительно	1	1
363	человека и	1	1
364	неизбежно должно	1	1
365	но тем	1	1
366	нам кажется	1	1
367	то в	2	1
368	между двумя	2	1
369	с выражением	1	1
370	проникает в	1	1
371	уже указывали	1	1
372	что эти	1	1
373	входящих в	1	1
374	обойтись без	1	1
375	в обычном	2	1
376	этом направлении	1	1
377	что уже	1	1
378	дан в	1	1
379	ни единого	2	1
380	почти все	2	1
381	совпадает с	2	1
382	говорить о	3	1
383	и принципы	1	1
384	котором не	1	1
385	которое не	1	1
386	мы и	2	1
387	то это	1	1
388	самый материал	1	1
389	и со	2	1
390	самого а	1	1
391	как впрочем	1	1
392	какого бы	1	1
393	произведение должно	1	1
394	слово не	2	1
395	него он	2	1
396	но при	1	1
397	и определяется	2	1
398	дать ему	1	1
399	между собой	1	1
400	который на	1	1
401	всего этого	2	1
402	что его	3	1
403	ними в	1	1
404	нему и	5	1
405	видели что	1	1
406	совсем не	3	1
407	то он	1	1
408	в голове	1	1
409	к которой	1	1
410	не все	1	1
411	к слову	2	1
412	себя чем	1	1
413	вступают в	1	1
414	глава четвертая	1	1
415	можно прямо	1	1
416	форме и	1	1
417	руку и	1	1
418	на тот	1	1
419	диалога и	2	1
420	свое слово	4	1
421	в кругозор	2	1
422	в центре	1	1
423	как в	4	1
424	он определяет	1	1
425	выражение этого	1	1
426	произведениях это	1	1
427	может обойтись	1	1
428	в различные	1	1
429	диалоге реплики	1	1
430	словом в	1	1
431	как нам	1	1
432	в единый	1	1
433	не замечая	1	1
434	когда он	2	1
435	могли бы	1	1
436	конечно отнюдь	1	1
437	и наконец	5	1
438	и каждое	1	1
439	не являются	1	1
440	в реальный	2	1
441	диалог в	2	1
442	себе не	1	1
443	увидим что	2	1
444	ясно и	1	1
445	и хотя	1	1
446	в этот	2	1
447	что слово	1	1
448	но чужое	1	1
449	поражает своей	1	1
450	сливается с	3	1
451	к чему	2	1
452	в которой	2	1
453	бы с	2	1
454	в ответ	1	1
455	имеет громадное	1	1
456	с их	1	1
457	всем его	1	1
458	ее как	3	1
459	как он	3	1
460	перемены в	1	1
461	в такую	1	1
462	не могла	1	1
463	его но	1	1
464	это идеологическое	1	1
465	а вовсе	2	1
466	этот процесс	1	1
467	и если	2	1
468	вообще не	2	1
469	внутренним и	1	1
470	главным образом	1	1
471	в статье	1	1
472	другим словом	1	1
473	но именно	2	1
474	а просто	2	1
475	всех этих	2	1
476	как увидим	1	1
477	к одному	3	1
478	этого вопроса	1	1
479	слова которое	3	1
480	оно должно	2	1
481	и вот	5	1
482	слово или	1	1
483	быть с	1	1
484	языком и	1	1
485	всех своих	1	1
486	так например	1	1
487	кто этот	1	1
488	речь его	1	1
489	в нее	1	1
490	последнее слово	4	1
491	но все	5	1
492	человека в	1	1
493	бы они	2	1
494	в каждом	3	1
495	ни были	1	1
496	же не	2	1
497	сознание и	1	1
498	же касается	1	1
499	со всеми	2	1
500	и второй	1	1
501	ясно что	1	1
502	этого процесса	1	1
503	входит в	2	1
504	как тот	1	1
505	ко второму	1	1
506	он есть	2	1
507	в социальной	1	1
508	к миру	1	1
509	приходит в	1	1
510	здесь это	1	1
511	процессом узнания	1	1
512	только одно	1	1
513	остановимся вкратце	1	1
514	те синтаксические	1	1
515	но уже	1	1
516	в них	2	1
517	нет в	2	1
518	с тем	5	1
519	дела и	1	1
