N	3gram	Tiupa_Hudo_2	Myshleni
1	для того чтобы	3	14
2	по отношению к	7	12
3	в том что	11	11
4	с точки зрения	2	9
5	так же как	2	7
6	в этом отношении	1	5
7	заключается в том	1	5
8	с самого начала	1	5
9	можно сказать что	1	5
10	не в состоянии	1	4
11	подобно тому как	4	4
12	то же самое	2	4
13	то время как	1	4
14	в то время	1	4
15	о том что	7	4
16	друг от друга	1	4
17	состоит в том	2	3
18	в этом случае	1	3
19	не то что	1	3
20	до сих пор	2	3
21	можно было бы	2	3
22	с одной стороны	3	3
23	не может быть	3	3
24	не только не	2	3
25	в тот момент	1	2
26	том что в	3	2
27	в самом деле	3	2
28	о том как	2	2
29	что он не	1	2
30	и то что	1	2
31	то и другое	1	2
32	лежит в основе	1	2
33	но при этом	3	2
34	а с другой	1	2
35	с другой стороны	1	2
36	же самое что	2	2
37	того как он	1	2
38	именно потому что	1	2
39	но все же	1	2
40	тот момент когда	1	2
41	того факта что	1	2
42	нам о том	1	1
43	да и в	1	1
44	приходит к осознанию	1	1
45	при переходе от	1	1
46	если бы она	1	1
47	что с ним	1	1
48	принадлежит к числу	1	1
49	сводится к тому	1	1
50	если можно так	2	1
51	мы узнаем что	1	1
52	в том числе	1	1
53	в себя ту	1	1
54	же как и	1	1
55	как например в	1	1
56	только в том	2	1
57	как это часто	1	1
58	что не только	1	1
59	с ним происходит	1	1
60	том числе и	1	1
61	нет у него	1	1
62	к жизни и	1	1
63	именно то что	1	1
64	не могло быть	1	1
65	в первом случае	1	1
66	в этой связи	2	1
67	это было бы	1	1
68	вопрос и ответ	1	1
69	чтобы ответить на	1	1
70	не только для	1	1
71	все более и	1	1
72	заслонять от нас	1	1
73	а не как	1	1
74	и состоит в	1	1
75	как нам представляется	1	1
76	в этом и	2	1
77	я не могу	1	1
78	известном смысле можно	1	1
79	тем не менее	3	1
80	же самое время	1	1
81	в котором она	1	1
82	которая как уже	1	1
83	этом и заключается	1	1
84	того или иного	2	1
85	более и более	1	1
86	смысле можно сказать	1	1
87	мы знаем что	1	1
88	можно так выразиться	2	1
89	в то же	4	1
90	к тому что	4	1
91	в его положении	1	1
92	что на деле	1	1
93	если бы оно	1	1
94	не нуждается в	1	1
95	лежит не в	1	1
96	той или иной	1	1
