N	3gram	Propp_Isto_6	Problema
1	тем не менее	1	10
2	в том что	5	8
3	это значит что	1	7
4	с другой стороны	8	6
5	в данном случае	3	5
6	можно было бы	2	4
7	не только в	4	4
8	во всяком случае	2	4
9	то и другое	1	3
10	точно так же	2	3
11	вместе с тем	3	3
12	и тем не	1	3
13	в зависимости от	1	3
14	о том что	4	3
15	и т д	8	3
16	потому что он	2	2
17	в чистом виде	1	2
18	мы хотели бы	1	2
19	что иное как	1	2
20	можно ли сказать	1	2
21	мы не будем	2	2
22	в том смысле	1	2
23	здесь не в	1	2
24	то время как	3	2
25	здесь мы имеем	4	2
26	а также и	1	2
27	для того чтобы	1	2
28	более или менее	1	2
29	есть не что	1	2
30	не что иное	1	2
31	в то время	3	2
32	и тем более	1	2
33	в сравнении с	1	2
34	здесь как и	1	2
35	должны были бы	1	1
36	одна к другой	1	1
37	но все же	2	1
38	на том что	1	1
39	еще далеко не	1	1
40	только потому что	1	1
41	это то что	1	1
42	мы имеем в	4	1
43	но это только	1	1
44	как нам кажется	1	1
45	еще не вполне	1	1
46	том что он	1	1
47	ли сказать что	1	1
48	нам кажется что	1	1
49	о том как	3	1
50	же как и	1	1
51	и не может	1	1
52	не так просто	1	1
53	только то что	2	1
54	совершенно ясно что	1	1
55	том числе и	1	1
56	ее себе в	1	1
57	с этой точки	1	1
58	одно и то	1	1
59	в таком случае	1	1
60	до сих пор	4	1
61	и то что	1	1
62	если бы ему	1	1
63	все эти черты	1	1
64	можно сказать о	1	1
65	уничтожение его в	1	1
66	не значит что	1	1
67	так же как	1	1
68	вообще не существует	1	1
69	сих пор мы	2	1
70	с одной стороны	7	1
71	на первый взгляд	1	1
72	отсюда видно что	2	1
73	то это значит	1	1
74	т д мы	1	1
75	всяком случае не	1	1
76	мы имеем например	1	1
77	это не значит	1	1
78	в том числе	1	1
79	но так как	3	1
80	этой точки зрения	1	1
81	во всех религиях	1	1
82	мы видим и	1	1
83	том смысле что	1	1
84	так и в	1	1
85	и вместе с	1	1
86	как мы только	1	1
87	то что не	1	1
88	и тем самым	1	1
89	к выводу что	1	1
90	не менее в	1	1
91	несмотря на все	1	1
92	на то что	1	1
93	к мысли о	1	1
94	прежде всего является	1	1
95	нет ни в	1	1
96	как и в	2	1
97	мы только что	1	1
