N	2gram	Bakhtin_Fr_6	Istorich
1	и в	41	28
2	может быть	2	25
3	а не	2	15
4	не может	4	15
5	никогда не	8	14
6	для нас	2	13
7	то же	5	12
8	не только	10	12
9	что в	7	12
10	мы видим	6	11
11	только в	3	11
12	мы не	2	10
13	все же	4	10
14	и что	5	10
15	что он	6	10
16	мы увидим	3	10
17	но и	13	10
18	прежде всего	10	10
19	не в	4	9
20	так и	5	9
21	о том	9	9
22	то что	10	9
23	видим что	1	9
24	в том	2	9
25	и не	3	9
26	в этом	12	8
27	но в	8	8
28	что это	5	8
29	таким образом	17	8
30	в ней	4	7
31	это не	1	7
32	еще не	1	7
33	и здесь	1	7
34	этот вопрос	1	7
35	и др	10	7
36	что мы	2	7
37	так же	5	7
38	том что	7	7
39	было бы	3	7
40	в этих	2	7
41	а в	4	7
42	в этой	8	6
43	о смерти	1	6
44	его в	1	6
45	не менее	1	6
46	что и	1	6
47	вслед за	1	6
48	так как	10	6
49	с другой	4	6
50	вход в	3	6
51	вместе с	6	6
52	например в	6	5
53	должна быть	2	5
54	мы будем	3	5
55	что они	2	5
56	в своем	5	5
57	более или	1	5
58	по существу	1	5
59	их в	2	5
60	или менее	1	5
61	не будем	2	5
62	в дальнейшем	2	5
63	можно было	1	5
64	восходит к	1	5
65	в его	7	5
66	что здесь	1	5
67	но не	2	5
68	в одном	5	5
69	до сих	3	5
70	к которому	1	5
71	сих пор	3	5
72	или в	6	5
73	не знает	1	5
74	сказать что	6	5
75	другой стороны	2	5
76	героя в	1	5
77	и даже	4	4
78	и для	3	4
79	и на	9	4
80	между собой	1	4
81	одним словом	1	4
82	с этим	3	4
83	все эти	11	4
84	но все	1	4
85	об этом	1	4
86	и с	16	4
87	с тем	1	4
88	как и	7	4
89	даже в	4	4
90	на него	1	4
91	в основе	4	4
92	связи с	2	4
93	здесь не	1	4
94	в пределах	1	4
95	того что	3	4
96	с одной	4	4
97	потому что	3	4
98	так что	2	4
99	в большинстве	4	4
100	большинстве случаев	5	4
101	к ним	1	4
102	а именно	2	4
103	превращается в	2	4
104	один из	6	4
105	связь с	1	4
106	одной стороны	4	4
107	могут быть	1	4
108	там где	5	4
109	как будто	1	4
110	все это	11	4
111	в связи	1	4
112	это так	1	4
113	но это	3	4
114	но оно	3	4
115	и другие	2	4
116	они не	3	4
117	также и	6	3
118	чтобы не	1	3
119	мы здесь	1	3
120	ему в	1	3
121	то это	1	3
122	и он	5	3
123	там и	2	3
124	видели что	1	3
125	по отношению	1	3
126	не просто	1	3
127	перед нами	3	3
128	точку зрения	1	3
129	при этом	3	3
130	не как	1	3
131	и по	1	3
132	на этом	2	3
133	это конечно	1	3
134	же не	1	3
135	в другом	4	3
136	из них	5	3
137	и тогда	1	3
138	во время	9	3
139	нас не	3	3
140	в котором	4	3
141	в их	1	3
142	тесно связаны	3	3
143	и эти	1	3
144	по себе	1	3
145	эта мысль	1	3
146	в то	6	3
147	дело в	1	3
148	того как	1	3
149	у меня	1	3
150	очень часто	1	3
151	есть только	3	3
152	должен быть	2	3
153	как мы	12	3
154	действия и	1	3
155	в образе	6	3
156	для этого	2	3
157	или на	1	3
158	в которую	1	3
159	во всем	5	3
160	должен был	1	3
161	и его	13	3
162	уже не	1	3
163	если мы	2	3
164	в начале	3	3
165	или даже	1	3
166	и их	3	3
167	представлений о	1	3
168	то время	1	3
169	тем что	5	3
170	в форме	2	3
171	именно в	4	3
172	мы еще	2	3
173	на эту	1	3
174	как это	2	3
175	наряду с	1	3
176	что же	1	3
177	в книге	3	3
178	представлениями о	1	3
179	в целях	3	3
180	отношению к	1	3
181	к сожалению	1	3
182	одним из	4	2
183	и потому	2	2
184	и между	1	2
185	оно может	1	2
186	в зависимости	1	2
187	из всех	1	2
188	что если	2	2
189	а для	2	2
190	не вполне	1	2
191	источником для	1	2
192	зависимости от	1	2
