N	3gram	Voloshinov_1	EvropaiE
1	с точки зрения	5	16
2	в то же	9	15
3	то же время	7	14
4	и в то	2	8
5	в том что	1	6
6	для того чтобы	7	5
7	не только в	3	4
8	и в этом	1	4
9	того или иного	5	4
10	само по себе	1	4
11	той или иной	3	4
12	хотя бы и	1	3
13	в этом отношении	2	3
14	можно было бы	1	3
15	ту или иную	3	3
16	между тем в	1	3
17	можно сказать что	2	3
18	не является ли	1	3
19	заключает в себе	4	3
20	или хотя бы	2	2
21	прежде всего в	3	2
22	не говоря уже	1	2
23	с течением времени	1	2
24	но в то	2	2
25	тому или иному	1	2
26	по сравнению с	1	2
27	с другой стороны	1	2
28	не может быть	2	2
29	по себе не	1	2
30	в свою очередь	4	2
31	хотя бы в	1	2
32	в большинстве случаев	1	2
33	но не только	1	2
34	как мы видели	3	2
35	и того же	1	1
36	говоря уже об	1	1
37	не может не	1	1
38	в своем развитии	1	1
39	чуть ли не	2	1
40	хотя бы только	1	1
41	более или менее	1	1
42	в тех случаях	2	1
43	значение лишь в	1	1
44	то есть к	1	1
45	гораздо большей степени	1	1
46	и не было	1	1
47	того в какой	1	1
48	и не только	2	1
49	нужно помнить что	1	1
50	но и в	3	1
51	и та же	1	1
52	котором мы говорили	1	1
53	и в мире	1	1
54	тех случаях когда	2	1
55	от того в	1	1
56	и для того	2	1
57	мы увидим что	2	1
58	в гораздо большей	1	1
59	на этот вопрос	1	1
60	то или иное	4	1
61	не будет уже	1	1
62	говорить не о	1	1
63	в качестве примера	1	1
64	смысле этого слова	2	1
65	в значительной степени	2	1
66	и в отношении	1	1
67	по большей части	1	1
68	ни на минуту	1	1
69	представить себе в	1	1
70	в качестве одного	1	1
71	в связи с	2	1
72	одна и та	1	1
73	о котором мы	1	1
74	мы видели что	2	1
75	в определенный момент	1	1
76	мы не можем	1	1
77	не только ее	1	1
78	та или иная	1	1
79	связи с этим	2	1
80	только в области	2	1
81	и тем самым	3	1
82	и тем более	1	1
83	на то или	1	1
84	именно потому что	1	1
85	одного и того	1	1
86	к тому что	2	1
87	тех или иных	3	1
88	независимо от того	1	1
89	только тогда когда	1	1
