N	3gram	Tiupa_Lite_2	Psycholo
1	в том что	5	11
2	с точки зрения	3	9
3	то же самое	1	8
4	для того чтобы	1	8
5	в сущности говоря	1	7
6	все то что	1	6
7	и т п	2	5
8	с одной стороны	6	5
9	с другой стороны	4	5
10	и то что	1	3
11	о том что	2	3
12	речь идет о	3	3
13	в русской поэзии	1	2
14	на самом деле	1	2
15	только то что	1	2
16	вместе с тем	1	2
17	одно и то	2	2
18	в данном случае	3	2
19	и то же	2	2
20	не в том	1	2
21	я не могу	1	2
22	мы не можем	1	2
23	в свою очередь	1	2
24	к тому что	1	2
25	как мы видели	1	2
26	и в сущности	1	1
27	такой же мере	1	1
28	то с другой	1	1
29	есть не более	1	1
30	не так как	2	1
31	и в полном	1	1
32	он не может	1	1
33	что он не	1	1
34	в отличие от	1	1
35	в этом отношении	3	1
36	с тем чтобы	1	1
37	так как у	1	1
38	можно было бы	1	1
39	в основе своей	1	1
40	с этой точки	1	1
41	на себя как	1	1
42	еще при жизни	1	1
43	что едва ли	1	1
44	в стихах и	1	1
45	состоит в том	4	1
46	а с другой	1	1
47	в зависимость от	1	1
48	не только как	1	1
49	в такой же	1	1
50	в целом ряде	1	1
51	кто из них	1	1
52	не мог бы	1	1
53	этой точки зрения	1	1
54	а в том	1	1
55	имел в виду	1	1
56	в том чтобы	3	1
57	в жизни а	1	1
58	что в ней	1	1
59	не только не	1	1
60	жизни а не	1	1
61	в себя и	1	1
62	о мире и	1	1
63	но и не	1	1
64	с другой из	1	1
65	нет у нас	1	1
66	вовсе не является	1	1
67	не может быть	7	1
68	в разговоре с	2	1
69	подобно тому как	2	1
