N	4gram	Vygotskiy__5	Istorich
1	в то время как	4	3
2	один и тот же	3	2
3	то же самое что	2	2
4	с одной стороны и	1	1
5	и уже по одному	1	1
6	мы видим что в	1	1
7	друг с другом что	1	1
8	образом мы видим что	1	1
9	прямом смысле этого слова	1	1
10	в прямом смысле этого	1	1
11	в тот момент когда	2	1
12	мы будем иметь случай	1	1
13	не что иное как	1	1
14	по одному этому мы	1	1
15	уже по одному этому	3	1
16	и в какой степени	1	1
17	вопрос о том не	1	1
18	что для того чтобы	1	1
19	таким образом мы видим	1	1
20	сводится к тому чтобы	1	1
21	так же как и	1	1
22	ответ на этот вопрос	2	1
23	есть не что иное	1	1
