N	3gram	Tiupa_Lite_1	Istorich
1	до сих пор	1	6
2	в том что	11	5
3	но все же	1	4
4	не только в	4	4
5	в связи с	4	4
6	по отношению к	2	3
7	подобно тому как	2	3
8	можно было бы	1	3
9	с одной стороны	2	3
10	в другом месте	1	2
11	иметь в виду	1	2
12	на самом деле	1	2
13	с другой стороны	1	2
14	не может быть	1	2
15	о том что	2	2
16	с самого начала	1	2
17	на то что	1	2
18	к тому же	1	2
19	не в состоянии	1	1
20	в обратном порядке	1	1
21	дело не только	2	1
22	в одной из	1	1
23	и не только	1	1
24	в зависимости от	1	1
25	в отличие от	5	1
26	героя с его	1	1
27	в это время	1	1
28	на задний план	1	1
29	в себя и	1	1
30	как один из	1	1
31	тем не менее	2	1
32	так или иначе	8	1
33	в этой связи	1	1
34	хотя бы на	1	1
35	тем что в	1	1
36	одно из них	1	1
37	и прежде всего	3	1
38	не только на	1	1
39	по этому поводу	1	1
40	в силу своей	3	1
41	том что он	1	1
