N	3gram	Bakhtin_Pr_1	Problemy
1	к себе самому	1	13
2	человека из подполья	2	13
3	то же время	9	10
4	в то же	9	10
5	на самом деле	4	9
6	с самого начала	1	8
7	по замыслу достоевского	1	7
8	с самим собою	1	7
9	в отношении к	1	7
10	человек из подполья	4	7
11	по отношению к	8	6
12	себе самому и	1	5
13	мы уже говорили	1	5
14	о себе самом	9	5
15	слово о себе	2	4
16	в творчестве достоевского	4	4
17	но в то	5	4
18	но на самом	1	4
19	герой из подполья	1	4
20	во всяком случае	3	4
21	для себя самого	1	4
22	к нему и	2	4
23	в романах достоевского	5	4
24	друг с другом	1	4
25	из подполья не	1	3
26	как и у	1	3
27	записок из подполья	2	3
28	в этом смысле	10	3
29	он не может	1	3
30	он в сущности	1	3
31	к чужому сознанию	1	3
32	бы то ни	2	3
33	же время не	3	3
34	стиль и тон	1	3
35	то ни было	1	3
36	в высшей степени	1	3
37	в конце концов	5	3
38	в мире достоевского	4	3
39	друг к другу	1	3
40	с другой стороны	3	3
41	отношении к другому	1	3
42	и в нем	1	3
43	не может быть	4	3
44	то все же	1	2
45	вполне понятно что	1	2
46	то что я	1	2
47	в каждом слове	1	2
48	и наконец в	1	2
49	если б я	1	2
50	как раз и	3	2
51	с точки зрения	13	2
52	не только слово	1	2
53	и не может	2	2
54	и в то	2	2
55	он и не	1	2
56	образа героя и	1	2
57	можно было бы	2	2
58	в произведениях достоевского	3	2
59	даже в пределах	1	2
60	слова и его	1	2
61	достоевского как мы	1	2
62	там где он	1	2
63	того что он	1	2
64	в одном сознании	2	2
65	в обычном смысле	1	2
66	и в этом	5	2
67	что он сам	1	2
68	именно тем что	1	2
69	в его целом	6	2
70	словом о себе	1	2
71	подполья не только	1	2
72	самого героя и	3	2
73	и слово о	1	2
74	так и в	1	2
75	подобно тому как	3	2
76	но все же	2	2
77	в большинстве случаев	2	2
78	как мы уже	1	2
79	в сущности не	1	2
80	героя и его	3	2
81	в том что	6	2
82	именно потому что	2	2
83	неотразимо возвышает его	1	1
84	как и его	1	1
85	самого начала все	1	1
86	здесь же нам	1	1
87	тот же самый	1	1
88	с беспорядочным началом	1	1
89	в каждом романе	1	1
90	в этом рассказе	1	1
91	же степени как	1	1
92	из подполья это	1	1
93	почти никогда не	1	1
94	и идеологической позиции	1	1
95	с таким же	1	1
96	голосов даже в	1	1
97	чтобы в нем	1	1
98	каков бы он	1	1
99	а вовсе не	1	1
100	дело в том	1	1
101	и в целом	2	1
102	из подполья и	2	1
103	сердце к концу	1	1
104	даже тон рассказа	1	1
105	на котором мы	1	1
106	в самом деле	2	1
107	а не о	1	1
108	к правде правда	1	1
109	в том и	1	1
110	ум и сердце	1	1
111	том что он	4	1
112	и сердце к	1	1
113	тон рассказа изменяется	1	1
114	в этом случае	1	1
115	но конечно эта	1	1
116	что же касается	1	1
117	это последнее слово	1	1
118	тенденция к нему	1	1
119	в нем и	1	1
120	и по отношению	1	1
121	в пределах романа	1	1
122	наконец в житии	1	1
123	до сих пор	2	1
124	как мы сказали	1	1
125	но не в	1	1
126	сам с собою	1	1
127	и в других	1	1
128	не может найти	1	1
129	отношении друг к	1	1
130	должно отметить что	1	1
131	не входит в	3	1
132	свои мысли в	1	1
133	концу даже тон	1	1
134	слово о мире	2	1
135	к другому моменту	1	1
136	самосознание и слово	1	1
137	бы сказать так	1	1
138	а так как	1	1
139	сохранить за собой	1	1
140	в этом произведении	1	1
141	самим по себе	1	1
142	возвышает его ум	1	1
143	то что в	1	1
144	появляется в его	1	1
145	слово о слове	1	1
146	что в нем	1	1
147	предметом изображения в	1	1
148	все это из	1	1
149	достоевский не знает	1	1
150	но и эта	1	1
151	слово его о	1	1
152	в вас нет	1	1
153	художественного мира достоевского	1	1
154	и лишь в	1	1
155	должна была быть	1	1
156	он ни был	2	1
157	что дело идет	1	1
158	как и всегда	1	1
159	к концу даже	1	1
160	по крайней мере	1	1
161	как если бы	1	1
162	кругозор самого героя	3	1
163	и иван карамазов	1	1
164	изменяется сравнительно с	1	1
165	со своим двойником	1	1
166	может быть и	1	1
167	его произведениях но	1	1
168	поэтому он и	1	1
169	к тому что	1	1
170	при том условии	1	1
171	его к тому	1	1
172	макара долгорукого и	1	1
173	то время как	1	1
174	он знает и	1	1
175	для него самого	2	1
176	сравнительно с беспорядочным	1	1
177	себе самому герой	1	1
178	беспорядочным началом его	1	1
179	в данном случае	2	1
180	особенно отчетливо и	1	1
181	тем что он	1	1
182	в противоречии с	1	1
183	что может быть	2	1
184	со всею ясностью	1	1
185	в один из	1	1
186	он знает что	1	1
187	долгорукого и наконец	1	1
188	мысли в точку	2	1
189	к своему предмету	1	1
190	о себе значит	1	1
191	правда неотразимо возвышает	1	1
192	оставаясь содержательно теми	1	1
193	творчестве достоевского в	1	1
194	как будто бы	1	1
195	в его произведениях	2	1
196	так чтобы в	1	1
197	в каждой мысли	1	1
198	самим собою но	1	1
199	всяком случае не	1	1
200	вопрос кто он?	2	1
201	в большей или	1	1
202	с ним и	2	1
203	или меньшей степени	1	1
204	диалог в сущности	1	1
205	диалога у достоевского	1	1
206	в отношении друг	1	1
207	как впрочем и	1	1
208	рассказа изменяется сравнительно	1	1
209	но и не	2	1
210	к той же	1	1
211	можно прямо сказать	1	1
212	устойчивую позицию вовне	1	1
213	твердого образа героя	1	1
214	в бедных людях	1	1
215	самая установка рассказа	1	1
216	в себе его	1	1
217	что же это	1	1
218	и во всяком	1	1
219	и наконец на	1	1
220	по ту сторону	2	1
221	в то время	1	1
222	что он есть	2	1
223	свое последнее слово	1	1
224	неразрывной связи с	1	1
225	раз и навсегда	1	1
226	его ум и	1	1
227	радости и веселья	1	1
228	большей или меньшей	1	1
229	но только в	1	1
230	в свою очередь	1	1
231	из подполья я	1	1
232	но у достоевского	1	1
233	рядом с этим	1	1
234	о том что	1	1
235	не только не	1	1
236	в самом построении	2	1
237	тоже не может	1	1
238	ни в одном	1	1
239	но все эти	1	1
240	друг друга но	1	1
241	как нам кажется	1	1
242	в кругозор самого	3	1
243	не появляется в	1	1
244	резко отличается от	1	1
245	да ведь это	2	1
246	можно сказать что	1	1
247	содержательно теми же	1	1
248	и слово героя	1	1
249	как бы ни	1	1
250	они ни были	1	1
251	бы он ни	2	1
252	с чужим словом	1	1
253	не могут завершить	1	1
254	в замысле достоевского	1	1
255	и его слово	1	1
256	как бы в	2	1
257	в самой структуре	2	1
258	достоевского переходим к	1	1
259	собрать свои мысли	1	1
260	к слову героя	1	1
261	друг другу как	1	1
262	к нему все	1	1
263	сама по себе	1	1
264	правде правда неотразимо	1	1
265	из подполья но	1	1
266	как мы видели	1	1
