N	3gram	Berdyaev_M_1	FransuaR
1	о том что	1	5
2	в самом деле	1	4
3	до сих пор	2	3
4	это прежде всего	1	2
5	во всех этих	1	2
6	но и в	4	2
7	одним из самых	1	2
8	дело доходит до	1	2
9	но и с	1	2
10	нужно сказать что	1	2
11	в том что	1	2
12	мир в котором	1	1
13	по отношению к	2	1
14	остается до конца	1	1
15	ничего не остается	1	1
16	в которых он	1	1
17	в себе самом	1	1
18	и по отношению	1	1
19	плоти и кровь	2	1
20	как и все	1	1
21	человеческая природа в	1	1
22	связывает его с	1	1
23	в одном отношении	1	1
24	то есть во	1	1
25	между тем как	1	1
26	в себе и	1	1
27	и кровь от	2	1
28	он должен быть	1	1
29	но если он	1	1
30	никогда не был	2	1
31	никогда не было	1	1
32	в центре его	2	1
33	еще в одном	1	1
34	было для него	1	1
35	вместе с тем	5	1
36	и во всем	1	1
37	и все основные	1	1
38	но и самый	1	1
39	было сказано но	1	1
40	плоть от плоти	2	1
41	в его время	1	1
42	в конце концов	2	1
43	что в сложном	1	1
44	так как они	1	1
45	и в этой	4	1
46	и потому не	3	1
47	в нем не	2	1
48	и непонятный для	1	1
49	друг к другу	1	1
50	он был также	1	1
51	к нему все	2	1
52	как бы в	1	1
53	для того чтобы	2	1
54	не может быть	17	1
55	но в нем	1	1
56	в зависимости от	1	1
57	в то время	2	1
58	в значительной степени	1	1
59	всего того что	1	1
60	кровь от крови	2	1
61	от плоти и	2	1
62	не только в	2	1
63	в самом человеке	1	1
64	в нем есть	1	1
65	в самом центре	2	1
66	и связанной с	1	1
67	что и в	1	1
